레시피구분,레시피명,열량,식재료명,식재료양
볶음류,야채잡채,열량 : 118.45 kcal,콩기름(대두유),3g
볶음류,야채잡채,열량 : 118.45 kcal,당근,3g
볶음류,야채잡채,열량 : 118.45 kcal,간장(양조간장),2g
볶음류,야채잡채,열량 : 118.45 kcal,참기름,2g
볶음류,야채잡채,열량 : 118.45 kcal,설탕(백설탕),1g
볶음류,야채잡채,열량 : 118.45 kcal,마늘,1g
볶음류,야채잡채,열량 : 118.45 kcal,소금(천일염),0.3g
볶음류,야채잡채,열량 : 118.45 kcal,깨소금,0.3g
김치류,갓김치,열량 : 14.8 kcal,김치(갓김치),40g
보조식,땡모반(수박주스),열량 : 85.85 kcal,수박,150g
보조식,땡모반(수박주스),열량 : 85.85 kcal,탄산음료(사이다),50g
보조식,땡모반(수박주스),열량 : 85.85 kcal,설탕(백설탕),5g
보조식,가래떡구이,열량 : 173.57 kcal,떡(흰가래떡),80g
보조식,가래떡구이,열량 : 173.57 kcal,꿀,1g
보조식,시루떡,열량 : 108.6 kcal,"시루떡(찰시루떡, 콩고물)",60g
구이류,떡꼬치,열량 : 191.85 kcal,떡꼬치떡,80g
구이류,떡꼬치,열량 : 191.85 kcal,숯불바비큐소스,15g
보조식,절편버터구이,열량 : 256.75 kcal,떡(절편),100g
보조식,절편버터구이,열량 : 256.75 kcal,건포도,2g
보조식,절편버터구이,열량 : 256.75 kcal,버터,1g
보조식,절편버터구이,열량 : 256.75 kcal,올리브유,1g
보조식,절편버터구이,열량 : 256.75 kcal,호두,1g
보조식,절편버터구이,열량 : 256.75 kcal,잣,1g
보조식,절편버터구이,열량 : 256.75 kcal,아몬드,1g
찜류,옥수수찜,열량 : 156.7 kcal,옥수수,100g
찜류,옥수수찜,열량 : 156.7 kcal,설탕(백설탕),10g
밥류,누룽지튀김(중),열량 : 409.6 kcal,누룽지,100g
밥류,누룽지튀김(중),열량 : 409.6 kcal,설탕(백설탕),2g
밥류,누룽지튀김(중),열량 : 409.6 kcal,혼합식용유,1g
밥류,누룽지튀김(소),열량 : 213.1 kcal,누룽지,50g
밥류,누룽지튀김(소),열량 : 213.1 kcal,설탕(백설탕),2g
밥류,누룽지튀김(소),열량 : 213.1 kcal,혼합식용유,1g
튀김류,오징어튀김,열량 : 463.17 kcal,오징어,90g
튀김류,오징어튀김,열량 : 463.17 kcal,튀김가루,20g
튀김류,오징어튀김,열량 : 463.17 kcal,달걀(전란),20g
튀김류,오징어튀김,열량 : 463.17 kcal,콩기름(대두유),5g
튀김류,오징어튀김,열량 : 463.17 kcal,소금(천일염),0.1g
빵류,핫도그&amp;케첩,열량 : 217.65 kcal,핫도그,80g
빵류,핫도그&amp;케첩,열량 : 217.65 kcal,토마토케첩,3g
빵류,크림치즈베이글,열량 : 476.75 kcal,베이글(플레인),150g
빵류,크림치즈베이글,열량 : 476.75 kcal,치즈(크림치즈),25g
빵류,크림치즈베이글,열량 : 476.75 kcal,발효유(액상요구르트),15g
빵류,소보로빵,열량 : 415 kcal,소보루빵,100g
빵류,패스츄리,열량 : 319.9 kcal,페이스트리(시나몬패스츄리),70g
튀김류,치즈볼,열량 : 230.58 kcal,치즈볼,60g
튀김류,치즈볼,열량 : 230.58 kcal,혼합식용유,3g
국류,두부달걀찜,열량 : 70.02 kcal,두부(순두부),80g
국류,두부달걀찜,열량 : 70.02 kcal,달걀,20g
국류,두부달걀찜,열량 : 70.02 kcal,무(조선무),10g
국류,두부달걀찜,열량 : 70.02 kcal,소금(고운소금),8g
국류,두부달걀찜,열량 : 70.02 kcal,파(쪽파),5g
국류,두부달걀찜,열량 : 70.02 kcal,다시마,1g
국류,두부달걀찜,열량 : 70.02 kcal,"멸치(큰멸치, 대멸)",1g
국류,두부달걀찜,열량 : 70.02 kcal,양파,1g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,두부,100g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,멥쌀(구분도미),60g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,새우살,10g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,양파,10g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,두반장소스,5g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,"돼지고기(뒷다리, 후지)",5g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,당근,5g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,굴소스,2g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,고추씨기름,2g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,파(쪽파),2g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,마늘,2g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,콩기름(대두유),1g
밥류,새우살마파두부덮밥,열량 : 374.68 kcal,전분(옥수수전분),1g
면류,칡냉면(물),열량 : 507.75 kcal,육수(냉면육수),100g
면류,칡냉면(물),열량 : 507.75 kcal,냉면(함흥냉면),80g
면류,칡냉면(물),열량 : 507.75 kcal,깐달걀,30g
면류,칡냉면(물),열량 : 507.75 kcal,배,5g
무침류,해초무우초무침,열량 : 17.18 kcal,꼬시래기,45g
무침류,해초무우초무침,열량 : 17.18 kcal,오이,5g
무침류,해초무우초무침,열량 : 17.18 kcal,양파,5g
무침류,해초무우초무침,열량 : 17.18 kcal,당근,2g
무침류,해초무우초무침,열량 : 17.18 kcal,식초(매실식초),1g
무침류,해초무우초무침,열량 : 17.18 kcal,설탕(백설탕),1g
무침류,해초무우초무침,열량 : 17.18 kcal,깨(참깨),0.5g
볶음류,마늘종볶음,열량 : 47.22 kcal,마늘종,30g
볶음류,마늘종볶음,열량 : 47.22 kcal,간장(양조간장),2g
볶음류,마늘종볶음,열량 : 47.22 kcal,설탕(백설탕),2g
볶음류,마늘종볶음,열량 : 47.22 kcal,콩기름(대두유),1g
볶음류,마늘종볶음,열량 : 47.22 kcal,참기름,1g
볶음류,마늘종볶음,열량 : 47.22 kcal,마늘,1g
볶음류,마늘종볶음,열량 : 47.22 kcal,깨소금,0.3g
볶음류,마늘종볶음,열량 : 47.22 kcal,소금(천일염),0.03g
무침류,마늘종지무침(완),열량 : 25.51 kcal,장아찌(마늘종장아찌),20g
무침류,마늘종지무침(완),열량 : 25.51 kcal,깨소금,0.3g
무침류,마늘종무침,열량 : 45.14 kcal,마늘종,30g
무침류,마늘종무침,열량 : 45.14 kcal,고추장,7g
무침류,마늘종무침,열량 : 45.14 kcal,참기름,1g
무침류,마늘종무침,열량 : 45.14 kcal,설탕(백설탕),1g
무침류,마늘종무침,열량 : 45.14 kcal,고춧가루,0.5g
무침류,마늘종무침,열량 : 45.14 kcal,깨소금,0.5g
무침류,마늘종무침,열량 : 45.14 kcal,소금(맛소금),0.1g
튀김류,미니후렌치후라이&amp;케찹,열량 : 112.95 kcal,튀김(감자튀김(후렌치후라이)),30g
튀김류,미니후렌치후라이&amp;케찹,열량 : 112.95 kcal,토마토케첩,5g
튀김류,미니후렌치후라이&amp;케찹,열량 : 112.95 kcal,콩기름(대두유),2g
밥류,수수현미밥(멥쌀100g),열량 : 395.02 kcal,멥쌀(백미),100g
밥류,수수현미밥(멥쌀100g),열량 : 395.02 kcal,찹쌀(현미),5g
밥류,수수현미밥(멥쌀100g),열량 : 395.02 kcal,수수,3g
밥류,현미찹쌀밥(멥쌀100g),열량 : 401.95 kcal,멥쌀(백미),100g
밥류,현미찹쌀밥(멥쌀100g),열량 : 401.95 kcal,찹쌀(현미),5g
밥류,현미찹쌀밥(멥쌀100g),열량 : 401.95 kcal,찹쌀(백미),5g
밥류,기장보리밥(멥쌀100g),열량 : 393.85 kcal,멥쌀(백미),100g
밥류,기장보리밥(멥쌀100g),열량 : 393.85 kcal,보리,5g
밥류,기장보리밥(멥쌀100g),열량 : 393.85 kcal,기장,3g
밥류,강황밥(멥쌀110g),열량 : 438.91 kcal,멥쌀(백미),110g
밥류,강황밥(멥쌀110g),열량 : 438.91 kcal,찹쌀(백미),10g
밥류,강황밥(멥쌀110g),열량 : 438.91 kcal,강황,0.01g
밥류,서리태밥(멥쌀100g),열량 : 414.69 kcal,멥쌀(백미),100g
밥류,서리태밥(멥쌀100g),열량 : 414.69 kcal,찹쌀(백미),10g
밥류,서리태밥(멥쌀100g),열량 : 414.69 kcal,서리태(속청),3g
밥류,보리밥(멥쌀100g),열량 : 400.1 kcal,멥쌀(백미),100g
밥류,보리밥(멥쌀100g),열량 : 400.1 kcal,보리,10g
밥류,옥수수밥(멥쌀100g),열량 : 389.6 kcal,멥쌀(백미),100g
밥류,옥수수밥(멥쌀100g),열량 : 389.6 kcal,옥수수,20g
밥류,녹두밥(멥쌀90g),열량 : 364.6 kcal,멥쌀(백미),90g
밥류,녹두밥(멥쌀90g),열량 : 364.6 kcal,녹두,10g
밥류,녹두밥(멥쌀80g찹쌀10g),열량 : 364.3 kcal,멥쌀(백미),80g
밥류,녹두밥(멥쌀80g찹쌀10g),열량 : 364.3 kcal,녹두,10g
밥류,녹두밥(멥쌀80g찹쌀10g),열량 : 364.3 kcal,찹쌀(백미),10g
구이류,닭꼬치,열량 : 207.45 kcal,닭꼬치(가슴살),40g
구이류,닭꼬치,열량 : 207.45 kcal,떡꼬치떡,40g
구이류,닭꼬치,열량 : 207.45 kcal,숯불바비큐소스,15g
보조식,자두,열량 : 13 kcal,자두,50g
빵류,꽈배기,열량 : 210.6 kcal,꽈배기(찹쌀꽈배기),50g
빵류,꽈배기,열량 : 210.6 kcal,콩기름(대두유),5g
빵류,꽈배기,열량 : 210.6 kcal,설탕(백설탕),5g
빵류,꽈배기(완),열량 : 145.5 kcal,꽈배기(찹쌀꽈배기),50g
빵류,핫도그(완),열량 : 133.5 kcal,핫도그(감자핫도그),50g
밥류,동부콩밥(멥쌀100g),열량 : 400.75 kcal,멥쌀(백미),100g
밥류,동부콩밥(멥쌀100g),열량 : 400.75 kcal,동부,10g
밥류,동부콩밥(멥쌀100g),열량 : 400.75 kcal,찹쌀(백미),5g
밥류,흑미현미밥(100g),열량 : 384.27 kcal,멥쌀(백미),100g
밥류,흑미현미밥(100g),열량 : 384.27 kcal,멥쌀(발아현미),3g
밥류,흑미현미밥(100g),열량 : 384.27 kcal,멥쌀(흑미),2g
밥류,옥수수기장밥(멥쌀100g),열량 : 388.6 kcal,멥쌀(백미),100g
밥류,옥수수기장밥(멥쌀100g),열량 : 388.6 kcal,옥수수,10g
밥류,옥수수기장밥(멥쌀100g),열량 : 388.6 kcal,기장,3g
밥류,기장밥(멥쌀70g),열량 : 267 kcal,멥쌀(백미),70g
밥류,기장밥(멥쌀70g),열량 : 267 kcal,기장,3g
밥류,기장밥(멥쌀65g),열량 : 248.7 kcal,멥쌀(백미),65g
밥류,기장밥(멥쌀65g),열량 : 248.7 kcal,기장,3g
밥류,차조밥(멥쌀65g),열량 : 249 kcal,멥쌀(백미),65g
밥류,차조밥(멥쌀65g),열량 : 249 kcal,차조,3g
무침류,곤약채오이샐러드,열량 : 90.44 kcal,곤약국수,60g
무침류,곤약채오이샐러드,열량 : 90.44 kcal,마요네즈,12g
무침류,곤약채오이샐러드,열량 : 90.44 kcal,오이,10g
무침류,곤약채오이샐러드,열량 : 90.44 kcal,양파,5g
무침류,곤약채오이샐러드,열량 : 90.44 kcal,당근,5g
밥류,귀리현미밥(멥쌀85g),열량 : 340.36 kcal,멥쌀(백미),85g
밥류,귀리현미밥(멥쌀85g),열량 : 340.36 kcal,찹쌀(현미),5g
밥류,귀리현미밥(멥쌀85g),열량 : 340.36 kcal,귀리,3g
밥류,귀리현미밥(멥쌀80g),열량 : 322.06 kcal,멥쌀(백미),80g
밥류,귀리현미밥(멥쌀80g),열량 : 322.06 kcal,찹쌀(현미),5g
밥류,귀리현미밥(멥쌀80g),열량 : 322.06 kcal,귀리,3g
밥류,늘보리밥(멥쌀100g),열량 : 400.6 kcal,멥쌀(백미),100g
밥류,늘보리밥(멥쌀100g),열량 : 400.6 kcal,보리(늘보리),10g
밥류,옥수수차조밥(멥쌀90g),열량 : 352.3 kcal,멥쌀(백미),90g
밥류,옥수수차조밥(멥쌀90g),열량 : 352.3 kcal,옥수수,10g
밥류,옥수수차조밥(멥쌀90g),열량 : 352.3 kcal,차조,3g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,시금치,60g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,두부,20g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,깨(들깨),3g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,들기름,1g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,마늘,1g
무침류,시금치두부들깨가루무침,열량 : 63.18 kcal,소금(굵은소금),0.5g
밥류,귀리차조밥(멥쌀100g),열량 : 388.56 kcal,멥쌀(백미),100g
밥류,귀리차조밥(멥쌀100g),열량 : 388.56 kcal,차조,3g
밥류,귀리차조밥(멥쌀100g),열량 : 388.56 kcal,귀리,3g
면류,초계국수,열량 : 293.18 kcal,육수(냉면육수),100g
면류,초계국수,열량 : 293.18 kcal,닭고기(가슴),90g
면류,초계국수,열량 : 293.18 kcal,달걀지단,5g
면류,초계국수,열량 : 293.18 kcal,오이(가시오이),5g
면류,초계국수,열량 : 293.18 kcal,파프리카(적색파프리카),5g
면류,초계국수,열량 : 293.18 kcal,파프리카(녹색파프리카),3g
면류,초계국수,열량 : 293.18 kcal,파프리카(노랑파프리카),3g
면류,초계국수,열량 : 293.18 kcal,겨자소스,2g
면류,초계국수,열량 : 293.18 kcal,소금(꽃소금),1g
면류,초계국수,열량 : 293.18 kcal,설탕(백설탕),1g
기타,바나나(생과일),열량 : 61.6 kcal,바나나,80g
밥류,차조기장밥(멥쌀100g),열량 : 387.9 kcal,멥쌀(백미),100g
밥류,차조기장밥(멥쌀100g),열량 : 387.9 kcal,차조,3g
밥류,차조기장밥(멥쌀100g),열량 : 387.9 kcal,기장,3g
구이류,떡꼬치,열량 : 106.65 kcal,떡꼬치떡,40g
구이류,떡꼬치,열량 : 106.65 kcal,숯불바비큐소스,15g
밥류,녹두밥(백미110g),열량 : 437.8 kcal,멥쌀(백미),110g
밥류,녹두밥(백미110g),열량 : 437.8 kcal,녹두,10g
밥류,녹두밥(백미100g),열량 : 401.2 kcal,멥쌀(백미),100g
밥류,녹두밥(백미100g),열량 : 401.2 kcal,녹두,10g
밥류,녹두밥(백미105g),열량 : 419.5 kcal,멥쌀(백미),105g
밥류,녹두밥(백미105g),열량 : 419.5 kcal,녹두,10g
밥류,보리밥(멥쌀60g),열량 : 254.2 kcal,멥쌀(백미),60g
밥류,보리밥(멥쌀60g),열량 : 254.2 kcal,보리(찰보리),10g
찜류,오징어군만두,열량 : 197.32 kcal,군만두(오징어군만두),70g
찜류,오징어군만두,열량 : 197.32 kcal,식초(양조식초),5g
찜류,오징어군만두,열량 : 197.32 kcal,간장,5g
찜류,오징어군만두,열량 : 197.32 kcal,고춧가루,0.1g
조림류,미트볼떡조림,열량 : 201.51 kcal,미트볼(닭고기미트볼),50g
조림류,미트볼떡조림,열량 : 201.51 kcal,떡(흰가래떡),30g
조림류,미트볼떡조림,열량 : 201.51 kcal,양파,10g
조림류,미트볼떡조림,열량 : 201.51 kcal,피망(홍피망),5g
조림류,미트볼떡조림,열량 : 201.51 kcal,피망(청피망),5g
조림류,미트볼떡조림,열량 : 201.51 kcal,당근,5g
조림류,미트볼떡조림,열량 : 201.51 kcal,굴소스,2g
조림류,미트볼떡조림,열량 : 201.51 kcal,간장(양조간장),2g
조림류,미트볼떡조림,열량 : 201.51 kcal,콩기름(대두유),2g
조림류,미트볼떡조림,열량 : 201.51 kcal,물엿(쌀물엿),2g
찜류,옥수수(찜),열량 : 70.5 kcal,옥수수(찰옥수수),50g
밥류,밤밥,열량 : 324.85 kcal,멥쌀(백미),70g
밥류,밤밥,열량 : 324.85 kcal,밤,20g
밥류,밤밥,열량 : 324.85 kcal,은행,10g
밥류,밤밥,열량 : 324.85 kcal,찹쌀(백미),5g
빵류,토스트,열량 : 69.75 kcal,식빵(토스트식빵),25g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,한우(등심),110g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,떡볶이떡,30g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,양배추,20g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,느타리버섯,15g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,양파,15g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,표고버섯,10g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,팽이버섯,10g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,당근,10g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,간장(양조간장),8g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,설탕(백설탕),3g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,맛술,1g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,파(대파),1g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,참기름,0.5g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,마늘,0.5g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,후추,0.2g
볶음류,소고기야채떡볶음,열량 : 457.8 kcal,깨(참깨),0.2g
빵류,치킨브리또,열량 : 241.77 kcal,치킨텐더,60g
빵류,치킨브리또,열량 : 241.77 kcal,"또띠아(우리밀, 6인치)",15g
빵류,치킨브리또,열량 : 241.77 kcal,드레싱(허니머스터드드레싱),10g
빵류,치킨브리또,열량 : 241.77 kcal,양상추,10g
빵류,치킨브리또,열량 : 241.77 kcal,파프리카(적색파프리카),5g
빵류,치킨브리또,열량 : 241.77 kcal,파프리카(녹색파프리카),5g
빵류,치킨브리또,열량 : 241.77 kcal,파프리카(노랑파프리카),5g
빵류,치킨브리또,열량 : 241.77 kcal,치커리,2g
밥류,옥수수밥(소),열량 : 200.7 kcal,멥쌀(백미),50g
밥류,옥수수밥(소),열량 : 200.7 kcal,옥수수,15g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,돼지고기(등심),110g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,치즈(모짜렐라치즈(스틱형-단)),20g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,빵가루,20g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,달걀(전란),20g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,밀가루(중력분),10g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,콩기름(대두유),5g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,소금(고운소금),0.2g
튀김류,치즈등심돈까스,열량 : 404.02 kcal,후추(검은색),0.1g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,게(꽃게),60g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,감자,50g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,닭고기(성계),40g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,양파,15g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,고추장(전통고추장),12g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,당근,10g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,간장,4g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,설탕(백설탕),2g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,마늘,2g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,고춧가루,1g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,물엿,1g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,파(대파),1g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,참기름,0.5g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,소금(천일염),0.3g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,깨소금,0.3g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,생강,0.2g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,후추(검은색),0.03g
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal,건고추,0.03g
국류,감자된장찌개,열량 : 33.57 kcal,호박(애호박),20g
국류,감자된장찌개,열량 : 33.57 kcal,두부,10g
국류,감자된장찌개,열량 : 33.57 kcal,감자,10g
국류,감자된장찌개,열량 : 33.57 kcal,양파,10g
국류,감자된장찌개,열량 : 33.57 kcal,당근,10g
국류,감자된장찌개,열량 : 33.57 kcal,다시마,1g
국류,감자된장찌개,열량 : 33.57 kcal,"멸치(큰멸치, 대멸)",1g
국류,감자된장찌개,열량 : 33.57 kcal,파(대파),1g
국류,감자된장찌개,열량 : 33.57 kcal,고추(풋고추(청고추)),1g
국류,감자된장찌개,열량 : 33.57 kcal,고추(붉은고추(홍고추)),1g
국류,감자된장찌개,열량 : 33.57 kcal,마늘,1g
조림류,햄데리야끼조림,열량 : 148.16 kcal,어육햄,80g
조림류,햄데리야끼조림,열량 : 148.16 kcal,당근,10g
조림류,햄데리야끼조림,열량 : 148.16 kcal,양파,5g
조림류,햄데리야끼조림,열량 : 148.16 kcal,데리야끼소스,3g
조림류,햄데리야끼조림,열량 : 148.16 kcal,파(대파),2g
조림류,햄데리야끼조림,열량 : 148.16 kcal,마늘,1g
구이류,옥수수치즈구이,열량 : 99.3 kcal,옥수수통조림,30g
구이류,옥수수치즈구이,열량 : 99.3 kcal,치즈(모짜렐라치즈(스틱형-단)),10g
구이류,옥수수치즈구이,열량 : 99.3 kcal,마요네즈,5g
구이류,옥수수치즈구이,열량 : 99.3 kcal,파프리카(적색파프리카),5g
구이류,옥수수치즈구이,열량 : 99.3 kcal,파프리카(녹색파프리카),5g
구이류,옥수수치즈구이,열량 : 99.3 kcal,설탕(흑설탕),0.5g
구이류,옥수수구이,열량 : 99.3 kcal,옥수수통조림,30g
구이류,옥수수구이,열량 : 99.3 kcal,치즈(모짜렐라치즈(스틱형-단)),10g
구이류,옥수수구이,열량 : 99.3 kcal,마요네즈,5g
구이류,옥수수구이,열량 : 99.3 kcal,파프리카(적색파프리카),5g
구이류,옥수수구이,열량 : 99.3 kcal,파프리카(녹색파프리카),5g
구이류,옥수수구이,열량 : 99.3 kcal,설탕(흑설탕),0.5g
무침류,매콤도라지무침,열량 : 42.11 kcal,도라지,30g
무침류,매콤도라지무침,열량 : 42.11 kcal,오이,20g
무침류,매콤도라지무침,열량 : 42.11 kcal,식초,3g
무침류,매콤도라지무침,열량 : 42.11 kcal,고추장,3g
무침류,매콤도라지무침,열량 : 42.11 kcal,설탕(백설탕),3g
무침류,매콤도라지무침,열량 : 42.11 kcal,소금(고운소금),1g
무침류,매콤도라지무침,열량 : 42.11 kcal,고춧가루,1g
무침류,매콤도라지무침,열량 : 42.11 kcal,파(대파),1g
무침류,매콤도라지무침,열량 : 42.11 kcal,마늘,1g
튀김류,불고기치즈버거,열량 : 547.04 kcal,햄버거빵,80g
튀김류,불고기치즈버거,열량 : 547.04 kcal,떡갈비(수제떡갈비),50g
튀김류,불고기치즈버거,열량 : 547.04 kcal,토마토,15g
튀김류,불고기치즈버거,열량 : 547.04 kcal,양상추,7g
튀김류,불고기치즈버거,열량 : 547.04 kcal,치즈(노란체다치즈),5g
튀김류,불고기치즈버거,열량 : 547.04 kcal,데리야끼소스,4g
튀김류,불고기치즈버거,열량 : 547.04 kcal,피클(오이피클),3g
튀김류,불고기치즈버거,열량 : 547.04 kcal,양파,3g
튀김류,불고기치즈버거,열량 : 547.04 kcal,마요네즈,1g
튀김류,불고기치즈버거,열량 : 547.04 kcal,설탕(황설탕),1g
밥류,강황밥(멥쌀100g),열량 : 402.31 kcal,멥쌀(백미),100g
밥류,강황밥(멥쌀100g),열량 : 402.31 kcal,찹쌀(백미),10g
밥류,강황밥(멥쌀100g),열량 : 402.31 kcal,강황,0.01g
국류,브로콜리양파스프,열량 : 140.69 kcal,수프(양파수프),25g
국류,브로콜리양파스프,열량 : 140.69 kcal,브로콜리,15g
국류,브로콜리양파스프,열량 : 140.69 kcal,양파,8g
국류,브로콜리양파스프,열량 : 140.69 kcal,크림(휘핑크림),5g
국류,브로콜리양파스프,열량 : 140.69 kcal,우유,5g
국류,브로콜리양파스프,열량 : 140.69 kcal,버터,5g
국류,브로콜리양파스프,열량 : 140.69 kcal,마늘,1g
국류,브로콜리양파스프,열량 : 140.69 kcal,후추,0.01g
국류,브로콜리양파스프,열량 : 140.69 kcal,파슬리,0.01g
빵류,시나몬페이스트리,열량 : 319.9 kcal,페이스트리(시나몬패스츄리),70g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,"돼지고기(앞다리, 전지)",70g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,양파,7g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,토마토페이스트,6g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,양송이버섯,5g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,피망(홍피망),3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,피망(청피망),3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,파프리카(노랑파프리카),3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,셀러리,3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,토마토케첩,2g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,올리브유,2g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,밀가루,2g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,꿀,1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,청주,1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,우스터소스,1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,생강,1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,마늘,1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,핫소스,0.7g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,설탕(황설탕),0.6g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,고추장,0.4g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,소금(꽃소금),0.3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,간장(양조간장),0.3g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,생강,0.1g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,후추(검은색),0.03g
볶음류,돼지고기폭찹,열량 : 163.75 kcal,월계수잎,0.03g
국류,단호박스프,열량 : 72.05 kcal,호박(단호박),90g
국류,단호박스프,열량 : 72.05 kcal,수프(단호박수프),20g
국류,단호박스프,열량 : 72.05 kcal,양파,10g
국류,단호박스프,열량 : 72.05 kcal,우유,5g
기타,푸실리감자샐러드,열량 : 119.44 kcal,감자,65g
기타,푸실리감자샐러드,열량 : 119.44 kcal,파스타(삼색푸실리),15g
기타,푸실리감자샐러드,열량 : 119.44 kcal,오이,10g
기타,푸실리감자샐러드,열량 : 119.44 kcal,옥수수통조림,5g
기타,푸실리감자샐러드,열량 : 119.44 kcal,토마토케첩,5g
기타,푸실리감자샐러드,열량 : 119.44 kcal,당근,5g
기타,푸실리감자샐러드,열량 : 119.44 kcal,설탕(백설탕),1g
기타,푸실리감자샐러드,열량 : 119.44 kcal,후추(흰색),0.02g
찜류,아귀콩나물찜,열량 : 108.47 kcal,아귀살,70g
찜류,아귀콩나물찜,열량 : 108.47 kcal,콩나물,50g
찜류,아귀콩나물찜,열량 : 108.47 kcal,미나리,10g
찜류,아귀콩나물찜,열량 : 108.47 kcal,간장(양조간장),5g
찜류,아귀콩나물찜,열량 : 108.47 kcal,미더덕,5g
찜류,아귀콩나물찜,열량 : 108.47 kcal,파(대파),5g
