레시피구분,레시피명,열량,식재료명,식재료양
무침류,과일요거트샐러드,열량 : 50.55 kcal,딸기,15g
무침류,과일요거트샐러드,열량 : 50.55 kcal,감귤(조생),15g
국류,송이버섯미역국,열량 : 15.18 kcal,송이버섯,20g
국류,송이버섯미역국,열량 : 15.18 kcal,미역,2g
국류,송이버섯미역국,열량 : 15.18 kcal,"멸치(큰멸치, 대멸)",1g
국류,송이버섯미역국,열량 : 15.18 kcal,다시마,0.5g
국류,송이버섯미역국,열량 : 15.18 kcal,마늘,0.5g
국류,송이버섯미역국,열량 : 15.18 kcal,참기름,0.4g
국류,송이버섯미역국,열량 : 15.18 kcal,간장(재래간장),0.3g
국류,북어미역국,열량 : 24.12 kcal,북어채,4g
국류,북어미역국,열량 : 24.12 kcal,미역,2g
국류,북어미역국,열량 : 24.12 kcal,"멸치(큰멸치, 대멸)",1g
국류,북어미역국,열량 : 24.12 kcal,다시마,0.5g
국류,북어미역국,열량 : 24.12 kcal,참기름,0.4g
국류,북어미역국,열량 : 24.12 kcal,간장(재래간장),0.2g
국류,북어미역국,열량 : 24.12 kcal,마늘,0.2g
무침류,시래기된장무침,열량 : 13.36 kcal,무시래기,35g
무침류,시래기된장무침,열량 : 13.36 kcal,된장,1.8g
무침류,시래기된장무침,열량 : 13.36 kcal,참기름,0.2g
국류,배추맑은국,열량 : 15.03 kcal,"배추(얼갈이, 단배추)",30g
국류,배추맑은국,열량 : 15.03 kcal,간장(양조간장),4.5g
국류,배추맑은국,열량 : 15.03 kcal,"멸치(큰멸치, 대멸)",1.5g
국류,배추맑은국,열량 : 15.03 kcal,다시마,0.7g
국류,배추맑은국,열량 : 15.03 kcal,마늘,0.7g
조림류,소고기감자조림,열량 : 88.35 kcal,한우(안심),30g
조림류,소고기감자조림,열량 : 88.35 kcal,감자,20g
조림류,소고기감자조림,열량 : 88.35 kcal,양파,10g
조림류,소고기감자조림,열량 : 88.35 kcal,간장,5g
조림류,소고기감자조림,열량 : 88.35 kcal,당근,5g
조림류,소고기감자조림,열량 : 88.35 kcal,물엿,1g
조림류,소고기감자조림,열량 : 88.35 kcal,마늘,0.5g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,오이,30g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,식초(사과식초),3g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,설탕(백설탕),2g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,마늘,0.7g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,소금(고운소금),0.3g
무침류,새콤달콤오이무침,열량 : 14.84 kcal,깨(참깨),0.3g
밥류,영양밥,열량 : 203.72 kcal,찹쌀(백미),30g
밥류,영양밥,열량 : 203.72 kcal,멥쌀(백미),20g
밥류,영양밥,열량 : 203.72 kcal,밤통조림,8g
밥류,영양밥,열량 : 203.72 kcal,표고버섯,7g
밥류,영양밥,열량 : 203.72 kcal,인삼(수삼),2g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,"멸치(작은멸치, 지리)",7g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,크랜베리,2g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,콩기름(대두유),1g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,설탕(황설탕),0.1g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,물엿(쌀물엿),0.1g
볶음류,크랜베리멸치볶음,열량 : 27.24 kcal,깨소금,0.1g
튀김류,과일탕수육,열량 : 164.53 kcal,돼지고기(등심),50g
튀김류,과일탕수육,열량 : 164.53 kcal,전분(감자전분),10g
튀김류,과일탕수육,열량 : 164.53 kcal,후르츠칵테일통조림,5g
튀김류,과일탕수육,열량 : 164.53 kcal,파인애플통조림,5g
튀김류,과일탕수육,열량 : 164.53 kcal,면실유,5g
튀김류,과일탕수육,열량 : 164.53 kcal,오이,5g
튀김류,과일탕수육,열량 : 164.53 kcal,양파,5g
튀김류,과일탕수육,열량 : 164.53 kcal,깐달걀,3g
튀김류,과일탕수육,열량 : 164.53 kcal,소금(고운소금),1g
튀김류,과일탕수육,열량 : 164.53 kcal,후추,0.5g
무침류,상추유자무침,열량 : 21.02 kcal,상추(적상추),20g
무침류,상추유자무침,열량 : 21.02 kcal,유자청,7g
국류,맑은애호박국,열량 : 12.7 kcal,호박(애호박),15g
국류,맑은애호박국,열량 : 12.7 kcal,양파,10g
국류,맑은애호박국,열량 : 12.7 kcal,당근,5g
국류,맑은애호박국,열량 : 12.7 kcal,간장(재래간장),1.5g
국류,맑은애호박국,열량 : 12.7 kcal,"멸치(큰멸치, 대멸)",1g
국류,맑은애호박국,열량 : 12.7 kcal,파(대파),1g
국류,맑은애호박국,열량 : 12.7 kcal,다시마,0.5g
국류,맑은애호박국,열량 : 12.7 kcal,마늘,0.5g
국류,건새우맑은국,열량 : 3.96 kcal,무(조선무),7g
국류,건새우맑은국,열량 : 3.96 kcal,새우,1.5g
국류,건새우맑은국,열량 : 3.96 kcal,간장(양조간장),0.3g
국류,건새우맑은국,열량 : 3.96 kcal,다시마,0.3g
국류,건새우맑은국,열량 : 3.96 kcal,파(대파),0.3g
국류,건새우맑은국,열량 : 3.96 kcal,마늘,0.3g
국류,소고기봄동된장국,열량 : 32.17 kcal,배추(봄동),10g
국류,소고기봄동된장국,열량 : 32.17 kcal,한우(양지),7g
국류,소고기봄동된장국,열량 : 32.17 kcal,양파,6g
국류,소고기봄동된장국,열량 : 32.17 kcal,된장,3g
국류,소고기봄동된장국,열량 : 32.17 kcal,"멸치(큰멸치, 대멸)",1g
국류,소고기봄동된장국,열량 : 32.17 kcal,파(대파),0.7g
국류,소고기봄동된장국,열량 : 32.17 kcal,마늘,0.7g
국류,소고기봄동된장국,열량 : 32.17 kcal,다시마,0.5g
국류,홍합국,열량 : 20.88 kcal,무(조선무),20g
국류,홍합국,열량 : 20.88 kcal,홍합살,15g
국류,홍합국,열량 : 20.88 kcal,"멸치(큰멸치, 대멸)",1g
국류,홍합국,열량 : 20.88 kcal,마늘,0.7g
국류,홍합국,열량 : 20.88 kcal,다시마,0.5g
국류,홍합국,열량 : 20.88 kcal,파(대파),0.5g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,달걀(전란),60g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,햄(스모그햄),4g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,치즈(모짜렐라치즈(슬라이스)),2g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,당근,2g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,파(쪽파),1g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,양파,1g
찜류,햄치즈달걀찜,열량 : 96.14 kcal,소금(꽃소금),0.1g
기타,한라봉,열량 : 20 kcal,귤(한라봉),40g
국류,바지락살달래된장국,열량 : 41.16 kcal,두부,15g
국류,바지락살달래된장국,열량 : 41.16 kcal,바지락살,15g
국류,바지락살달래된장국,열량 : 41.16 kcal,달래,5g
국류,바지락살달래된장국,열량 : 41.16 kcal,양파,5g
국류,바지락살달래된장국,열량 : 41.16 kcal,된장,3g
국류,바지락살달래된장국,열량 : 41.16 kcal,고추장,1g
국류,바지락살달래된장국,열량 : 41.16 kcal,"멸치(큰멸치, 대멸)",1g
국류,바지락살달래된장국,열량 : 41.16 kcal,파(대파),1g
국류,바지락살달래된장국,열량 : 41.16 kcal,마늘,0.8g
국류,바지락살달래된장국,열량 : 41.16 kcal,다시마,0.5g
국류,돼지고기김치찌개,열량 : 35.62 kcal,김치(맛김치),20g
국류,돼지고기김치찌개,열량 : 35.62 kcal,"돼지고기(뒷다리, 후지)",15g
국류,돼지고기김치찌개,열량 : 35.62 kcal,양파,8g
국류,돼지고기김치찌개,열량 : 35.62 kcal,"멸치(큰멸치, 대멸)",1g
국류,돼지고기김치찌개,열량 : 35.62 kcal,파(대파),0.7g
국류,돼지고기김치찌개,열량 : 35.62 kcal,다시마,0.5g
국류,돼지고기김치찌개,열량 : 35.62 kcal,마늘,0.5g
국류,돼지고기김치찌개,열량 : 35.62 kcal,소금(꽃소금),0.1g
국류,돼지고기김치찌개,열량 : 35.62 kcal,간장(양조간장),0.1g
국류,돼지고기김치찌개,열량 : 35.62 kcal,콩기름(대두유),0.1g
국류,돼지고기김치찌개,열량 : 35.62 kcal,후추(검은색),0.01g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,무(조선무),30g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,콩기름(대두유),1g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,들깨가루,1g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,파(대파),0.5g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,마늘,0.5g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,소금(꽃소금),0.3g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,간장(재래간장),0.3g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,들기름,0.2g
볶음류,들깨가루무나물볶음,열량 : 24.49 kcal,깨소금,0.2g
밥류,유부초밥,열량 : 326.4 kcal,유부,40g
밥류,유부초밥,열량 : 326.4 kcal,멥쌀(백미),40g
조림류,연근조림,열량 : 48.65 kcal,연근,35g
조림류,연근조림,열량 : 48.65 kcal,간장(양조간장),3g
조림류,연근조림,열량 : 48.65 kcal,물엿(쌀물엿),3g
조림류,연근조림,열량 : 48.65 kcal,청주,1g
조림류,연근조림,열량 : 48.65 kcal,설탕(흑설탕),1g
조림류,연근조림,열량 : 48.65 kcal,마늘,0.6g
조림류,연근조림,열량 : 48.65 kcal,식초(사과식초),0.5g
조림류,연근조림,열량 : 48.65 kcal,깨소금,0.3g
조림류,연근조림,열량 : 48.65 kcal,참기름,0.2g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,달걀(전란),10g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,팽이버섯,8g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,부침가루,3g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,콩기름(대두유),1g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,당근,1g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,깻잎,0.5g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,소금(꽃소금),0.1g
부침류,팽이버섯깻잎전,열량 : 36.07 kcal,후추(검은색),0.01g
무침류,포항초무침,열량 : 14.4 kcal,포항초,25g
무침류,포항초무침,열량 : 14.4 kcal,참기름,0.4g
무침류,포항초무침,열량 : 14.4 kcal,마늘,0.4g
무침류,포항초무침,열량 : 14.4 kcal,파(대파),0.3g
무침류,포항초무침,열량 : 14.4 kcal,깨소금,0.2g
무침류,포항초무침,열량 : 14.4 kcal,소금(꽃소금),0.1g
무침류,포항초무침,열량 : 14.4 kcal,간장(양조간장),0.1g
부침류,팽이버섯전,열량 : 40.67 kcal,팽이버섯,17g
부침류,팽이버섯전,열량 : 40.67 kcal,콩기름(대두유),3g
부침류,팽이버섯전,열량 : 40.67 kcal,부침가루,2g
부침류,팽이버섯전,열량 : 40.67 kcal,달걀(전란),1g
부침류,팽이버섯전,열량 : 40.67 kcal,고추(풋고추(청고추)),0.5g
부침류,팽이버섯전,열량 : 40.67 kcal,고추(붉은고추(홍고추)),0.5g
부침류,팽이버섯전,열량 : 40.67 kcal,후추(검은색),0.1g
국류,두부양파된장국,열량 : 46.22 kcal,두부,30g
국류,두부양파된장국,열량 : 46.22 kcal,양파,8g
국류,두부양파된장국,열량 : 46.22 kcal,감자,5g
국류,두부양파된장국,열량 : 46.22 kcal,된장,4g
국류,두부양파된장국,열량 : 46.22 kcal,"멸치(큰멸치, 대멸)",1g
국류,두부양파된장국,열량 : 46.22 kcal,파(대파),0.7g
국류,두부양파된장국,열량 : 46.22 kcal,다시마,0.5g
무침류,포항초무침,열량 : 12.14 kcal,포항초,20g
무침류,포항초무침,열량 : 12.14 kcal,간장(양조간장),0.5g
무침류,포항초무침,열량 : 12.14 kcal,마늘,0.4g
무침류,포항초무침,열량 : 12.14 kcal,참기름,0.3g
무침류,포항초무침,열량 : 12.14 kcal,파(대파),0.3g
무침류,포항초무침,열량 : 12.14 kcal,깨소금,0.2g
무침류,포항초무침,열량 : 12.14 kcal,소금(꽃소금),0.1g
밥류,꼬막비빔밥,열량 : 311.69 kcal,멥쌀(백미),70g
밥류,꼬막비빔밥,열량 : 311.69 kcal,꼬막살,50g
밥류,꼬막비빔밥,열량 : 311.69 kcal,무(조선무),20g
밥류,꼬막비빔밥,열량 : 311.69 kcal,양파(적양파),10g
밥류,꼬막비빔밥,열량 : 311.69 kcal,날치알,5g
밥류,꼬막비빔밥,열량 : 311.69 kcal,깻잎,3g
밥류,꼬막비빔밥,열량 : 311.69 kcal,간장(양조간장),2g
밥류,꼬막비빔밥,열량 : 311.69 kcal,파(대파),2g
밥류,꼬막비빔밥,열량 : 311.69 kcal,고춧가루,1g
밥류,꼬막비빔밥,열량 : 311.69 kcal,참기름,0.5g
밥류,꼬막비빔밥,열량 : 311.69 kcal,마늘,0.3g
무침류,봄동된장무침,열량 : 15.69 kcal,배추(봄동),20g
무침류,봄동된장무침,열량 : 15.69 kcal,된장,2g
무침류,봄동된장무침,열량 : 15.69 kcal,참기름,0.5g
무침류,봄동된장무침,열량 : 15.69 kcal,마늘,0.5g
무침류,봄동된장무침,열량 : 15.69 kcal,파(대파),0.4g
무침류,봄동된장무침,열량 : 15.69 kcal,깨소금,0.3g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,깻잎나물(깨나물),15g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,간장(재래간장),0.4g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,참기름,0.3g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,들기름,0.3g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,파(대파),0.3g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,마늘,0.3g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,깨소금,0.2g
볶음류,깻잎나물볶음,열량 : 14.45 kcal,소금(꽃소금),0.1g
국류,소고기우거지국,열량 : 34.32 kcal,"배추(얼갈이, 단배추)",12g
국류,소고기우거지국,열량 : 34.32 kcal,한우(양지),10g
국류,소고기우거지국,열량 : 34.32 kcal,양파,4g
국류,소고기우거지국,열량 : 34.32 kcal,된장,1g
국류,소고기우거지국,열량 : 34.32 kcal,"멸치(큰멸치, 대멸)",1g
국류,소고기우거지국,열량 : 34.32 kcal,다시마,0.5g
국류,소고기우거지국,열량 : 34.32 kcal,파(대파),0.5g
국류,소고기우거지국,열량 : 34.32 kcal,간장(재래간장),0.3g
국류,소고기우거지국,열량 : 34.32 kcal,마늘,0.2g
국류,소고기우거지국,열량 : 34.32 kcal,고추장,0.1g
국류,시래기된장국,열량 : 28.56 kcal,두부,15g
국류,시래기된장국,열량 : 28.56 kcal,무시래기,15g
국류,시래기된장국,열량 : 28.56 kcal,된장,3g
국류,시래기된장국,열량 : 28.56 kcal,양파,3g
국류,시래기된장국,열량 : 28.56 kcal,"멸치(큰멸치, 대멸)",1g
국류,시래기된장국,열량 : 28.56 kcal,다시마,0.5g
국류,시래기된장국,열량 : 28.56 kcal,파(대파),0.3g
국류,시래기된장국,열량 : 28.56 kcal,마늘,0.2g
무침류,유채나물된장무침,열량 : 15.94 kcal,"유채(동초, 겨울초)",25g
무침류,유채나물된장무침,열량 : 15.94 kcal,된장,1g
무침류,유채나물된장무침,열량 : 15.94 kcal,고추장,1g
무침류,유채나물된장무침,열량 : 15.94 kcal,파(쪽파),0.8g
무침류,유채나물된장무침,열량 : 15.94 kcal,마늘,0.4g
무침류,유채나물된장무침,열량 : 15.94 kcal,참기름,0.3g
무침류,유채나물된장무침,열량 : 15.94 kcal,깨소금,0.2g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,"또띠아(우리밀, 6인치)",10g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,꿀,7g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,아몬드,4g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,설탕(흑설탕),2g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,물엿(쌀물엿),2g
구이류,또띠아아몬드칩,열량 : 99.08 kcal,콩기름(대두유),1g
국류,양송이버섯수프,열량 : 61.56 kcal,양송이버섯,15g
국류,양송이버섯수프,열량 : 61.56 kcal,분말(크림수프분말),10g
국류,양송이버섯수프,열량 : 61.56 kcal,감자,10g
국류,양송이버섯수프,열량 : 61.56 kcal,버터,1g
국류,양송이버섯수프,열량 : 61.56 kcal,마늘,0.5g
국류,양송이버섯수프,열량 : 61.56 kcal,소금(꽃소금),0.1g
국류,양송이버섯수프,열량 : 61.56 kcal,후추(검은색),0.01g
소스류,간장양념장,열량 : 7.85 kcal,간장(양조간장),1g
소스류,간장양념장,열량 : 7.85 kcal,참기름,0.5g
소스류,간장양념장,열량 : 7.85 kcal,마늘,0.3g
소스류,간장양념장,열량 : 7.85 kcal,깨소금,0.2g
소스류,간장양념장,열량 : 7.85 kcal,파(대파),0.2g
소스류,간장양념장,열량 : 7.85 kcal,고춧가루(고운고춧가루),0.1g
소스류,간장양념장,열량 : 7.85 kcal,매실농축액,0.1g
국류,팽이버섯장국,열량 : 14.07 kcal,팽이버섯,10g
국류,팽이버섯장국,열량 : 14.07 kcal,양파,7g
국류,팽이버섯장국,열량 : 14.07 kcal,된장,3g
국류,팽이버섯장국,열량 : 14.07 kcal,"멸치(큰멸치, 대멸)",1g
국류,팽이버섯장국,열량 : 14.07 kcal,다시마,0.5g
국류,팽이버섯장국,열량 : 14.07 kcal,마늘,0.4g
국류,팽이버섯장국,열량 : 14.07 kcal,파(대파),0.3g
기타,귤,열량 : 21 kcal,감귤(조생),50g
국류,맑은감자국,열량 : 15.59 kcal,감자,15g
국류,맑은감자국,열량 : 15.59 kcal,양파,4g
국류,맑은감자국,열량 : 15.59 kcal,"멸치(큰멸치, 대멸)",1g
국류,맑은감자국,열량 : 15.59 kcal,다시마,0.5g
국류,맑은감자국,열량 : 15.59 kcal,파(대파),0.5g
국류,맑은감자국,열량 : 15.59 kcal,마늘,0.5g
국류,맑은감자국,열량 : 15.59 kcal,소금(꽃소금),0.1g
국류,맑은감자국,열량 : 15.59 kcal,후추(검은색),0.01g
조림류,소고기두부조림,열량 : 83.6 kcal,두부,45g
조림류,소고기두부조림,열량 : 83.6 kcal,한우(우둔),4g
조림류,소고기두부조림,열량 : 83.6 kcal,콩기름(대두유),3g
조림류,소고기두부조림,열량 : 83.6 kcal,팽이버섯,2g
조림류,소고기두부조림,열량 : 83.6 kcal,양파,1g
조림류,소고기두부조림,열량 : 83.6 kcal,파(쪽파),0.4g
조림류,소고기두부조림,열량 : 83.6 kcal,마늘,0.4g
조림류,소고기두부조림,열량 : 83.6 kcal,설탕(황설탕),0.3g
조림류,소고기두부조림,열량 : 83.6 kcal,참기름,0.2g
조림류,소고기두부조림,열량 : 83.6 kcal,깨소금,0.2g
조림류,소고기두부조림,열량 : 83.6 kcal,고추(풋고추(청고추)),0.2g
조림류,소고기두부조림,열량 : 83.6 kcal,고추(붉은고추(홍고추)),0.2g
조림류,소고기두부조림,열량 : 83.6 kcal,소금(꽃소금),0.1g
조림류,소고기두부조림,열량 : 83.6 kcal,후추(검은색),0.01g
조림류,우엉채조림,열량 : 29.84 kcal,우엉,20g
조림류,우엉채조림,열량 : 29.84 kcal,간장(양조간장),4g
조림류,우엉채조림,열량 : 29.84 kcal,물엿(쌀물엿),1g
조림류,우엉채조림,열량 : 29.84 kcal,식초(사과식초),0.5g
조림류,우엉채조림,열량 : 29.84 kcal,참기름,0.5g
조림류,우엉채조림,열량 : 29.84 kcal,마늘,0.5g
조림류,우엉채조림,열량 : 29.84 kcal,설탕(흑설탕),0.4g
조림류,우엉채조림,열량 : 29.84 kcal,깨소금,0.3g
국류,참치김치찌개,열량 : 64.81 kcal,김치(맛김치),30g
국류,참치김치찌개,열량 : 64.81 kcal,참다랑어(참치),20g
국류,참치김치찌개,열량 : 64.81 kcal,두부,10g
국류,참치김치찌개,열량 : 64.81 kcal,양파,10g
국류,참치김치찌개,열량 : 64.81 kcal,"멸치(큰멸치, 대멸)",1g
국류,참치김치찌개,열량 : 64.81 kcal,파(대파),0.7g
국류,참치김치찌개,열량 : 64.81 kcal,다시마,0.5g
국류,참치김치찌개,열량 : 64.81 kcal,마늘,0.5g
국류,참치김치찌개,열량 : 64.81 kcal,간장(재래간장),0.3g
국류,참치김치찌개,열량 : 64.81 kcal,소금(꽃소금),0.1g
국류,참치김치찌개,열량 : 64.81 kcal,들기름,0.1g
국류,다시마무채국,열량 : 13.44 kcal,무(조선무),30g
국류,다시마무채국,열량 : 13.44 kcal,다시마,1g
국류,다시마무채국,열량 : 13.44 kcal,"멸치(큰멸치, 대멸)",1g
국류,다시마무채국,열량 : 13.44 kcal,마늘,0.8g
국류,다시마무채국,열량 : 13.44 kcal,소금(꽃소금),0.3g
국류,다시마무채국,열량 : 13.44 kcal,참기름,0.2g
국류,다시마무채국,열량 : 13.44 kcal,후추(검은색),0.1g
국류,다시마무채국,열량 : 13.44 kcal,간장(재래간장),0.1g
기타,조각배 1/8,열량 : 18.4 kcal,배(신고),40g
김치류,섞박지,열량 : 11.4 kcal,김치(섞박지),30g
국류,사골만둣국,열량 : 111.55 kcal,만두(고기만두),40g
국류,사골만둣국,열량 : 111.55 kcal,한우사골,10g
국류,사골만둣국,열량 : 111.55 kcal,소잡뼈,10g
국류,사골만둣국,열량 : 111.55 kcal,양파,7g
국류,사골만둣국,열량 : 111.55 kcal,한우(양지),5g
국류,사골만둣국,열량 : 111.55 kcal,호박(애호박),5g
국류,사골만둣국,열량 : 111.55 kcal,당근,5g
국류,사골만둣국,열량 : 111.55 kcal,"멸치(큰멸치, 대멸)",1g
국류,사골만둣국,열량 : 111.55 kcal,마늘,1g
국류,사골만둣국,열량 : 111.55 kcal,다시마,0.5g
국류,사골만둣국,열량 : 111.55 kcal,파(대파),0.5g
국류,사골만둣국,열량 : 111.55 kcal,간장(재래간장),0.2g
국류,사골만둣국,열량 : 111.55 kcal,후추(검은색),0.1g
국류,사골만둣국,열량 : 111.55 kcal,소금(꽃소금),0.1g
무침류,시금치무침,열량 : 14.91 kcal,시금치,30g
무침류,시금치무침,열량 : 14.91 kcal,마늘,0.8g
무침류,시금치무침,열량 : 14.91 kcal,소금(꽃소금),0.4g
무침류,시금치무침,열량 : 14.91 kcal,참기름,0.4g
무침류,시금치무침,열량 : 14.91 kcal,파(대파),0.4g
무침류,시금치무침,열량 : 14.91 kcal,간장(재래간장),0.2g
무침류,시금치무침,열량 : 14.91 kcal,깨소금,0.2g
밥류,율무밥,열량 : 220 kcal,멥쌀(백미),50g
밥류,율무밥,열량 : 220 kcal,찹쌀(백미),5g
밥류,율무밥,열량 : 220 kcal,율무,5g
국류,배추들깨탕,열량 : 70.95 kcal,들깨가루,10g
국류,배추들깨탕,열량 : 70.95 kcal,배추,10g
국류,배추들깨탕,열량 : 70.95 kcal,"멸치(큰멸치, 대멸)",3g
국류,배추들깨탕,열량 : 70.95 kcal,양파,3g
국류,배추들깨탕,열량 : 70.95 kcal,간장,2g
국류,배추들깨탕,열량 : 70.95 kcal,소금(고운소금),1g
국류,배추들깨탕,열량 : 70.95 kcal,다시마,1g
국류,배추들깨탕,열량 : 70.95 kcal,파(대파),1g
국류,배추들깨탕,열량 : 70.95 kcal,마늘,1g
국류,배추들깨탕,열량 : 70.95 kcal,참기름,0.2g
국류,토란국,열량 : 50.47 kcal,두부,15g
국류,토란국,열량 : 50.47 kcal,토란,12g
국류,토란국,열량 : 50.47 kcal,무(조선무),10g
국류,토란국,열량 : 50.47 kcal,한우(양지),7g
국류,토란국,열량 : 50.47 kcal,"멸치(큰멸치, 대멸)",1g
국류,토란국,열량 : 50.47 kcal,다시마,0.5g
국류,토란국,열량 : 50.47 kcal,참기름,0.4g
국류,토란국,열량 : 50.47 kcal,파(대파),0.3g
국류,토란국,열량 : 50.47 kcal,간장(재래간장),0.2g
국류,토란국,열량 : 50.47 kcal,마늘,0.2g
국류,토란국,열량 : 50.47 kcal,소금(꽃소금),0.1g
국류,토란국,열량 : 50.47 kcal,후추(검은색),0.01g
무침류,오이지무침,열량 : 9.07 kcal,장아찌(오이지),20g
무침류,오이지무침,열량 : 9.07 kcal,설탕(황설탕),0.5g
무침류,오이지무침,열량 : 9.07 kcal,파(대파),0.4g
무침류,오이지무침,열량 : 9.07 kcal,참기름,0.3g
무침류,오이지무침,열량 : 9.07 kcal,마늘,0.3g
무침류,오이지무침,열량 : 9.07 kcal,고춧가루(고운고춧가루),0.2g
무침류,오이지무침,열량 : 9.07 kcal,깨소금,0.2g
구이류,김구이,열량 : 5.22 kcal,김(구운김),3g
부침류,녹두전,열량 : 86.34 kcal,녹두,20g
부침류,녹두전,열량 : 86.34 kcal,김치(맛김치),5g
부침류,녹두전,열량 : 86.34 kcal,"돼지고기(앞다리, 전지)",3g
부침류,녹두전,열량 : 86.34 kcal,소금(고운소금),1g
부침류,녹두전,열량 : 86.34 kcal,옥수수기름(옥배유),1g
부침류,치즈옥수수전,열량 : 91.85 kcal,옥수수통조림,30g
부침류,치즈옥수수전,열량 : 91.85 kcal,치즈(모짜렐라치즈(구슬형)),10g
부침류,치즈옥수수전,열량 : 91.85 kcal,튀김가루,5g
부침류,치즈옥수수전,열량 : 91.85 kcal,옥수수기름(옥배유),2g
부침류,치즈옥수수전,열량 : 91.85 kcal,소금(고운소금),1g
국류,해물찌개,열량 : 54.11 kcal,배추(알배기),20g
국류,해물찌개,열량 : 54.11 kcal,오징어,15g
국류,해물찌개,열량 : 54.11 kcal,동태알,10g
국류,해물찌개,열량 : 54.11 kcal,새우살(홍새우),10g
국류,해물찌개,열량 : 54.11 kcal,무(조선무),10g
국류,해물찌개,열량 : 54.11 kcal,고춧가루,2g
국류,해물찌개,열량 : 54.11 kcal,고추장,2g
국류,해물찌개,열량 : 54.11 kcal,파(대파),2g
국류,해물찌개,열량 : 54.11 kcal,맛술,1g
국류,해물찌개,열량 : 54.11 kcal,간장(양조간장),1g
국류,해물찌개,열량 : 54.11 kcal,마늘,1g
기타,복숭아,열량 : 58.8 kcal,복숭아,120g
국류,사골황태떡국,열량 : 104.15 kcal,떡국떡,35g
국류,사골황태떡국,열량 : 104.15 kcal,사골엑기스,5g
국류,사골황태떡국,열량 : 104.15 kcal,황태채,3g
국류,사골황태떡국,열량 : 104.15 kcal,파(대파),2g
국류,사골황태떡국,열량 : 104.15 kcal,소금(고운소금),1g
국류,사골황태떡국,열량 : 104.15 kcal,들기름,0.5g
볶음류,곤드레나물,열량 : 32.63 kcal,곤드레(고려엉겅퀴),50g
볶음류,곤드레나물,열량 : 32.63 kcal,간장(양조간장),1g
볶음류,곤드레나물,열량 : 32.63 kcal,참기름,1g
볶음류,곤드레나물,열량 : 32.63 kcal,깨(참깨),1g
볶음류,곤드레나물,열량 : 32.63 kcal,파(대파),1g
볶음류,곤드레나물,열량 : 32.63 kcal,마늘,0.5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,양배추,20g
무침류,양배추절임샐러드,열량 : 50.94 kcal,옥수수통조림,5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,마요네즈(난황),5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,양파,5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,당근,5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,식초(사과식초),0.5g
무침류,양배추절임샐러드,열량 : 50.94 kcal,설탕(백설탕),0.5g
무침류,충무식무김치,열량 : 22.09 kcal,무(조선무),40g
무침류,충무식무김치,열량 : 22.09 kcal,식초,1g
