식재료명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
고둥류_명주매물고둥_전체_생것_포항_평균,146,17.78,5.9,3.73
고둥류_물레고둥_육_생것_포항_6월,88,17.11,0.3,3.19
고둥류_민허리돼지고둥_육_생것_부산_7월,105,16.5,2.4,3.2
고둥류_바다방석고둥_전체_생것_통영_3월,100,15.95,1.64,4.16
고둥류_반석고둥_육_생것_완도_3월,102,16.39,2.12,3.11
고둥류_보말고둥_육_삶은것_대표_평균,118,18.4,0.7,5.3
고둥류_보말고둥_육_생것_부산_6월,93,14.6,2.2,2.6
고둥류_보말고둥_육_생것_포항_3월,96,17.0,1.46,2.5
고둥류_비단고둥_육_생것_부산_5월,95,17.0,1.2,2.8
고둥류_세고리물레고둥_육_생것_포항_6월,74,14.98,0.1,2.42
고둥류_위고둥_육_생것_부산_4월,66,11.2,1.5,1.1
고둥류_입뿔고둥_전체_생것_통영_3월,132,20.44,3.02,4.17
고둥류_조각매물고둥_육_생것_부산_5월,127,17.7,3.6,4.4
고둥류_쪽고둥_육_삶은것_삼천포_3월,90,12.84,1.15,5.97
고둥류_쪽고둥_육_생것_삼천포_3월,99,14.76,0.97,6.65
고둥류_참고둥_육_삶은것_삼천포_3월,110,18.1,2.06,3.48
고둥류_참고둥_육_생것_삼천포_3월,107,17.4,2.11,3.41
고둥류_콩깍지고둥(털골뱅이)_육_생것_부산_6월,100,19.7,0.5,3.0
고둥류_털탑고둥_육_생것_부산_5월,145,20.7,3.7,5.5
고둥류_피뿔고둥_내장_생것_여수_평균,130,17.04,3.51,6.14
고둥류_피뿔고둥_육_구운것_여수_평균,138,15.88,0.14,16.87
고둥류_피뿔고둥_육_생것_부산_5월,110,17.93,0.2,7.97
고둥류_피뿔고둥_육_생것_여수_평균,102,16.28,0.24,7.59
고둥류_피뿔고둥_육_찐것_여수_평균,127,17.08,0.46,12.39
고둥류_피뿔고둥_전체_생것_여수_평균,111,17.23,1.24,6.58
고등어류_고등어_육_구운것_수입_평균,278,19.9,22.0,
고등어류_고등어_육_구운것_수입_평균,293,25.2,22.4,0.4
고등어류_고등어_육_반정도 말린것_수입_평균,336,18.7,28.5,0.2
고등어류_고등어_육_삶은것_수입_평균,281,22.6,22.6,0.3
고등어류_고등어_육_생것_대표_10월,140,21.9,4.9,0.38
고등어류_고등어_육_생것_대표_6월,159,23.57,6.36,0.0
고등어류_고등어_육_생것_대표_8월,121,23.06,2.47,0.0
고등어류_고등어_육_생것_부산_3월,139,20.3,5.7,0.0
고등어류_고등어_육_생것_부산_5월,146,22.0,5.5,0.3
고등어류_고등어_육_생것_부산_7월,175,20.6,9.4,0.0
고등어류_고등어_육_생것_부산_9월,246,18.7,17.8,0.0
고등어류_고등어_육_생것_부산_평균,183,20.2,10.4,0.0
고등어류_고등어_육_생것_제주_평균,268,20.11,19.43,0.0
고등어류_고등어_육_소금에 절여 말린것_대표_평균,171,21.3,8.3,0.6
고등어류_고등어_육_소금에 절여 저장한것_대표_평균,172,26.9,6.2,0.1
고등어류_고등어_육_소금에 절인것_대표_평균,286,18.99,16.14,6.36
고등어류_고등어_육_통조림_대표_평균,114,15.6,4.46,0.0
고등어류_고등어_육_통조림_수입_6월,207,18.3,13.7,0.3
고등어류_고등어_육_훈제_수입_평균,301,21.1,24.1,
고등어류_고등어_전체_생것_수입_10월,293,17.0,25.0,0.0
고등어류_고등어_전체_생것_수입_5월,123,18.6,5.4,0.0
고등어류_고등어_전체_생것_수입_평균,85,17.5,1.3,0.5
고등어류_고등어_전체_조린것_수입_5월,107,16.6,4.5,0.0
고등어류_고등어_전체_조린것_수입_7월,248,15.2,20.8,0.0
고등어류_고등어_전체_튀긴것_수입_5월,175,19.7,9.2,3.2
고등어류_고등어_전체_튀긴것_수입_7월,316,18.1,25.6,3.2
고등어류_고등어_전체_훈제_수입_평균,295,19.5,24.1,0.0
고등어류_망치고등어_육_생것_대표_10월,152,23.54,5.51,0.19
고리매_전체_생것_통영_3월,14,1.35,0.25,4.65
괴도라치_육_생것_포항_6월,74,17.2,0.1,0.02
군소류_군소_육_데친것_포항_평균,67,12.88,0.83,1.28
군소류_군소_육_생것_부산_2월,36,5.8,1.0,0.5
군소류_군소_육_생것_통영_3월,35,6.75,0.6,0.28
군소류_군소_육_생것_포항_3월,37,7.3,0.54,0.37
군소류_군소_육_찐것_부산_6월,87,16.02,0.83,2.79
군소류_풍선군소_육_생것_부산_2월,43,7.7,0.9,0.5
군평선이_육_생것_부산_3월,103,18.5,2.6,0.2
굴류_굴_육_생것_여수_10월,50,5.8,1.33,3.27
굴류_굴_육_생것_여수_12월,51,6.08,1.17,3.51
굴류_굴_육_생것_여수_2월,98,9.44,2.84,7.65
굴류_굴_육_생것_여수_4월,99,8.25,2.92,8.85
굴류_굴_육_생것_여수_6월,54,8.37,1.27,1.65
굴류_굴_육_생것_여수_8월,61,9.91,1.51,1.1
굴류_석굴_육_생것_대표_평균,71,8.9,1.2,3.7
"굴류_참굴_양식,육_생것_대표_평균",98,10.5,2.4,5.1
굴류_참굴_육_삶은것_대표_평균,100,9.9,3.6,7.1
굴류_참굴_육_생것_대표_평균,92,9.66,2.19,5.27
굴류_참굴_육_생것_부산_5월,73,9.2,2.6,2.3
굴류_참굴_육_생것_진해_6월,99,12.64,2.05,6.4
굴류_참굴_육_얼린것_대표_평균,108,10.0,3.6,5.1
굴류_참굴_육_젓갈_대표_평균,101,8.6,2.7,8.1
굴류_참굴_육_통조림_대표_평균,92,14.7,2.7,0.0
굴류_토굴(벗굴)_육_생것_부산_12월,82,10.2,1.8,5.3
기름종개_육_생것_부산_10월,107,17.5,3.3,0.5
기름종개류_미꾸라지_육_생것_진안_평균,144,17.08,7.44,0.35
기름종개류_미꾸라지_전체_생것_진안_평균,138,15.88,7.54,0.0
기름종개류_미꾸리_육_삶은것_대표_평균,84,17.1,1.2,
기름종개류_미꾸리_육_생것_금산_평균,146,18.44,7.24,0.0
기름종개류_미꾸리_육_생것_대전_평균,96,16.2,2.8,0.2
기름종개류_미꾸리_전체_생것_진안_평균,115,14.73,5.34,0.52
김류_김_전체_말린것_여수_평균,173,45.94,0.37,36.17
김류_김_전체_생것_여수_평균,20,5.01,0.18,4.05
김류_김밥용김_전체_말린것_대표_평균,202,38.46,2.82,46.19
김류_돌김(둥근돌김)_전체_말린것_대표_평균,168,35.5,1.7,44.6
김류_모무늬돌김_전체_말린것_해남_2월,345,36.08,0.38,46.08
김류_모무늬돌김_전체_생것_해남_2월,45,5.09,0.14,5.3
김류_참김_전체_구운것_대표_평균,193,43.3,0.9,41.7
김류_참김_전체_말린것_대표_평균,165,38.6,1.7,40.3
김류_참김_전체_생것_대표_평균,12,3.3,0.4,2.0
김류_참김_전체_조미_대표_평균,341,37.69,49.23,4.82
김류_참김_전체_조미하여 말린것_대표_평균,172,37.8,2.3,42.9
김류_초밥김_전체_말린것_대표_평균,168,32.7,0.8,40.9
까나리_육_삶아서 말린것_수입_평균,218,43.1,6.1,1.5
까나리_육_생것_진주_평균,114,16.0,4.8,0.3
까나리_육_젓갈(액젓)_대표_평균,30,7.16,0.01,0.27
까나리_육_젓갈(액젓)_수입_6월,36,7.8,0.2,0.2
꺽저기_육_생것_부산_10월,92,19.5,1.0,0.1
꼬막류_꼬막_육_구운것_여수_평균,153,21.38,3.93,6.23
꼬막류_꼬막_육_말린것_여수_평균,441,18.44,12.35,60.16
꼬막류_꼬막_육_생것_부산_5월,63,12.6,0.3,1.6
꼬막류_꼬막_육_찐것_여수_평균,169,19.29,4.57,10.86
꼬막류_꼬막_전체_생것_율촌_평균,97,12.88,2.3,5.16
꼬막류_새꼬막_육_생것_대표_6월,84,14.14,1.28,3.1
꼬막류_새꼬막_육_생것_대표_평균,82,12.29,1.11,2.87
꼬막류_새꼬막_육_생것_부산_5월,87,11.9,1.7,5.1
꼬막류_새꼬막_육_생것_완도_3월,93,10.89,2.76,5.19
꼬막류_참꼬막_육_생것_완도_3월,88,14.23,1.34,3.76
"꼬막류_피조개_양식,육_생것_대표_평균",92,11.8,2.2,3.0
꼬막류_피조개_육_구운것_여수_평균,179,24.69,4.07,8.91
꼬막류_피조개_육_말린것_여수_평균,425,55.85,9.58,24.1
꼬막류_피조개_육_생것_거제_3월,87,4.48,1.93,12.05
꼬막류_피조개_육_생것_부산_5월,66,11.6,0.6,2.7
꼬막류_피조개_육_생것_진해_3월,84,4.12,1.93,11.85
꼬막류_피조개_육_찐것_여수_평균,164,22.48,3.59,8.66
꼬막류_피조개_육_통조림_대표_평균,128,18.0,1.3,7.8
꼬막류_피조개_전체_생것_대표_평균,81,1.43,1.83,77.7
꼬막류_피조개_전체_생것_부산_6월,97,12.02,2.66,5.2
꼬막류_피조개_전체_생것_여수_평균,91,12.5,1.75,5.2
꼬시래기류_꼬시래기_줄기_생것_대표_평균,17,1.8,0.2,6.2
꼬치고기_육_구운것_남해_평균,152,30.31,2.54,0.0
꼬치고기_육_생것_부산_5월,97,20.45,0.8,0.65
꼬치고기_육_생것_여수_4월,102,20.55,1.61,0.0
꼴뚜기류_꼴뚜기_육_젓갈_대표_평균,92,16.0,2.0,0.3
꼴뚜기류_반원니꼴뚜기_전체_생것_대표_4월,92,16.63,1.91,0.84
꼴뚜기류_불똥꼴뚜기_육_삶은것_대표_평균,101,17.7,2.9,0.4
꼴뚜기류_불똥꼴뚜기_육_생것_대표_평균,101,14.4,3.0,0.6
꼴뚜기류_불똥꼴뚜기_육_조린것_대표_평균,272,27.0,6.7,22.9
꼴뚜기류_불똥꼴뚜기_육_조미훈제_대표_평균,339,43.1,7.5,21.3
꼴뚜기류_참꼴뚜기_육_삶아서 말린것_대표_평균,286,51.3,6.6,1.7
꼴뚜기류_참꼴뚜기_육_생것_부산_2월,78,13.6,1.8,1.0
꼴뚜기류_참꼴뚜기_육_젓갈_대표_평균,88,16.0,2.0,0.3
꼴뚜기류_창꼴뚜기_내장_생것_부산_9월,113,18.48,3.03,1.63
꼴뚜기류_창꼴뚜기_다리_생것_부산_6월,78,14.86,1.31,0.78
꼴뚜기류_창꼴뚜기_다리_생것_부산_평균,80,16.16,1.16,0.12
꼴뚜기류_창꼴뚜기_다리_생것_여수_4월,91,16.9,1.33,1.85
꼴뚜기류_창꼴뚜기_머리_생것_부산_평균,88,18.04,1.04,0.5
꼴뚜기류_창꼴뚜기_몸통_구운것_남해_평균,165,33.35,2.34,0.44
꼴뚜기류_창꼴뚜기_몸통_생것_부산_6월,82,16.05,0.62,2.05
꼴뚜기류_창꼴뚜기_몸통_생것_여수_4월,93,18.19,1.12,1.43
꼴뚜기류_창꼴뚜기_육_생것_대표_8월,95,19.0,1.25,0.82
꼴뚜기류_창꼴뚜기_육_생것_부산_5월,70,14.7,0.5,0.8
꼼치류_꼼치_육_생것_강릉_6월,70,16.36,0.1,0.05
꼼치류_꼼치_육_생것_대표_10월,132,13.75,0.56,0.18
꼼치류_꼼치_육_생것_대표_11월,130,13.48,0.65,0.0
꼼치류_꼼치_육_생것_대표_12월,130,13.5,0.57,0.11
꼼치류_꼼치_육_생것_대표_1월,142,15.0,0.43,0.0
꼼치류_꼼치_육_생것_대표_3월,52,8.84,1.5,0.18
꼼치류_꼼치_육_생것_대표_9월,131,13.72,0.55,0.0
꼼치류_분홍꼼치_육_생것_대표_평균,74,15.23,0.53,1.08
꼼치류_분홍꼼치_육_생것_포항_5월,74,15.2,0.5,1.1
꽁치(과메기)_육_얼려서 말린것_포항_6월,421,32.1,29.9,0.9
꽁치_육_구운것_수입_평균,312,23.3,22.8,0.2
꽁치_육_생것_강릉_6월,142,22.7,4.7,0.44
꽁치_육_소금에 절여 저장한것_대표_평균,198,20.1,9.8,0.2
꽁치_육_조미통조림_수입_6월,243,15.5,14.7,10.1
꽁치_육_통조림_대표_평균,125,13.12,6.76,0.0
날치_알_생것_대표_평균,104,10.2,2.2,8.3
날치_육_생것_부산_5월,99,22.2,0.5,0.1
날치_육_소금에 절여 저장한것_대표_평균,138,26.4,1.3,
납지리_육_생것_부산_10월,86,17.5,1.2,0.1
넙치류_넙치(광어)_껍질_생것_대표_평균,186,29.3,4.7,0.0
"넙치류_넙치(광어)_수컷,육_생것_거제_1월",117,22.44,2.42,0.0
"넙치류_넙치(광어)_수컷,육_생것_거제_2월",138,22.83,4.46,0.0
"넙치류_넙치(광어)_수컷,육_생것_거제_3월",136,22.33,4.45,0.0
"넙치류_넙치(광어)_수컷,육_생것_거제_4월",139,21.69,5.02,0.0
"넙치류_넙치(광어)_수컷,육_생것_거제_5월",138,21.75,4.79,0.28
"넙치류_넙치(광어)_수컷,육_생것_대표_10월",119,22.31,2.63,0.0
"넙치류_넙치(광어)_수컷,육_생것_대표_11월",110,23.0,1.4,0.0
"넙치류_넙치(광어)_수컷,육_생것_대표_7월",154,22.69,6.0,0.52
"넙치류_넙치(광어)_수컷,육_생것_대표_8월",144,21.98,5.35,0.17
"넙치류_넙치(광어)_수컷,육_생것_대표_9월",126,22.83,3.17,0.0
넙치류_넙치(광어)_알_생것_대표_평균,33,4.91,1.0,0.79
"넙치류_넙치(광어)_암컷,육_생것_거제_1월",133,22.97,3.86,0.0
"넙치류_넙치(광어)_암컷,육_생것_거제_2월",119,22.29,2.69,0.0
"넙치류_넙치(광어)_암컷,육_생것_거제_3월",128,22.34,3.37,0.54
"넙치류_넙치(광어)_암컷,육_생것_거제_4월",125,21.42,3.51,0.5
"넙치류_넙치(광어)_암컷,육_생것_거제_5월",112,21.08,2.4,0.0
"넙치류_넙치(광어)_암컷,육_생것_대표_10월",152,21.94,6.36,0.0
"넙치류_넙치(광어)_암컷,육_생것_대표_11월",128,21.92,3.79,0.0
"넙치류_넙치(광어)_암컷,육_생것_대표_12월",132,23.0,3.68,0.0
"넙치류_넙치(광어)_암컷,육_생것_대표_8월",142,22.92,4.76,0.0
"넙치류_넙치(광어)_암컷,육_생것_대표_9월",140,22.27,4.9,0.0
넙치류_넙치(광어)_육_구운것_통영_3월,194,35.67,4.11,1.26
넙치류_넙치(광어)_육_말린것_통영_3월,422,81.0,8.15,0.8
넙치류_넙치(광어)_육_생것_대표_12월,125,22.67,3.15,0.0
넙치류_넙치(광어)_육_생것_대표_6월,137,22.44,4.03,1.03
넙치류_넙치(광어)_육_생것_대표_평균,139,22.36,3.28,0.0
넙치류_넙치(광어)_육_생것_여수_4월,89,19.85,0.6,0.0
넙치류_넙치(광어)_육_생것_여수_6월,109,20.9,2.1,0.27
넙치류_넙치(광어)_육_찐것_통영_3월,137,25.5,3.11,0.0
넙치류_넙치(광어)_전체_말린것_수입_평균,111,22.54,1.61,0.0
넙치류_넙치(광어)_전체_말린것_수입_평균,239,18.42,17.74,0.0
넙치류_넙치(광어)_전체_생것_수입_평균,116,20.53,2.92,1.81
넙치류_넙치(광어)_전체_생것_수입_평균,186,14.37,13.84,0.0
넙치류_넙치(광어)_전체_조리예에 따라 조리한것_수입_평균,113,22.13,2.73,0.0
넙치류_킹넙치_알_생것_대표_평균,41,6.44,1.09,0.88
노래미류_노래미_육_생것_수입_5월,89,17.5,1.3,0.8
노래미류_줄노래미_육_생것_부산_4월,85,17.5,1.2,0.0
노래미류_쥐노래미_육_생것_포항_6월,119,20.98,3.0,0.52
놀래기류_놀래기_육_생것_부산_7월,107,19.2,2.8,0.0
놀래기류_사당놀래기_육_생것_부산_4월,104,20.3,1.9,0.0
놀래기류_용치놀래기_육_생것_여수_6월,85,19.26,0.2,0.44
놀래기류_황놀래기_육_생것_부산_4월,98,18.9,1.9,0.1
농어류_농어_육_구운것_대표_평균,138,23.63,2.56,0.0
농어류_농어_육_생것_대표_4월,92,19.42,1.09,0.0
농어류_농어_육_생것_여수_4월,106,20.04,2.25,0.0
농어류_농어_육_생것_충무_평균,96,18.2,1.9,0.2
농어류_벌레문치_육_생것_여수_4월,66,10.75,0.88,2.91
농어류_벌레문치_육_생것_영덕_5월,88,15.8,2.0,0.7
농어류_점농어_육_생것_여수_6월,129,18.5,5.2,0.4
누치_육_생것_부산_7월,105,17.3,3.0,0.8
눈볼대_육_생것_대표_11월,210,16.9,11.57,7.25
눈볼대_육_생것_대표_5월,216,17.57,15.09,0.0
눈볼대_육_생것_부산_5월,144,22.3,5.3,0.02
눈볼대_육_생것_여수_4월,110,18.5,3.41,0.0
눈퉁멸_육_말린것(포)_대표_평균,382,58.6,5.4,11.1
눈퉁멸_육_생것_부산_5월,138,18.5,6.2,0.44
능성어_육_생것_부산_7월,93,18.8,1.3,0.3
다랑어류_가다랑어_육_기름담금 통조림_대표_평균,205,22.31,10.6,0.0
다랑어류_가다랑어_육_기름담금 통조림_수입_6월,209,20.0,293.9,1.7
다랑어류_가다랑어_육_레토르트_수입_6월,175,12.4,9.9,7.5
다랑어류_가다랑어_육_말린것(포)_수입_6월,372,69.3,7.7,1.6
다랑어류_가다랑어_육_생것_부산_2월,127,25.9,1.8,0.3
다랑어류_가다랑어_육_추출_대표_평균,2,0.4,,0.0
다랑어류_가다랑어_전체_생것_수입_평균,97,22.0,1.01,
다랑어류_날개다랑어_육_기름담금 통조림_수입_6월,206,17.6,13.5,1.2
다랑어류_참다랑어_육_구운것_대표_평균,204,29.91,6.28,0.0
다랑어류_참다랑어_육_생것_대표_평균,196,23.99,8.09,0.0
다랑어류_참다랑어_육_생것_부산_2월,132,27.2,1.8,0.1
다랑어류_참다랑어_전체_생것_수입_평균,155,23.3,6.81,
다랑어류_황다랑어_육_구운것_수입_평균,142,32.0,1.4,0.0
다랑어류_황다랑어_육_기름담금 통조림_수입_6월,163,18.8,8.3,1.3
다랑어류_황다랑어_육_생것_부산_8월,114,23.9,1.3,0.2
다랑어류_황다랑어_육_생것_수입_평균,104,23.4,1.0,0.0
다랑어류_황다랑어_육_찐것_수입_평균,124,27.8,1.2,0.0
다랑어류_황다랑어_전체_생것_수입_평균,108,25.0,0.94,
다슬기류_곳체다슬기_육_생것_경기_11월,78,11.6,0.6,5.7
다슬기류_곳체다슬기_육_생것_대표_평균,79,11.6,0.6,4.0
다슬기류_곳체다슬기_육_생것_문경_11월,78,11.6,0.6,4.0
다슬기류_다슬기_육_생것_경기_11월,78,11.9,1.2,5.7
다슬기류_다슬기_육_생것_대표_11월,80,13.24,1.73,1.85
다슬기류_다슬기_육_생것_대표_평균,93,12.02,1.47,6.86
다슬기류_다슬기_육_생것_문경_11월,78,11.9,1.2,4.0
다슬기류_다슬기_육_생것_춘천_4월,84,12.66,1.32,4.4
다슬기류_다슬기_전체_생것_진안_평균,66,10.81,1.2,2.31
다슬기류_띠구슬다슬기_육_생것_대표_11월,117,16.9,0.6,9.8
다슬기류_염주알다슬기_육_생것_대표_11월,113,12.7,1.4,11.2
다슬기류_좀주름다슬기_육_생것_영암_11월,88,14.0,0.5,6.0
다슬기류_주름다슬기_육_생것_문경_11월,98,14.2,1.6,5.6
다슬기류_참다슬기_육_생것_대표_11월,76,12.3,0.4,4.9
다시마류_다시마_줄기_말린것_강릉_평균,110,7.4,1.1,45.2
다시마류_다시마_줄기_생것_대표_평균,12,1.1,0.2,4.2
다시마류_다시마_줄기_소금에 절여 저장한것_대표_평균,18,1.2,0.3,6.0
다시마류_다시마_줄기_추출_대표_평균,1,0.1,0.0,0.3
다시마류_다시마_줄기_튀긴것_대표_평균,253,3.6,23.0,58.8
다시마류_용다시마_전체_말린것_해남_7월,158,13.44,0.5,61.83
다시마류_용다시마_전체_생것_강릉_1월,11,1.08,0.29,3.78
다시마류_용다시마_전체_생것_해남_7월,24,2.03,0.21,9.47
다시마류_참다시마_전체_말린것_해남_7월,145,11.46,0.74,57.3
다시마류_참다시마_전체_생것_해남_7월,18,1.42,0.24,7.08
달강어_달강어_육_생것_대표_5월,91,19.73,0.83,0.0
달강어_육_생것_포항_6월,121,19.7,4.0,0.14
달고기류_달고기_알_생것_부산_5월,115,23.4,1.6,0.2
달고기류_달고기_육_생것_대표_4월,86,19.38,0.5,0.0
달고기류_달고기_육_생것_대표_5월,84,19.23,0.33,0.0
달고기류_달고기_육_생것_대표_8월,92,20.19,0.72,0.0
달고기류_달고기_육_생것_부산_5월,97,19.1,1.4,0.7
달고기류_달고기_육_생것_여수_4월,82,18.88,0.28,0.03
달고기류_민달고기_육_생것_부산_3월,95,20.3,1.0,0.1
달고기류_민달고기_육_생것_여수_4월,90,18.1,1.42,0.15
대구류_대구_간_생것_수입_평균,494,4.4,51.3,3.9
대구류_대구_간_조린것_수입_평균,100,21.8,1.5,0.0
대구류_대구_내장_생것_대표_평균,94,15.0,2.3,0.1
대구류_대구_머리_말린것_수입_평균,255,59.4,2.0,0.0
"대구류_대구_수컷,육_생것_대표_평균",90,18.2,0.43,0.0
"대구류_대구_수컷,육_생것_부산_1월",83,18.2,0.4,0.4
대구류_대구_알_삶은것_수입_평균,142,31.0,2.0,0.0
대구류_대구_알_생것_대표_평균,115,23.4,1.6,0.2
대구류_대구_알_생것_수입_평균,114,25.0,0.94,1.6
"대구류_대구_암컷,육_생것_대표_평균",75,15.42,0.32,0.0
"대구류_대구_암컷,육_생것_부산_1월",69,15.4,0.3,0.3
대구류_대구_육_구운것_대표_평균,114,25.2,0.2,0.2
대구류_대구_육_구운것_수입_평균,98,21.4,1.2,0.0
대구류_대구_육_데친것_수입_평균,95,20.9,1.1,0.0
대구류_대구_육_말린것(포)_대표_평균,312,65.4,3.0,1.8
대구류_대구_육_삶은것_수입_평균,97,75.9,0.7,0.0
대구류_대구_육_생것_대표_1월,77,17.15,0.45,0.0
대구류_대구_육_생것_대표_8월,83,18.4,0.54,0.0
대구류_대구_육_생것_부산_5월,86,19.5,0.3,0.3
대구류_대구_육_생것_수입_평균,75,175.0,6.0,0.0
대구류_대구_육_생것_포항_12월,83,18.31,0.65,0.0
대구류_대구_육_생것_포항_3월,92,20.24,0.7,0.0
대구류_대구_육_생것_포항_4월,92,19.99,0.83,0.0
대구류_대구_육_생것_포항_5월,90,20.38,0.46,0.0
대구류_대구_육_생것_포항_6월,89,20.02,0.52,0.0
대구류_대구_육_생것_포항_8월,92,20.25,0.71,0.0
대구류_대구_육_소금에 절여 반정도 말린것_대표_평균,223,45.1,1.1,0.0
대구류_대구_육_소금에 절여 저장한것_대표_평균,101,20.0,0.7,0.1
대구류_대구_육_젓갈_대표_평균,69,14.7,0.4,0.0
대구류_대구_육_조미하여 말린것_수입_6월,305,54.2,2.1,14.6
대구류_대구_육_찐것_수입_평균,84,18.6,0.9,0.0
대구류_대구_육_튀긴것(밀가루옷)_수입_평균,153,21.9,5.9,3.1
"대구류_대구_육_튀긴것(튀김옷, 수분많은 반죽)_수입_평균",210,15.9,10.5,12.3
대구류_대구_육_튀긴것_대표_평균,118,13.7,0.8,11.1
대구류_대구_육_튀긴것_수입_평균,118,215.0,33.0,6.0
대구류_대구_적색육_생것_수입_평균,74,16.9,0.64,0.03
대구류_빨간대구_육_생것_대표_평균,108,12.6,4.3,0.7
대구류_은대구_육_생것_대표_평균,144,13.1,7.9,0.0
대두어(흑연)_육_생것_창원_8월,96,17.5,2.1,0.5
대멸_육_데쳐서 말린것_대표_평균,303,47.4,9.8,2.5
대멸_육_말린것_수입_6월,333,50.9,12.2,0.7
대수리_육_생것_부산_7월,112,18.8,2.6,1.9
대합류_대합_육_구운것_여수_평균,148,21.9,2.3,8.31
대합류_대합_육_찐것_여수_평균,152,22.88,3.03,6.66
대합류_대합_전체_생것_여수_평균,103,13.38,1.35,8.12
대합류_북방대합_육_생것_부산_9월,62,12.0,0.8,1.0
대황_대황_줄기_말린것_대표_평균,145,7.3,0.2,64.5
대황_전체_생것_포항_3월,23,2.52,0.58,7.46
덕대_알_생것_대표_5월,250,24.05,13.92,4.2
덕대_육_구운것_남해_평균,173,25.6,6.83,0.06
덕대_육_구운것_대표_5월,183,14.02,4.87,19.06
덕대_육_말린것_대표_5월,389,85.44,2.52,1.05
덕대_육_삶은것_대표_5월,141,10.67,4.97,12.08
덕대_육_생것_대표_2월,74,14.6,1.31,0.0
덕대_육_생것_대표_4월,88,17.58,1.5,0.0
덕대_육_생것_대표_5월,119,19.04,4.04,0.03
덕대_육_생것_대표_9월,145,17.3,7.62,0.0
덕대_육_생것_동해EEZ_2월,82,15.1,1.97,0.0
덕대_육_생것_여수_4월,119,17.11,5.0,0.0
도다리류_강도다리_육_생것_대표_평균,118,17.88,4.5,0.02
도다리류_도다리_육_생것_대표_4월,86,19.52,0.36,0.0
도다리류_도다리_육_생것_여수_6월,78,17.6,0.2,0.47
도도바리류_도도바리_육_생것_여수_6월,95,19.42,1.2,0.48
도루묵_육_생것_부산_5월,113,16.05,4.6,0.45
도루묵_육_소금에 절여 말린것_대표_평균,313,44.8,9.8,0.2
도화돔_육_생것_부산_3월,130,21.3,4.3,0.0
돔류_각시돔_육_생것_부산_7월,90,20.1,0.6,0.0
돔류_감성돔_육_생것_여수_6월,101,18.8,2.3,0.1
돔류_강담돔_육_생것_부산_8월,93,18.9,1.4,0.0
돔류_구갈돔_육_생것_부산_6월,89,20.4,0.3,0.0
돔류_금눈돔_육_생것_대표_평균,135,18.5,4.5,0.3
돔류_긴꼬리벵에돔_육_생것_제주_9월,97,20.1,1.3,0.1
돔류_꼽새돔_육_생것_부산_3월,102,19.0,2.3,0.1
돔류_독돔_육_생것_부산_7월,97,20.8,0.9,0.2
돔류_돌돔_육_생것_대표_평균,152,21.13,6.71,0.0
돔류_돌돔_육_생것_여수_4월,151,19.66,6.72,1.07
돔류_돌돔_육_생것_여수_6월,86,17.82,1.0,0.39
돔류_백미돔_육_생것_부산_6월,102,21.0,1.2,0.4
돔류_범돔_육_생것_부산_3월,94,19.5,1.1,0.4
돔류_벵에돔_육_생것_부산_7월,98,20.2,1.4,0.0
돔류_뿔돔_육_생것_부산_6월,97,18.0,2.2,0.0
돔류_샛돔_육_생것_대표_8월,106,20.48,2.11,0.0
돔류_샛돔_육_생것_부산_5월,121,16.3,5.5,0.2
돔류_샛돔_육_생것_여수_4월,117,18.52,3.91,0.41
돔류_샛돔_육_찐것_남해_평균,132,29.41,0.87,0.0
돔류_실꼬리돔_육_생것_부산_3월,107,19.8,2.5,0.1
돔류_실붉돔_육_생것_대표_평균,112,17.8,2.7,0.0
돔류_어름돔_육_생것_부산_3월,94,19.5,1.2,0.0
돔류_어름돔_육_생것_부산_5월,94,19.5,1.2,0.4
돔류_옥돔_육_구운것_대표_평균,122,22.5,2.6,
돔류_옥돔_육_반정도 말린것_부산_5월,104,19.5,2.3,0.0
돔류_옥돔_육_삶은것_대표_평균,125,20.7,4.0,
돔류_옥돔_육_생것_부산_5월,82,18.07,0.2,0.93
돔류_옥돔_육_생것_여수_4월,86,18.69,0.79,0.0
돔류_육동가리돔_육_생것_부산_7월,103,18.6,2.6,0.0
돔류_자리돔_육_생것_여수_6월,88,19.47,0.4,0.43
돔류_자리돔_육_젓갈_신안_6월,151,11.3,4.6,15.6
돔류_참돔_껍질_구운것_대표_평균,209,16.6,12.5,0.0
돔류_참돔_육_구운것_대표_평균,206,22.7,12.0,0.1
돔류_참돔_육_삶은것_대표_평균,202,22.2,11.9,0.1
돔류_참돔_육_생것_대표_4월,100,20.48,1.41,0.0
돔류_참돔_육_생것_대표_5월,98,20.73,1.16,0.0
돔류_참돔_육_생것_대표_8월,95,20.77,0.76,0.0
돔류_참돔_육_생것_여수_4월,101,20.95,1.32,0.0
돔류_참돔_육_생것_여수_6월,82,18.45,0.1,0.75
돔류_참돔_육_생것_통영_10월,110,21.44,2.05,0.0
돔류_참돔_육_생것_통영_11월,121,21.21,3.4,0.0
돔류_참돔_육_생것_통영_3월,107,19.83,2.47,0.0
돔류_참돔_육_생것_통영_4월,129,20.17,4.37,0.68
돔류_참돔_육_생것_통영_5월,116,20.79,2.74,0.51
돔류_참돔_육_생것_통영_7월,126,21.46,3.71,0.22
