식재료명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
돔류_호박돔_육_생것_부산_4월,90,20.3,0.5,0.0
돔류_혹돔_육_생것_여수_6월,114,19.2,2.7,0.4
돔류_황돔_육_생것_대표_5월,106,20.29,2.1,0.15
돔류_황돔_육_생것_대표_8월,100,20.58,1.44,0.0
돔류_황돔_육_생것_부산_5월,102,20.2,1.7,0.3
돔류_황돔_육_생것_여수_4월,94,19.58,0.92,0.6
돔류_황줄돔_육_생것_부산_6월,97,19.3,1.6,0.0
돔류_흑돔_육_생것_여수_6월,96,18.5,1.7,0.4
동가리류_네동가리_육_생것_부산_5월,82,19.2,0.1,0.07
동가리류_아홉동가리_육_생것_부산_7월,106,19.8,2.3,0.1
동가리류_여덟동가리_육_생것_부산_7월,110,19.2,3.1,0.0
동갈치_육_생것_부산_5월,97,19.78,1.3,0.42
동사리_육_생것_부산_10월,81,16.9,1.0,0.0
동자개(빠가사리)_육_생것_대표_10월,109,17.74,3.68,0.0
동자개(빠가사리)_육_생것_대표_12월,126,16.98,5.25,1.15
동자개(빠가사리)_육_생것_대표_4월,87,17.03,1.57,0.0
동자개(빠가사리)_육_생것_대표_5월,129,17.2,5.75,0.63
동자개(빠가사리)_육_생것_대표_6월,86,16.88,1.55,0.0
동자개(빠가사리)_육_생것_대표_7월,118,18.34,4.32,0.0
동자개(빠가사리)_육_생것_대표_8월,150,17.0,6.57,4.07
동자개(빠가사리)_육_생것_부산_10월,81,15.7,1.6,0.0
동자개(빠가사리)_육_생것_진안_평균,117,17.71,4.47,0.0
동죽_육_생것_인천_평균,69,11.8,1.6,0.9
동태_육_얼린것_대표_평균,80,15.9,0.5,0.1
둑중개_육_삶은것_수입_평균,120,15.8,5.8,0.2
둑중개_육_생것_부산_10월,104,15.0,4.2,0.2
둑중개_육_조린것_수입_평균,325,29.4,5.5,33.8
드렁허리_육_생것_대구_10월,92,17.9,1.7,0.0
떡붕어_육_생것_가평(청평)_10월,96,18.1,2.0,0.1
떡붕어_육_생것_대표_10월,96,18.1,1.98,0.12
떡붕어_육_생것_대표_5월,93,16.33,1.11,3.35
떡붕어_육_생것_대표_7월,100,17.13,2.05,1.98
떡조개_육_생것_부산_4월,87,11.2,1.0,7.4
떡조개_육_생것_완도_3월,78,11.86,0.76,5.0
뜸부기_줄기_말린것_대표_평균,128,6.1,2.5,52.1
만새기_육_생것_부산_5월,66,13.3,1.1,0.0
만새기_육_생것_수입_평균,111,21.3,1.9,
망둑어류_문절망둑_육_생것_대표_평균,90,18.7,1.1,0.3
망둑어류_문절망둑_육_장류를 넣고 가열하여 조린것_대표_평균,275,28.3,2.1,29.0
망둑어류_풀망둑_육_생것_부산_8월,77,16.4,0.7,0.3
망상어류_망상어_육_생것_여수_6월,89,18.9,0.9,0.2
망상어류_인상어_육_생것_부산_8월,133,21.8,4.2,0.4
매생이_전체_말린것_대표_평균,157,24.13,0.55,50.47
매생이_전체_말린것_완도_평균,160,25.88,0.69,49.49
매생이_전체_말린것_장흥_평균,160,24.56,0.33,51.93
매생이_전체_생것_완도_평균,13,1.79,0.15,4.53
매생이_전체_생것_장흥_평균,17,2.41,0.15,5.28
매생이_줄기_말린것_완도_1월,125,20.6,0.5,40.6
매생이_줄기_생것_대표_평균,43,3.88,3.29,8.19
매퉁이류_매퉁이_육_생것_부산_5월,93,20.8,0.5,0.08
매퉁이류_매퉁이_육_생것_여수_4월,116,22.69,2.01,0.34
매퉁이류_툼빌매퉁이_육_생것_대표_8월,96,20.85,0.84,0.0
매퉁이류_황매퉁이_육_생것_부산_6월,97,20.0,1.3,0.1
먹장어_육_생것_부산_5월,129,16.9,6.0,0.4
멍게(우렁쉥이)_육_생것_수입_5월,64,8.4,1.9,2.5
멍게류_끈멍게_육_생것_부산_5월,66,7.4,1.5,5.0
"멍게류_멍게(우렁쉥이)_양식,육_생것_대표_평균",81,8.7,2.1,4.9
멍게류_멍게(우렁쉥이)_육_생것_대표_6월,56,6.23,1.24,4.31
멍게류_멍게(우렁쉥이)_육_생것_대표_평균,44,6.7,0.6,1.6
멍게류_멍게(우렁쉥이)_육_생것_부산_5월,52,7.54,1.25,2.06
멍게류_멍게(우렁쉥이)_육_생것_부산_6월,88,8.24,2.05,8.27
멍게류_멍게(우렁쉥이)_육_생것_통영_3월,41,6.0,0.87,1.77
멍게류_붉은멍게_육_생것_부산_5월,78,9.2,2.6,3.7
멍게류_유령멍게_육_생것_남해_평균,15,1.35,0.36,1.4
멍게류_유령멍게_육_생것_창원_평균,22,1.59,0.55,2.46
메기_육_생것_대표_10월,98,16.89,2.81,0.0
메기_육_생것_대표_11월,244,17.08,4.93,0.0
메기_육_생것_대표_4월,82,17.6,0.23,1.42
메기_육_생것_대표_5월,100,16.99,2.59,0.86
메기_육_생것_부산_10월,114,15.1,5.3,0.1
메기_육_생것_진안_평균,124,17.23,5.4,0.11
멸치_육_기름담금 통조림_대표_평균,189,9.7,14.6,0.0
멸치_육_생것_부산_9월,127,17.7,5.4,0.34
멸치_육_젓갈(액젓)_대표_평균,39,8.6,0.1,0.0
멸치_육_젓갈_대표_평균,167,14.1,11.2,0.6
멸치_육_젓갈_신안_6월,118,14.0,6.3,0.0
멸치_육_추출_대표_평균,0,0.1,0.0,0.0
멸치_전체_말린것_대표_7월,406,31.15,13.41,36.18
멸치_전체_생것_거제_평균,94,20.03,0.84,0.35
멸치_전체_생것_남해_평균,98,21.55,0.75,0.0
멸치_전체_생것_대표_4월,117,20.04,3.39,0.21
멸치_전체_생것_대표_7월,135,17.69,5.79,1.51
멸치_전체_생것_동해_평균,99,21.76,0.73,0.0
멸치_전체_생것_동해EEZ_2월,93,19.63,1.1,0.0
멸치_전체_쪄서 말린것_대표_7월,422,26.28,13.93,43.75
명태_내장_젓갈(창난젓)_대표_평균,116,12.9,3.2,8.2
명태_알_생것_대표_평균,133,20.5,3.0,2.7
명태_알_젓갈(명란젓)_대표_평균,126,20.5,3.0,2.7
명태_육_구운것_수입_평균,123,23.48,1.18,0.0
명태_육_말린것(포)_대표_평균,372,82.7,2.4,0.0
명태_육_말린것_수입_5월,351,74.3,3.8,0.3
명태_육_말린것_수입_6월,358,70.6,6.2,0.5
명태_육_반정도 말린것_대표_평균,290,61.7,3.1,0.0
명태_육_생것_강릉_평균,80,17.5,0.7,0.0
명태_육_얼려서 말린것(포)_강릉_평균,350,74.6,3.6,0.3
명태_육_조미하여 말린것(포)_대표_평균,319,43.9,1.5,29.2
모래무지_육_생것_경기_12월,77,15.7,1.1,0.0
모자반류_괭생이모자반_전체_생것_포항_평균,126,19.04,1.76,40.24
모자반류_모자반_전체_데친것_포항_평균,17,2.01,0.46,5.07
모자반류_모자반_전체_생것_통영_3월,22,3.02,0.15,7.25
모자반류_모자반_전체_생것_포항_3월,22,2.58,0.23,7.38
모자반류_모자반_줄기_말린것_대표_평균,143,15.2,1.7,45.7
모자반류_모자반_줄기_분말화한것_대표_평균,141,14.0,3.9,40.8
모자반류_모자반_줄기_생것_대표_평균,18,1.8,0.2,6.7
모자반류_모자반_줄기_소금에 절여 저장한것_대표_평균,18,3.1,0.2,5.4
모자반류_지충이_전체_생것_통영_3월,30,9.17,0.25,4.4
모자반류_큰잎모자반_전체_생것_기장_평균,43,2.96,0.46,17.48
목해삼_내장_생것_울릉도_평균,39,4.0,1.7,1.44
목해삼_알_생것_울릉도_평균,33,4.7,0.92,1.02
몽치다래_육_생것_부산_11월,159,24.08,5.9,0.5
문어류_낙지_내장_생것_부산_6월,115,16.85,3.0,3.85
문어류_낙지_다리_생것_부산_6월,68,13.53,0.62,1.32
문어류_낙지_몸통_생것_부산_6월,65,12.44,0.75,1.36
문어류_낙지_육_생것_대표_평균,81,16.3,0.43,0.0
문어류_낙지_육_생것_여수_6월,75,16.3,0.5,0.4
문어류_대문어_육_생것_부산_5월,58,12.2,0.6,0.27
문어류_문어_내장_생것_부산_9월,134,18.2,5.48,1.32
문어류_문어_다리_생것_부산_6월,62,13.13,0.67,0.0
문어류_문어_다리_생것_부산_평균,79,16.63,0.7,0.58
문어류_문어_머리_생것_부산_평균,78,16.4,0.87,0.18
문어류_문어_몸통_생것_부산_6월,69,14.41,0.83,0.0
문어류_문어_육_말린것_대표_평균,348,72.0,3.1,3.6
문어류_문어_육_삶은것_대표_평균,101,21.7,0.7,0.1
문어류_문어_육_생것_대표_평균,78,16.4,0.7,0.1
문어류_문어_육_생것_포항_평균,74,15.5,0.8,0.2
문어류_세발낙지_육_생것_대표_평균,61,11.5,0.6,0.1
문어류_주꾸미_내장_생것_대표_11월,129,17.07,4.98,2.5
문어류_주꾸미_내장_생것_대표_2월,121,16.38,3.2,5.24
문어류_주꾸미_내장_생것_대표_3월,122,16.96,3.31,4.77
문어류_주꾸미_내장_생것_대표_4월,130,17.36,4.54,3.4
문어류_주꾸미_알_생것_대표_3월,139,23.6,0.5,8.35
문어류_주꾸미_알_생것_대표_4월,132,22.81,0.79,6.95
문어류_주꾸미_육_생것_군산_평균,52,10.8,0.5,0.5
문어류_주꾸미_육_생것_대표_11월,75,15.75,0.72,0.45
문어류_주꾸미_육_생것_대표_2월,64,12.68,0.25,1.86
문어류_주꾸미_육_생것_대표_3월,65,12.54,0.33,2.2
문어류_주꾸미_육_생것_대표_4월,70,13.78,0.61,1.58
문어류_참문어_육_생것_여수_6월,56,12.68,0.2,0.12
물메기_육_생것_부산_6월,78,16.4,0.9,0.1
물치다래_육_생것_부산_7월,168,23.4,7.3,0.1
미더덕류_미더덕_육_생것_부산_5월,46,4.3,1.2,4.08
미더덕류_미더덕_육_생것_부산_6월,47,5.8,1.38,2.44
"미더덕류_주름미더덕(오만둥이)_양식,육_생것_대표_평균",32,5.43,0.83,0.27
미더덕류_주름미더덕(오만둥이)_육_생것_부산_5월,54,8.99,0.7,2.31
미역류_곰피_줄기_분말화한것_대표_평균,143,10.0,1.4,51.4
미역류_곰피_줄기_생것_대표_평균,157,12.9,1.3,54.7
미역류_미역_귀_말린것_완도_평균,10,0.8,0.22,3.77
미역류_미역_귀_생것_완도_평균,10,0.8,0.22,3.77
미역류_미역_뿌리_말린것_완도_평균,10,1.21,0.23,3.05
미역류_미역_뿌리_생것_완도_평균,10,1.21,0.23,3.05
"미역류_미역_양식,줄기_생것_부산_2월",18,3.0,0.3,4.8
미역류_미역_전체_말린것_여수_평균,107,16.25,0.46,34.46
미역류_미역_전체_말린것_완도_평균,110,21.13,0.79,29.88
미역류_미역_전체_말린것_포항_평균,144,17.94,1.26,48.92
미역류_미역_전체_생것_여수_평균,17,2.51,0.16,5.11
미역류_미역_전체_생것_완도_평균,14,1.96,0.18,4.45
미역류_미역_전체_생것_통영_3월,15,1.73,0.5,4.23
미역류_미역_전체_생것_포항_3월,15,2.34,0.04,4.68
미역류_미역_줄기_말린것_대표_평균,167,20.31,4.83,43.65
미역류_미역_줄기_말린것_완도_평균,95,17.99,1.16,24.97
미역류_미역_줄기_분말화한것_대표_평균,149,10.7,1.8,52.4
미역류_미역_줄기_생것_대표_평균,13,1.68,0.29,3.7
미역류_미역_줄기_생것_부산_1월,14,2.1,0.2,4.4
미역류_미역_줄기_생것_부산_평균,15,2.1,0.2,4.4
미역류_미역_줄기_생것_완도_평균,10,1.34,0.27,2.81
미역류_미역_줄기_소금에 절여 저장한것_대표_평균,38,6.0,0.9,8.8
미역류_미역_줄기_튀긴것_대표_평균,314,9.75,38.02,46.21
미역류_쇠미역_전체_말린것_여수_평균,120,17.81,1.01,37.59
미역류_쇠미역_전체_생것_여수_평균,12,1.68,0.28,3.71
민어_알_소금에 절여 저장한것_대표_평균,315,35.1,15.9,0.0
"민어_암컷,육_조미하여 말린것_대표_평균",111,23.4,0.8,
민어_육_구운것_대표_평균,111,23.4,0.8,
민어_육_생것_대표_4월,95,19.04,1.51,0.0
민어_육_생것_대표_8월,89,14.31,1.21,4.16
민어_육_생것_부산_5월,86,18.0,0.8,0.46
민어_육_조미하여 말린것_대표_평균,327,39.8,1.5,35.2
민태_육_생것_대표_평균,88,15.2,2.5,0.0
바리류_다금바리_육_생것_제주_4월,100,19.3,1.9,0.1
바리류_다금바리_육_생것_제주_9월,106,20.1,1.8,1.0
바리류_대왕범바리_육_생것_대표_평균,151,19.63,7.14,0.16
바리류_대왕붉바리_육_생것_거문도_평균,140,19.91,5.92,0.0
바리류_대왕붉바리_육_생것_통영_평균,142,19.67,6.28,0.02
바리류_대왕자바리_육_생것_대표_평균,117,18.52,4.17,0.0
바리류_붉바리_육_생것_부산_4월,99,21.0,1.1,0.1
바리류_우각바리_육_생것_부산_6월,91,19.0,1.2,0.0
"바지락_양식,육_생것_대표_평균",75,13.0,1.1,0.7
바지락_육_구운것_여수_평균,142,18.77,2.15,10.41
바지락_육_말린것_대표_평균,347,74.0,3.7,0.0
바지락_육_말린것_여수_평균,425,59.46,7.97,24.08
바지락_육_생것_대표_평균,82,12.27,0.93,3.2
바지락_육_생것_부산_5월,73,12.5,1.2,2.3
바지락_육_생것_완도_3월,86,5.44,1.3,12.43
바지락_육_장류를 넣고 가열하여 조린것_대표_평균,261,24.8,2.1,29.1
바지락_육_젓갈_대표_평균,51,8.5,1.0,1.5
바지락_육_조미통조림_대표_평균,118,16.0,0.8,8.8
바지락_육_찐것_여수_평균,145,14.73,3.33,12.61
바지락_육_통조림_대표_평균,101,15.2,2.4,2.1
바지락_전체_생것_부산_6월,94,13.85,1.53,5.24
바지락_전체_생것_여수_평균,101,11.94,1.74,8.28
박대_육_말린것_대표_평균,147,25.6,2.2,0.9
박대_육_반정도 말린것_대표_평균,115,21.4,1.4,0.1
박대_육_생것_인천_6월,90,19.16,0.7,0.6
반지_육_생것_남해중부_10월,128,20.2,4.5,0.1
방어류_방어_육_구운것_대표_평균,289,26.2,20.4,0.3
방어류_방어_육_생것_대표_9월,142,20.99,5.64,0.0
방어류_방어_육_생것_부산_5월,101,21.7,0.8,0.4
방어류_방어_육_훈제통조림_대표_평균,346,27.2,22.4,0.5
방어류_잿방어_육_생것_제주_9월,105,22.5,0.8,0.5
백연_육_생것_대표_평균,89,19.0,0.8,0.3
백합류_말백합_육_생것_부산_5월,58,10.1,0.5,2.5
백합류_모시조개_전체_생것_부산_6월,61,8.17,1.46,3.19
백합류_백합_육_구운것_대표_평균,78,13.3,1.0,2.8
백합류_백합_육_삶은것_대표_평균,88,14.9,1.5,2.9
백합류_백합_육_생것_군산_2월,74,11.7,1.0,3.6
백합류_백합_육_조미통조림_대표_평균,137,19.6,0.1,10.9
백합류_백합_전체_생것_부산_6월,77,9.01,2.7,3.35
밴댕이_육_데쳐서 말린것_부산_5월,333,56.7,9.9,0.1
밴댕이_육_삶아서 말린것_대표_평균,335,48.2,10.3,0.5
밴댕이_육_생것_인천_평균,225,16.3,16.5,0.2
밴댕이_육_젓갈_대표_평균,115,16.4,4.9,0.0
밴댕이_육_젓갈_신안_6월,117,16.3,4.9,0.6
뱅어_육_말린것(포)_대표_평균,403,60.4,11.0,1.2
뱅어_육_말린것_대표_평균,311,56.1,7.9,0.0
뱅어_육_생것_군산_평균,68,13.3,1.1,0.3
뱅어_육_조미하여 말린것(포)_수입_6월,382,64.3,11.3,1.0
베도라치류_가시베도라치_육_생것_포항_5월,85,15.7,1.6,0.8
베도라치류_그물베도라치_육_생것_부산_7월,107,22.0,1.2,0.7
베도라치류_베도라치_육_생것_강릉_6월,105,20.7,1.9,0.0
베도라치류_장어베도라치_육_생것_강릉_6월,135,19.34,5.4,0.66
베도라치류_장어베도라치_육_생것_동해EEZ_2월,80,17.0,0.67,0.41
베로치_육_생것_부산_5월,86,19.5,0.4,0.0
벤자리류_노랑벤자리_육_생것_부산_6월,94,17.3,2.1,0.2
벤자리류_노랑벤자리_육_생것_부산_7월,94,17.6,,0.0
벤자리류_벤자리_육_생것_부산_평균,123,17.0,5.3,0.3
병어_육_구운것_대표_5월,173,14.86,3.76,18.13
병어_육_말린것_대표_5월,457,78.31,12.6,1.98
병어_육_삶은것_대표_5월,105,10.49,1.36,11.63
병어_육_생것_대표_5월,100,18.07,2.52,0.0
병어_육_생것_부산_5월,130,16.4,6.3,0.29
보구치(26cm미만)_육_생것_대표_10월,105,19.04,2.62,0.0
보구치(26cm미만)_육_생것_대표_11월,95,18.92,1.35,0.64
보구치(26cm미만)_육_생것_대표_12월,93,19.54,1.17,0.0
보구치(26cm미만)_육_생것_대표_1월,105,18.56,2.8,0.0
보구치(26cm미만)_육_생것_대표_2월,109,18.48,3.33,0.0
보구치(26cm미만)_육_생것_대표_3월,118,18.44,4.32,0.0
보구치(26cm미만)_육_생것_대표_4월,109,18.52,2.21,2.44
보구치(26cm미만)_육_생것_대표_5월,138,18.9,6.23,0.0
보구치(26cm미만)_육_생것_대표_6월,109,19.73,2.68,0.02
보구치(26cm미만)_육_생것_대표_7월,105,19.52,2.43,0.0
보구치(26cm미만)_육_생것_대표_8월,95,18.79,1.65,0.0
보구치(26cm미만)_육_생것_대표_9월,110,20.04,2.7,0.0
보구치(26cm이상)_육_생것_대표_10월,96,19.27,1.54,0.0
보구치(26cm이상)_육_생것_대표_11월,92,19.63,1.0,0.0
보구치(26cm이상)_육_생것_대표_12월,98,19.92,1.49,0.0
보구치(26cm이상)_육_생것_대표_1월,101,19.13,2.15,0.0
보구치(26cm이상)_육_생것_대표_2월,112,19.35,3.25,0.0
보구치(26cm이상)_육_생것_대표_3월,122,19.23,4.39,0.0
보구치(26cm이상)_육_생것_대표_4월,126,18.71,5.04,0.0
보구치(26cm이상)_육_생것_대표_5월,107,20.06,2.42,0.0
보구치(26cm이상)_육_생것_대표_6월,104,19.19,2.22,0.54
보구치(26cm이상)_육_생것_대표_7월,105,19.25,2.51,0.0
보구치(26cm이상)_육_생것_대표_8월,106,19.56,2.54,0.0
보구치(26cm이상)_육_생것_대표_9월,102,20.19,1.79,0.0
보구치_육_구운것_통영_7월,204,31.1,7.71,0.01
보구치_육_생것_대표_10월,202,20.27,2.67,0.0
보구치_육_생것_대표_11월,192,19.77,1.33,0.0
보구치_육_생것_대표_12월,186,19.06,1.62,0.0
보구치_육_생것_대표_1월,200,19.3,4.44,0.0
보구치_육_생것_대표_2월,203,20.63,2.13,0.0
보구치_육_생것_대표_3월,190,19.42,1.75,0.0
보구치_육_생것_대표_4월,106,19.35,2.55,0.0
보구치_육_생것_대표_5월,201,20.23,2.49,0.0
보구치_육_생것_대표_6월,201,20.63,1.72,0.0
보구치_육_생것_대표_7월,186,19.23,1.12,0.0
보구치_육_생것_대표_9월,193,19.67,1.79,0.0
보구치_육_생것_여수_4월,103,18.21,2.77,0.0
보구치_육_생것_여수_6월,119,19.3,3.9,0.3
보구치_육_생것_통영_10월,108,19.31,2.86,0.0
보구치_육_생것_통영_11월,99,19.76,1.57,0.18
보구치_육_생것_통영_12월,110,18.78,3.26,0.0
보구치_육_생것_통영_1월,101,19.13,2.15,0.0
보구치_육_생것_통영_2월,105,19.0,2.68,0.0
보구치_육_생것_통영_3월,109,19.83,2.73,0.0
보구치_육_생것_통영_4월,102,18.98,2.37,0.0
보구치_육_생것_통영_5월,106,19.77,2.43,0.0
보구치_육_생것_통영_6월,120,19.52,3.96,0.0
보구치_육_생것_통영_7월,103,18.29,2.27,1.13
보구치_육_생것_통영_8월,107,18.16,3.27,0.0
보구치_육_생것_통영_9월,94,18.25,1.5,0.73
보리멸류_보리멸_육_생것_여수_평균,93,19.5,1.1,0.0
보리멸류_보리멸_육_얼린것_대표_평균,109,19.6,1.5,0.3
복류_검복_육_생것_양양_6월,94,21.5,0.3,0.1
복류_검복_육_조미하여 말린것_대표_평균,313,47.7,2.3,17.6
복류_국매리복_육_생것_군산_5월,91,20.7,0.3,0.2
복류_까치복_육_생것_군산_6월,85,19.3,0.2,0.5
복류_까칠복_육_생것_포항_11월,85,19.3,0.3,0.1
복류_매리복_육_생것_여수_6월,88,19.8,0.3,0.42
복류_밀복_육_생것_부산_3월,80,17.3,0.7,0.1
복류_자주복_육_생것_포항_6월,83,18.8,0.2,0.4
복류_졸복_육_생것_진주_평균,83,18.9,0.1,0.5
복류_흰점복_육_생것_부산_평균,72,15.9,0.5,0.0
볼기우럭_육_생것_부산_6월,129,18.7,5.3,0.0
볼락류_개볼락_육_생것_여수_6월,88,19.15,0.7,0.05
볼락류_누루시볼락_육_생것_부산_4월,149,22.4,5.8,0.0
볼락류_누루시볼락_육_생것_울릉도_5월,106,20.9,1.92,0.0
볼락류_볼락_육_구운것_대표_평균,121,22.23,1.62,0.0
볼락류_볼락_육_생것_여수_6월,93,19.3,1.0,0.6
볼락류_불볼락_육_생것_부산_5월,125,18.59,4.6,0.7
볼락류_우럭볼락_육_생것_부산_4월,88,18.3,1.1,0.1
볼락류_장문볼락_육_구운것_대표_평균,107,18.51,1.87,0.0
볼락류_장문볼락_육_생것_대표_평균,97,15.7,2.1,0.2
볼락류_조피볼락(우럭)_육_생것_대표_4월,80,17.88,0.45,0.0
볼락류_조피볼락(우럭)_육_생것_대표_평균,102,18.41,2.26,0.0
볼락류_조피볼락(우럭)_육_생것_여수_6월,121,21.44,3.2,0.16
볼락류_조피볼락(우럭)_육_생것_통영_10월,102,19.57,2.04,0.0
볼락류_조피볼락(우럭)_육_생것_통영_12월,100,19.67,1.76,0.13
볼락류_조피볼락(우럭)_육_생것_통영_2월,109,19.34,2.91,0.0
볼락류_조피볼락(우럭)_육_생것_통영_3월,132,19.44,5.36,0.0
볼락류_조피볼락(우럭)_육_생것_통영_4월,113,18.79,3.29,0.58
볼락류_조피볼락(우럭)_육_생것_통영_5월,129,20.15,4.67,0.09
볼락류_조피볼락(우럭)_육_생것_통영_6월,103,21.92,1.15,0.0
볼락류_조피볼락(우럭)_육_생것_통영_7월,117,19.69,3.57,0.0
볼락류_조피볼락(우럭)_육_생것_통영_8월,119,20.42,3.47,0.0
볼락류_조피볼락(우럭)_육_생것_통영_9월,106,20.25,2.22,0.0
볼락류_탁자볼락_육_생것_포항_3월,85,19.7,0.1,0.3
볼락류_황볼락_육_생것_여수_4월,95,18.9,1.47,0.45
볼락류_황점볼락_육_생것_부산_3월,102,21.3,1.3,0.0
부세_육_생것_부산_평균,105,17.2,3.4,0.0
부시리_육_생것_부산_3월,109,22.3,1.5,0.1
북어_육_말린것_대표_평균,339,73.18,3.09,0.32
붉은맛(큰죽합)_육_말린것_대표_평균,387,57.9,4.8,14.4
붉은맛(큰죽합)_육_생것_대표_평균,62,9.7,1.0,1.3
붉은맛(큰죽합)_육_생것_충무_평균,95,16.1,1.8,2.5
붉은메기_육_생것_대표_4월,73,16.92,0.21,0.0
붉은메기_육_생것_동해EEZ_2월,83,18.9,0.37,0.0
붉은메기_육_생것_부산_3월,83,18.2,0.7,0.0
붕어_육_구운것_대표_평균,196,18.0,4.4,14.4
붕어_육_삶은것_대표_평균,250,15.7,4.4,28.6
붕어_육_생것_대전_평균,94,18.1,1.8,0.1
붕어_육_생것_대표_10월,87,18.47,0.97,0.0
붕어_육_생것_대표_5월,89,19.19,0.85,0.0
붕어_육_생것_대표_7월,84,17.93,0.87,0.0
블루길_육_생것_가평(청평)_평균,83,17.8,0.8,0.2
빙어류_바다빙어_육_구운것_대표_평균,138,22.6,3.1,0.0
빙어류_바다빙어_육_생것_부산_10월,92,17.4,1.9,0.1
빙어류_빙어_육_삶아서 말린것_대표_평균,210,34.2,4.7,0.0
빙어류_빙어_육_생것_부산_6월,85,18.4,0.8,0.0
빙어류_빙어_육_장류를 넣고 가열하여 조린것_대표_평균,290,26.7,5.1,27.0
빙어류_샛멸_육_생것_대표_5월,90,19.5,0.7,0.16
빙어류_샛멸_육_생것_수입_평균,91,19.5,0.6,
빨강부치_육_생것_부산_4월,71,15.8,0.5,0.0
산호류_산호_전체_생것_통영_3월,80,7.94,0.64,9.78
산호류_산호말_전체_생것_통영_3월,42,2.79,0.43,16.81
살살치_육_생것_대표_5월,94,20.97,0.29,0.65
살살치_육_생것_여수_6월,70,15.5,0.2,0.6
살조개_육_생것_부산_2월,89,14.2,1.5,3.6
삼세기_육_생것_포항_6월,97,18.6,1.8,0.5
삼치류_삼치_육_구운것_대표_평균,204,23.6,10.8,0.1
삼치류_삼치_육_생것_대표_9월,112,20.08,2.93,0.0
삼치류_삼치_육_생것_대표_평균,124,20.08,2.93,0.0
삼치류_삼치_육_생것_부산_5월,108,18.99,2.7,0.6
삼치류_삼치_육_생것_여수_4월,109,21.34,1.97,0.0
삼치류_삼치_육_젓갈_대표_평균,112,22.7,1.1,0.0
삼치류_줄삼치_육_생것_부산_7월,134,24.6,3.1,0.2
삼치류_평삼치_육_생것_대표_평균,134,17.9,4.8,0.0
상어류_가래상어_육_생것_부산_2월,99,22.2,0.5,0.1
상어류_곱상어_육_생것_대표_평균,164,16.2,10.0,0.3
상어류_까치상어_육_생것_군산_3월,112,24.1,0.7,0.9
상어류_돔발상어_알_생것_대표_평균,329,25.0,23.5,0.5
상어류_돔발상어_육_생것_대표_평균,85,17.9,1.0,0.0
상어류_두툽상어_육_생것_대표_4월,111,23.48,1.3,0.0
상어류_두툽상어_육_생것_부산_5월,94,21.41,0.3,0.29
상어류_두툽상어_육_생것_여수_4월,119,25.17,1.32,0.0
상어류_모조리상어_육_생것_부산_4월,108,21.7,1.7,0.0
상어류_별상어_육_생것_부산_5월,103,23.53,0.3,0.27
상어류_별상어_육_생것_수입_평균,95,21.2,1.0,0.01
상어류_악상어_육_생것_대표_평균,284,13.4,24.2,0.0
상어류_악상어_육_생것_수입_평균,107,23.9,1.21,0.0
상어류_은상어_육_생것_부산_4월,101,22.9,0.5,0.0
상어류_청새리상어_육_생것_대표_평균,101,18.5,2.4,0.1
상어류_흉상어_육_생것_부산_5월,112,23.5,1.4,0.0
새다래_육_생것_부산_5월,104,18.9,2.6,0.0
새우류_각시흰새우_육_생것_부산_10월,85,15.7,1.6,1.0
새우류_그라비새우_육_생것_대표_8월,89,19.48,0.76,0.0
새우류_긴뿔천길새우_육_생것_대표_평균,92,20.0,0.8,0.0
새우류_꽃새우_육_삶아서 말린것_대표_평균,307,55.5,5.9,4.1
새우류_꽃새우_육_생것_대표_평균,127,22.0,2.0,0.6
새우류_꽃새우_육_얼린것_대표_평균,127,22.0,2.0,0.6
새우류_꽃새우_육_장류를 넣고 가열하여 조린것_대표_평균,255,25.9,2.6,25.8
새우류_꽃새우_육_찐것_대표_평균,132,22.78,1.7,1.52
"새우류_꽃새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",242,21.39,12.28,11.47
새우류_대롱수염새우_육_생것_동해EEZ_2월,99,21.38,0.49,1.0
새우류_대롱수염새우_육_생것_부산_6월,98,17.92,0.63,3.92
새우류_대하_육_말린것_대표_평균,400,62.4,3.5,15.6
새우류_대하_육_생것_인천_평균,82,18.1,0.6,0.1
새우류_마루자주새우_육_생것_대표_8월,80,15.15,1.3,0.92
새우류_마루자주새우_육_생것_동해EEZ_2월,93,19.29,0.69,1.13
새우류_물렁가시붉은새우_육_생것_대표_평균,83,18.0,0.5,0.6
새우류_보리새우_육_삶은것_대표_평균,129,28.2,0.5,
새우류_보리새우_육_생것_창원_11월,71,15.1,0.7,0.1
새우류_부채새우_육_생것_부산_5월,65,13.7,0.8,0.0
새우류_북쪽분홍새우_육_생것_강릉_9월,100,18.5,0.9,0.9
새우류_새우_껍질_생것_대표_평균,323,44.0,11.9,6.1
새우류_새우_육_말린것을 볶은것_대표_평균,380,23.4,13.4,28.5
새우류_새우_육_젓갈_대표_평균,44,8.09,0.32,1.2
"새우류_새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",263,6.43,13.53,28.84
새우류_젓새우_육_생것_목포_평균,62,9.6,1.2,2.6
새우류_젓새우_육_젓갈_대표_평균,55,10.4,0.9,0.7
