식품명,식재료코드
오이/친환경,1120260003
오이/GAP,1120260004
오이/김치제조용,1120260005
오이/절임용,1120260006
"오이/절임용, 절단된것",1120260007
오이(가시오이),1120270001
오이(가시오이)/일반,1120270002
오이(가시오이)/친환경,1120270003
오이(가시오이)/GAP,1120270004
오이(가시오이)/절단된것,1120270005
오이(개량종),1120280001
오이(개량종)/일반,1120280002
오이(개량종)/친환경,1120280003
오이(개량종)/GAP,1120280004
오이(늙은오이(노각)),1120290001
오이(늙은오이(노각))/껍질제거(깐것),1120290002
"오이(늙은오이(노각))/껍질제거(깐것), 절단된것",1120290003
"오이(늙은오이(노각))/껍질제거(깐것), 채썬것(세절)",1120290004
"오이(늙은오이(노각))/껍질제거(깐것), 슬라이스",1120290005
오이(백오이),1120300001
오이(백오이)/일반,1120300002
오이(백오이)/친환경,1120300003
오이(백오이)/GAP,1120300004
오이(백오이)/절단된것,1120300005
오이(재래종),1120310001
오이(재래종)/일반,1120310002
오이(재래종)/친환경,1120310003
오이(재래종)/GAP,1120310004
오이(청오이),1120320001
오이(청오이)/일반,1120320002
오이(청오이)/친환경,1120320003
오이(청오이)/GAP,1120320004
오이(청오이)/절단된것,1120320005
오크라,1120330001
오크라/삶은것,1120330002
올보리순,1120340001
울외,1120350001
워터크레스,1120360001
죽순,1120370001
"죽순/데친것, 채썬것(세절)",1120370002
죽순/말린것(건조),1120370003
죽순/삶은것,1120370004
죽순/채썬것(세절),1120370005
진달래,1120380001
질경이,1120390001
질경이/데친것,1120390002
클로렐라,1120400001
"클로렐라/간것(가루, 분말)",1120400002
토란대,1120410001
토란대/국산,1120410002
토란대/외국산,1120410003
토란대/일반,1120410004
토란대/친환경,1120410005
토란대/GAP,1120410006
"토란대/데친것, 말린것(건조), 껍질제거(깐것)",1120410007
토란대/말린것(건조),1120410008
"토란대/말린것(건조), 삶은것",1120410009
토란대/삶은것,1120410010
파(대파),1120420001
파(대파)/국산,1120420002
파(대파)/일반,1120420003
파(대파)/친환경,1120420004
파(대파)/GAP,1120420005
"파(대파)/김치제조용, 껍질제거(깐것)",1120420006
파(대파)/껍질제거(깐것),1120420007
파(대파)/채썬것(세절),1120420008
파(실파),1120430001
파(실파)/일반,1120430002
파(실파)/친환경,1120430003
파(실파)/GAP,1120430004
파(실파)/김치제조용,1120430005
파(실파)/껍질제거(깐것),1120430006
파(중파),1120440001
파(중파)/국산,1120440002
파(중파)/일반,1120440003
파(중파)/친환경,1120440004
파(중파)/GAP,1120440005
파(중파)/껍질제거(깐것),1120440006
파(쪽파),1120450001
파(쪽파)/국산,1120450002
파(쪽파)/일반,1120450003
파(쪽파)/친환경,1120450004
파(쪽파)/GAP,1120450005
파(쪽파)/김치제조용,1120450006
파(쪽파)/껍질제거(깐것),1120450007
파(쪽파)/다듬은것(손질),1120450008
피망(청피망),1120460001
피망(청피망)/일반,1120460002
피망(청피망)/친환경,1120460003
피망(청피망)/GAP,1120460004
피망(홍피망),1120470001
피망(홍피망)/일반,1120470002
피망(홍피망)/친환경,1120470003
피망(홍피망)/GAP,1120470004
호박(국수호박),1120480001
호박(국수호박)/삶은것,1120480002
호박(늙은호박),1120490001
호박(늙은호박)/일반,1120490002
호박(늙은호박)/친환경,1120490003
호박(늙은호박)/GAP,1120490004
"호박(늙은호박)/말린것(건조), 절단된것",1120490005
"호박(늙은호박)/말린것(건조), 슬라이스",1120490006
호박(늙은호박)/삶은것,1120490007
호박(늙은호박)/껍질제거(깐것),1120490008
"호박(늙은호박)/껍질제거(깐것), 다듬은것(손질), 슬라이스",1120490009
"호박(늙은호박)/껍질제거(깐것), 절단된것",1120490010
호박(다보다호박),1120500001
호박(단호박),1120510001
호박(단호박)/외국산,1120510002
호박(단호박)/일반,1120510003
호박(단호박)/친환경,1120510004
호박(단호박)/GAP,1120510005
"호박(단호박)/김치제조용, 절단된것",1120510006
"호박(단호박)/간것(가루, 분말)",1120510007
호박(단호박)/껍질제거(깐것),1120510008
"호박(단호박)/껍질제거(깐것), 절단된것",1120510009
"호박(단호박)/껍질제거(깐것), 슬라이스",1120510010
호박(단호박)/슬라이스,1120510011
호박(서양호박),1120520001
호박(서양호박)/삶은것,1120520002
호박(애호박(풋호박)),1120530001
호박(애호박),1120540001
호박(애호박)/일반,1120540002
호박(애호박)/친환경,1120540003
호박(애호박)/GAP,1120540004
호박(애호박)/말린것(건조),1120540005
"호박(애호박)/말린것(건조), 절단된것",1120540006
"호박(애호박)/말린것(건조), 슬라이스",1120540007
호박(애호박)/삶은것,1120540008
호박(애호박고지(애호박오가리)),1120550001
호박(조선호박),1120560001
호박(쥬키니(서양호박)),1120570001
호박(쥬키니(서양호박))/일반,1120570002
호박(쥬키니(서양호박))/친환경,1120570003
호박(쥬키니(서양호박))/GAP,1120570004
"호박(쥬키니(서양호박))/말린것(건조), 절단된것",1120570005
호박(호박고지(호박오가리)),1120580001
"줄기콩(껍질콩, 콩줄기, 그린빈)",1120590001
강낭콩,1130010001
강낭콩/외국산,1130010002
강낭콩/일반,1130010003
강낭콩/친환경,1130010004
강낭콩/GAP,1130010005
강낭콩/말린것(건조),1130010006
"강낭콩/말린것(건조), 조각낸것",1130010007
강낭콩/삶은것,1130010008
날개콩,1130020001
넝쿨강낭콩(울타리콩),1130030001
넝쿨강낭콩(울타리콩)/일반,1130030002
넝쿨강낭콩(울타리콩)/친환경,1130030003
넝쿨강낭콩(울타리콩)/GAP,1130030004
넝쿨강낭콩(울타리콩)/말린것(건조),1130030005
녹두,1130040001
녹두/외국산,1130040002
녹두/일반,1130040003
녹두/친환경,1130040004
녹두/GAP,1130040005
녹두/말린것(건조),1130040006
"녹두/말린것(건조), 껍질제거(깐것)",1130040007
녹두/삶은것,1130040008
녹두/껍질제거(깐것),1130040009
대두콩,1130050001
대두콩/외국산,1130050002
대두콩/일반,1130050003
대두콩/친환경,1130050004
대두콩/GAP,1130050005
대두콩/말린것(건조),1130050006
"대두콩/말린것(건조), 껍질제거(깐것)",1130050007
"대두콩/말린것(건조), 조각낸것",1130050008
대두콩/삶은것,1130050009
"대두콩(검정콩(흑태, 흑대두))",1130060001
"대두콩(검정콩(흑태, 흑대두))/일반",1130060002
"대두콩(검정콩(흑태, 흑대두))/친환경",1130060003
"대두콩(검정콩(흑태, 흑대두))/GAP",1130060004
"대두콩(검정콩(흑태, 흑대두))/말린것(건조)",1130060005
"대두콩(검정콩(흑태, 흑대두))/말린것(건조), 조각낸것",1130060006
"대두콩(검정콩(흑태, 흑대두))/간것(가루, 분말)",1130060007
"대두콩(검정콩(흑태, 흑대두))/조각낸것",1130060008
동부,1130070001
동부/외국산,1130070002
동부/일반,1130070003
동부/친환경,1130070004
동부/GAP,1130070005
동부/말린것(건조),1130070006
"동부/말린것(건조), 껍질제거(깐것)",1130070007
동부/삶은것,1130070008
라이마빈스,1130080001
라이마빈스/말린것(건조),1130080002
라이마빈스/삶은것,1130080003
렌틸콩,1130090001
렌틸콩/껍질제거(깐것),1130090002
렌틸콩(그린렌틸콩),1130100001
렌틸콩(레드렌틸콩),1130110001
모둠콩(혼합콩),1130120001
밤콩,1130130001
밤콩/말린것(건조),1130130002
병아리콩(발효병아리콩),1130140001
병아리콩(발효병아리콩)/외국산,1130140002
병아리콩(블랙칙피스(검정병아리콩)),1130150001
병아리콩(블랙칙피스(검정병아리콩))/외국산,1130150002
병아리콩(차나달),1130160001
병아리콩(화이트칙피스(흰색병아리콩)),1130170001
병아리콩(화이트칙피스(흰색병아리콩))/외국산,1130170002
서리태(속청),1130180001
서리태(속청)/일반,1130180002
서리태(속청)/친환경,1130180003
서리태(속청)/GAP,1130180004
서리태(속청)/말린것(건조),1130180005
"서리태(속청)/말린것(건조), 조각낸것",1130180006
서리태(속청)/조각낸것,1130180007
완두콩,1130190001
완두콩/외국산,1130190002
완두콩/일반,1130190003
완두콩/친환경,1130190004
완두콩/GAP,1130190005
완두콩/말린것(건조),1130190006
완두콩/삶은것,1130190007
완두콩/껍질제거(깐것),1130190008
완두콩/냉동,1130190009
작두콩(도두),1130200001
잠두콩(누에콩),1130210001
잠두콩(누에콩)/말린것(건조),1130210002
잠두콩(누에콩)/삶은것,1130210003
제비콩(백편두),1130220001
조각혼합콩,1130230001
조각혼합콩/일반,1130230002
조각혼합콩/친환경,1130230003
조각혼합콩/GAP,1130230004
조각혼합콩/조각낸것,1130230005
쥐눈이콩,1130240001
쥐눈이콩/일반,1130240002
쥐눈이콩/친환경,1130240003
쥐눈이콩/GAP,1130240004
청대콩,1130250001
청대콩/말린것(건조),1130250002
청콩단,1130260001
팥(검정팥),1130270001
팥(검정팥)/일반,1130270002
팥(검정팥)/친환경,1130270003
팥(검정팥)/GAP,1130270004
팥(검정팥)/말린것(건조),1130270005
팥(계피팥(회색팥)),1130280001
팥(붉은팥),1130290001
팥(붉은팥)/외국산,1130290002
팥(붉은팥)/일반,1130290003
팥(붉은팥)/친환경,1130290004
팥(붉은팥)/GAP,1130290005
팥(붉은팥)/말린것(건조),1130290006
"팥(붉은팥)/말린것(건조), 조각낸것",1130290007
팥(붉은팥)/삶은것,1130290008
팥(붉은팥)/조각낸것,1130290009
깨(검정깨(흑임자)),1140010001
깨(검정깨(흑임자))/국산,1140010002
깨(검정깨(흑임자))/외국산,1140010003
깨(검정깨(흑임자))/일반,1140010004
깨(검정깨(흑임자))/친환경,1140010005
깨(검정깨(흑임자))/GAP,1140010006
깨(검정깨(흑임자))/김치제조용,1140010007
깨(검정깨(흑임자))/볶은것,1140010008
"깨(검정깨(흑임자))/볶은것, 간것(가루, 분말)",1140010009
깨(들깨),1140020001
깨(들깨)/국산,1140020002
깨(들깨)/외국산,1140020003
깨(들깨)/일반,1140020004
깨(들깨)/친환경,1140020005
깨(들깨)/GAP,1140020006
깨(들깨)/볶은것,1140020007
"깨(들깨)/볶은것, 간것(가루, 분말)",1140020008
"깨(들깨)/볶은것, 간것(가루, 분말), 껍질제거(깐것)",1140020009
"깨(들깨)/간것(가루, 분말)",1140020010
"깨(들깨)/간것(가루, 분말), 껍질제거(깐것)",1140020011
깨(들깨)/껍질제거(깐것),1140020012
깨(참깨),1140030001
깨(참깨)/국산,1140030002
깨(참깨)/외국산,1140030003
깨(참깨)/일반,1140030004
깨(참깨)/친환경,1140030005
깨(참깨)/GAP,1140030006
"깨(참깨)/김치제조용, 볶은것",1140030007
깨(참깨)/볶은것,1140030008
"깨(참깨)/볶은것, 껍질제거(깐것)",1140030009
"깨(참깨)/간것(가루, 분말)",1140030010
깨(참깨)/껍질제거(깐것),1140030011
깨(흑들깨),1140040001
"깨(흑들깨)/간것(가루, 분말)",1140040002
마름,1140050001
마름/국산,1140050002
샤프란,1140060001
아마란스,1140070001
"어린유채(동초, 겨울초)",1140080001
연씨,1140090001
연씨/말린것(건조),1140090002
연잎,1140100001
연줄기,1140110001
오향,1140120001
오향/말린것(건조),1140120002
"유채(동초, 겨울초(개량종))",1140130001
"유채(동초, 겨울초(개량종))/일반",1140130002
"유채(동초, 겨울초(개량종))/친환경",1140130003
"유채(동초, 겨울초(개량종))/GAP",1140130004
"유채(동초, 겨울초(개량종))/삶은것",1140130005
"유채(동초, 겨울초(재래종))",1140140001
"유채(동초, 겨울초(재래종))/일반",1140140002
"유채(동초, 겨울초(재래종))/친환경",1140140003
"유채(동초, 겨울초(재래종))/GAP",1140140004
"유채(동초, 겨울초(재래종))/삶은것",1140140005
"유채(동초, 겨울초)",1140150001
"유채(동초, 겨울초)/일반",1140150002
"유채(동초, 겨울초)/친환경",1140150003
"유채(동초, 겨울초)/GAP",1140150004
"유채(동초, 겨울초)/데친것",1140150005
"유채(동초, 겨울초)잎",1140160001
치자,1140170001
치자/말린것(건조),1140170002
"치자/간것(가루, 분말)",1140170003
칡뿌리,1140180001
"칡뿌리/말린것(건조), 간것(가루, 분말)",1140180002
가재(갯가재),2010010001
가재(갯가재)/삶은것,2010010002
가재(갯가재)/생것,2010010003
가재(바다가재),2010020001
"가재(바다가재)/삶은것, 비가식부위제거",2010020002
가재(바다가재)/생것,2010020003
게(꽃게),2010030001
게(꽃게)/국산,2010030002
게(꽃게)/외국산,2010030003
게(꽃게)/삶은것,2010030004
게(꽃게)/생것,2010030005
게(꽃게)/다듬은것(손질),2010030006
"게(꽃게)/다듬은것(손질), 토막낸것",2010030007
"게(꽃게)/머리제거(두절), 발끝제거",2010030008
게(꽃게)/발끝제거,2010030009
"게(꽃게)/발끝제거, 절단된것",2010030010
게(꽃게)/절단된것,2010030011
게(꽃게)/토막낸것,2010030012
게(꽃게)/냉장,2010030013
게(꽃게)/냉동,2010030014
게(닭게),2010040001
게(닭게)/삶은것,2010040002
게(닭게)/생것,2010040003
게(대게),2010050001
게(대게)/국산,2010050002
게(대게)/외국산,2010050003
게(대게)/말린것(건조),2010050004
게(대게)/삶은것,2010050005
"게(대게)/삶은것, 비가식부위제거",2010050006
게(대게)/생것,2010050007
게(대게)/냉장,2010050008
게(대게)/냉동,2010050009
게(반게),2010060001
게(반게)/생것,2010060002
게(방게),2010070001
게(방게)/생것,2010070002
게(붉은대게),2010080001
게(붉은대게)/국산,2010080002
게(붉은대게)/외국산,2010080003
게(붉은대게)/말린것(건조),2010080004
게(붉은대게)/삶은것,2010080005
게(붉은대게)/생것,2010080006
게(붉은대게)/냉장,2010080007
게(붉은대게)/냉동,2010080008
게(왕게),2010090001
게(왕게)/삶은것,2010090002
게(왕게)/생것,2010090003
게(참게),2010100001
게(참게)/생것,2010100002
"게(황게, 금게)",2010110001
"게(황게, 금게)/국산",2010110002
"게(황게, 금게)/외국산",2010110003
"게(황게, 금게)/생것",2010110004
"게(황게, 금게)/발끝제거",2010110005
"게(황게, 금게)/발끝제거, 절단된것",2010110006
"게(황게, 금게)/절단된것",2010110007
"게(황게, 금게)/냉장",2010110008
"게(황게, 금게)/냉동",2010110009
새우,2010120001
새우/국산,2010120002
새우/외국산,2010120003
새우/생것,2010120004
새우/냉장,2010120005
새우/냉동,2010120006
새우(가시발새우),2010130001
새우(가시발새우)/생것,2010130002
새우(가재새우),2010140001
새우(가재새우)/국산,2010140002
새우(가재새우)/외국산,2010140003
새우(가재새우)/말린것(건조),2010140004
새우(가재새우)/생것,2010140005
새우(가재새우)/껍질있는것(안깐것),2010140006
새우(가재새우)/머리제거(두절),2010140007
새우(각시흰새우),2010150001
새우(각시흰새우)/생것,2010150002
새우(긴뿔천길새우),2010160001
새우(긴뿔천길새우)/생것,2010160002
새우(꽃새우),2010170001
새우(꽃새우)/국산,2010170002
새우(꽃새우)/외국산,2010170003
새우(꽃새우)/말린것(건조),2010170004
"새우(꽃새우)/말린것(건조), 머리제거(두절)",2010170005
새우(꽃새우)/생것,2010170006
새우(꽃새우)/냉장,2010170007
새우(꽃새우)/냉동,2010170008
새우(닭새우),2010180001
새우(닭새우)/국산,2010180002
새우(닭새우/외국산,2010180003
새우(닭새우)/생것,2010180004
새우(닭새우)/냉장,2010180005
새우(닭새우)/냉동,2010180006
새우(대하),2010190001
새우(대하)/국산,2010190002
새우(대하)/외국산,2010190003
새우(대하)/말린것(건조),2010190004
"새우(대하)/말린것(건조), 머리제거(두절)",2010190005
새우(대하)/생것,2010190006
새우(대하)/냉장,2010190007
새우(대하)/냉동,2010190008
새우(독새우),2010200001
새우(독새우)/국산,2010200002
새우(독새우)/외국산,2010200003
새우(독새우)/튀김용,2010200004
새우(독새우)/말린것(건조),2010200005
새우(독새우)/생것,2010200006
새우(독새우)/냉장,2010200007
새우(독새우)/냉동,2010200008
새우(물렁가시붉은새우),2010210001
새우(물렁가시붉은새우)/생것,2010210002
새우(민물새우),2010220001
새우(민물새우)/생것,2010220002
새우(밥새우),2010230001
새우(밥새우)/외국산,2010230002
새우(밥새우)/말린것(건조),2010230003
새우(밥새우)/생것,2010230004
새우(보리새우),2010240001
새우(보리새우)/국산,2010240002
새우(보리새우)/외국산,2010240003
새우(보리새우)/김치제조용,2010240004
새우(보리새우)/말린것(건조),2010240005
새우(보리새우)/삶은것,2010240006
새우(보리새우)/생것,2010240007
새우(보리새우)/냉장,2010240008
새우(보리새우)/냉동,2010240009
새우(부채새우),2010250001
새우(부채새우)/생것,2010250002
새우(분홍새우),2010260001
새우(분홍새우)/국산,2010260002
새우(분홍새우)/외국산,2010260003
새우(분홍새우)/다시용,2010260004
새우(분홍새우)/말린것(건조),2010260005
새우(분홍새우)/생것,2010260006
새우(분홍새우)/냉장,2010260007
새우(분홍새우)/냉동,2010260008
새우(시바새우(중하)),2010270001
새우(시바새우(중하))/국산,2010270002
새우(시바새우(중하))/외국산,2010270003
새우(시바새우(중하))/말린것(건조),2010270004
새우(시바새우(중하))/생것,2010270005
새우(시바새우(중하))/조미한것,2010270006
새우(시바새우(중하))/냉장,2010270007
새우(시바새우(중하))/냉동,2010270008
새우(왕밥새우),2010280001
새우(왕밥새우)/생것,2010280002
새우(젓새우),2010290001
새우(젓새우)/외국산,2010290002
새우(젓새우)/말린것(건조),2010290003
새우(젓새우)/생것,2010290004
새우(징거미새우),2010300001
새우(징거미새우)/생것,2010300002
새우(철모새우),2010310001
새우(철모새우)/생것,2010310002
새우(펄닭새우),2010320001
새우(펄닭새우)/생것,2010320002
새우(흰다리새우),2010330001
새우(흰다리새우)/외국산,2010330002
새우(흰다리새우)/생것,2010330003
새우(흰다리새우)/껍질있는것(안깐것),2010330004
새우(흰다리새우)/냉장,2010330005
새우(흰다리새우)/냉동,2010330006
새우살,2010340001
새우살/국산,2010340002
새우살/외국산,2010340003
새우살/튀김용,2010340004
새우살/생것,2010340005
새우살/냉장,2010340006
새우살/냉동,2010340007
새우살(가재새우),2010350001
새우살(가재새우)/생것,2010350002
새우살(백새우),2010360001
새우살(백새우)/국산,2010360002
새우살(백새우)/외국산,2010360003
새우살(백새우)/생것,2010360004
새우살(백새우)/냉장,2010360005
새우살(백새우)/냉동,2010360006
새우살(블랙타이거),2010370001
새우살(블랙타이거)/외국산,2010370002
새우살(블랙타이거)/생것,2010370003
새우살(블랙타이거)/냉장,2010370004
새우살(블랙타이거)/냉동,2010370005
새우살(칵테일새우),2010380001
새우살(칵테일새우)/생것,2010380002
새우살(칵테일새우)/냉장,2010380003
새우살(칵테일새우)/냉동,2010380004
새우살(홍새우),2010390001
새우살(홍새우)/국산,2010390002
새우살(홍새우)/외국산,2010390003
새우살(홍새우)/생것,2010390004
새우살(홍새우)/냉장,2010390005
새우살(홍새우)/냉동,2010390006
새우살(흰다리왕새우살),2010400001
새우살(흰다리왕새우살)/외국산,2010400002
새우살(흰다리왕새우살/생것,2010400003
새우살(흰다리왕새우살)/냉장,2010400004
새우살(흰다리왕새우살)/냉동,2010400005
소프트쉘크랩,2010410001
소프트쉘크랩/생것,2010410002
자라,2010420001
자라/생것,2010420002
크릴,2010430001
크릴/삶은것,2010430002
크릴/생것,2010430003
개불,2020010001
개불/생것,2020010002
곤이,2020020001
곤이/생것,2020020002
관자,2020030001
관자/외국산,2020030002
관자/튀김용,2020030003
관자/말린것(건조),2020030004
관자/생것,2020030005
관자/냉장,2020030006
관자/냉동,2020030007
관자살,2020040001
관자살/국산,2020040002
관자살/외국산,2020040003
관자살/생것,2020040004
관자살/냉장,2020040005
관자살/냉동,2020040006
대구곤이,2020050001
대구곤이/생것,2020050002
동태곤이,2020060001
동태곤이/생것,2020060002
멍게,2020070001
멍게/생것,2020070002
멍게(돌멍게(끈멍게)),2020080001
멍게(돌멍게(끈멍게))/생것,2020080002
멍게(붉은멍게),2020090001
멍게(붉은멍게)/생것,2020090002
멍게(우렁쉥이),2020100001
멍게(우렁쉥이)/생것,2020100002
명태곤이,2020110001
명태곤이/생것,2020110002
미더덕,2020120001
미더덕/국산,2020120002
미더덕/생것,2020120003
뱀장어간,2020130001
뱀장어간/생것,2020130002
보라성게알,2020140001
보라성게알/생것,2020140002
성게,2020150001
성게/생것,2020150002
아귀간,2020160001
아귀간/생것,2020160002
오만둥이,2020170001
오만둥이/생것,2020170002
전복내장,2020180001
전복내장/생것,2020180002
해삼,2020190001
해삼/말린것(건조),2020190002
해삼/불린것,2020190003
해삼/생것,2020190004
해삼/냉장,2020190005
해삼/냉동,2020190006
날치알,2030010001
날치알/외국산,2030010002
날치알/생것,2030010003
날치알/냉장,2030010004
날치알/냉동,2030010005
대구알,2030020001
대구알/외국산,2030020002
대구알/생것,2030020003
대구알/냉장,2030020004
대구알/냉동,2030020005
돔발상어알,2030030001
돔발상어알/생것,2030030002
동태알,2030040001
동태알/외국산,2030040002
동태알/생것,2030040003
동태알/냉장,2030040004
동태알/냉동,2030040005
명란,2030050001
명란/생것,2030050002
명태포(명태알포),2030060001
명태포(명태알포)/외국산,2030060002
명태포(명태알포)/말린것(건조),2030060003
명태포(명태알포)/생것,2030060004
"명태포(명태알포)/생것, 절단된것",2030060005
민어알,2030070001
민어알/생것,2030070002
민어알/염장,2030070003
숭어알,2030080001
숭어알/말린것(건조),2030080002
숭어알/생것,2030080003
연어알,2030090001
연어알/생것,2030090002
연어알/염장,2030090003
청어알,2030100001
청어알/말린것(건조),2030100002
청어알/생것,2030100003
청어알/염장,2030100004
가다랑어,2040010001
가다랑어/외국산,2040010002
"가다랑어/고명용, 말린것(건조)",2040010003
"가다랑어/육수용, 말린것(건조)",2040010004
가다랑어/말린것(건조),2040010005
"가다랑어/말린것(건조), 간것(가루, 분말), 다듬은것(손질)",2040010006
가다랑어/반건조,2040010007
가다랑어/생것,2040010008
"가다랑어/생것, 절단된것",2040010009
가다랑어(붉은살),2040020001
가다랑어(붉은살)/생것,2040020002
"가다랑어(붉은살)/생것, 절단된것",2040020003
가다랑어(흰살),2040030001
가다랑어(흰살)/생것,2040030002
"가다랑어(흰살)/생것, 절단된것",2040030003
가물치,2040040001
가물치/생것,2040040002
"가물치/생것, 절단된것",2040040003
가시망둑,2040050001
가시망둑/생것,2040050002
"가시망둑/생것, 절단된것",2040050003
가오리,2040060001
가오리/생것,2040060002
"가오리/생것, 절단된것",2040060003
가오리/조미한것,2040060004
가오리(나비가오리),2040070001
가오리(나비가오리)/생것,2040070002
"가오리(나비가오리)/생것, 절단된것",2040070003
가오리(노랑가오리),2040080001
가오리(노랑가오리)/생것,2040080002
"가오리(노랑가오리)/생것, 절단된것",2040080003
가오리(목탁가오리),2040090001
가오리(목탁가오리)/생것,2040090002
"가오리(목탁가오리)/생것, 절단된것",2040090003
가오리(전기가오리),2040100001
가오리(전기가오리)/생것,2040100002
"가오리(전기가오리)/생것, 절단된것",2040100003
가자미,2040110001
가자미/국산,2040110002
가자미/외국산,2040110003
"가자미/강정용, 깍둑썰기, 순살",2040110004
"가자미/강정용, 순살",2040110005
가자미/전용,2040110006
"가자미/전용, 껍질제거(깐것), 순살",2040110007
가자미/반건조,2040110008
가자미/생것,2040110009
"가자미/생것, 절단된것",2040110010
"가자미/껍질제거(깐것), 순살",2040110011
"가자미/내장제거, 비가식부위제거, 절단된것",2040110012
"가자미/다듬은것(손질), 절단된것",2040110013
가자미/냉장,2040110014
가자미/냉동,2040110015
가자미(각시가자미),2040120001
가자미(각시가자미)/생것,2040120002
"가자미(각시가자미)/생것, 절단된것",2040120003
가자미(검정가자미),2040130001
가자미(검정가자미)/생것,2040130002
"가자미(검정가자미)/생것, 절단된것",2040130003
가자미(돌가자미),2040140001
가자미(돌가자미)/외국산,2040140002
가자미(돌가자미)/생것,2040140003
"가자미(돌가자미)/생것, 절단된것",2040140004
가자미(문치가자미),2040150001
가자미(문치가자미)/생것,2040150002
"가자미(문치가자미)/생것, 절단된것",2040150003
가자미(범가자미),2040160001
가자미(범가자미)/생것,2040160002
"가자미(범가자미)/생것, 절단된것",2040160003
가자미(술봉가자미),2040170001
가자미(술봉가자미)/생것,2040170002
"가자미(술봉가자미)/생것, 절단된것",2040170003
가자미(용가자미),2040180001
가자미(용가자미)/생것,2040180002
"가자미(용가자미)/생것, 절단된것",2040180003
가자미(줄가자미),2040190001
가자미(줄가자미)/생것,2040190002
"가자미(줄가자미)/생것, 절단된것",2040190003
가자미(참가자미),2040200001
가자미(참가자미)/생것,2040200002
"가자미(참가자미)/생것, 절단된것",2040200003
가자미(혀가자미),2040210001
가자미(혀가자미)/생것,2040210002
"가자미(혀가자미)/생것, 절단된것",2040210003
가자미살,2040220001
가자미살/외국산,2040220002
가자미살/강정용,2040220003
가자미살/생것,2040220004
"가자미살/생것, 절단된것",2040220005
가자미살/껍질있는것(안깐것),2040220006
가자미살/냉장,2040220007
가자미살/냉동,2040220008
건임연수포,2040230001
건임연수포/생것,2040230002
"건임연수포/생것, 절단된것",2040230003
갈전갱이,2040240001
갈전갱이/생것,2040240002
"갈전갱이/생것, 절단된것",2040240003
갈치,2040250001
갈치/국산,2040250002
갈치/외국산,2040250003
"갈치/구이용, 내장제거, 비가식부위제거, 절단된것",2040250004
"갈치/구이용, 비가식부위제거",2040250005
"갈치/전용, 비가식부위제거",2040250006
"갈치/조림용, 내장제거, 비가식부위제거, 절단된것",2040250007
갈치/말린것(건조),2040250008
갈치/생것,2040250009
"갈치/생것, 절단된것",2040250010
"갈치/내장제거, 비가식부위제거, 절단된것",2040250011
"갈치/다듬은것(손질), 절단된것",2040250012
갈치/냉장,2040250013
갈치/냉동,2040250014
갈치(얼간품),2040260001
갈치살,2040270001
갈치살/국산,2040270002
갈치살/외국산,2040270003
갈치살/반건조,2040270004
갈치살/생것,2040270005
"갈치살/생것, 절단된것",2040270006
갈치살/냉장,2040270007
갈치살/냉동,2040270008
강달이,2040280001
강달이/생것,2040280002
"강달이/생것, 절단된것",2040280003
강준치,2040290001
강준치/생것,2040290002
"강준치/생것, 절단된것",2040290003
건가자미포,2040300001
건가자미포/생것,2040300002
"건가자미포/생것, 절단된것",2040300003
건갈치포,2040310001
건갈치포/외국산,2040310002
건갈치포/생것,2040310003
"건갈치포/생것, 절단된것",2040310004
건장어,2040320001
건장어/생것,2040320002
"건장어/생것, 절단된것",2040320003
게르치,2040330001
게르치/생것,2040330002
"게르치/생것, 절단된것",2040330003
고등어,2040340001
고등어/국산,2040340002
고등어/외국산,2040340003
"고등어/구이용, 염장, 내장제거, 비가식부위제거, 절단된것",2040340004
"고등어/구이용, 내장제거, 비가식부위제거, 절단된것",2040340005
"고등어/구이용, 다듬은것(손질), 절단된것",2040340006
"고등어/구이용, 비가식부위제거",2040340007
"고등어/전용, 비가식부위제거",2040340008
"고등어/조림용, 염장, 내장제거, 비가식부위제거, 절단된것",2040340009
"고등어/조림용, 내장제거, 비가식부위제거, 절단된것",2040340010
"고등어/조림용, 다듬은것(손질), 절단된것",2040340011
"고등어/조림용, 비가식부위제거",2040340012
고등어/말린것(건조),2040340013
"고등어/말린것(건조), 절단된것",2040340014
고등어/반건조,2040340015
"고등어/반건조, 절단된것",2040340016
고등어/생것,2040340017
"고등어/생것, 절단된것",2040340018
고등어/염장,2040340019
"고등어/염장, 절단된것",2040340020
고등어/순살,2040340021
고등어/냉장,2040340022
고등어/냉동,2040340023
고등어살,2040350001
고등어살/국산,2040350002
고등어살/외국산,2040350003
고등어살/생것,2040350004
"고등어살/생것, 절단된것",2040350005
고등어살/염장,2040350006
고등어살/냉장,2040350007
고등어살/냉동,2040350008
고래고기,2040360001
고래고기/생것,2040360002
"고래고기/생것, 절단된것",2040360003
고래고기(꼬리),2040370001
고래고기(꼬리)/생것,2040370002
"고래고기(꼬리)/생것, 절단된것",2040370003
고래고기(꼬리)/냉장,2040370004
고래고기(꼬리)/냉동,2040370005
고래고기(복부정육),2040380001
고래고기(복부정육)/생것,2040380002
"고래고기(복부정육)/생것, 절단된것",2040380003
고래고기(복부지육),2040390001
고래고기(복부지육)/생것,2040390002
"고래고기(복부지육)/생것, 절단된것",2040390003
고래고기(붉은살),2040400001
고래고기(붉은살)/생것,2040400002
