식품명,식재료코드
혼합음료(사과허브음료),4162290001
"혼합음료(우유, 두유 혼합)",4162300001
"혼합음료(우유, 주스 혼합)/복숭아맛",4162310001
"혼합음료(우유, 주스 혼합)/사과맛",4162310002
"혼합음료(우유, 주스 혼합)/포도맛",4162310003
"혼합음료(우유, 주스 혼합)/초코맛",4162310004
"혼합음료(우유, 주스 혼합)/바나나맛",4162310005
"혼합음료(우유, 주스 혼합)/감귤맛",4162310006
혼합음료(자두매실음료),4162320001
혼합이온음료,4162330001
혼합주스(골드키위배주스),4162340001
혼합주스(골드키위파인애플주스),4162350001
혼합주스(꿀유자주스),4162360001
혼합주스(딸기바나나주스),4162370001
혼합주스(딸기석류주스),4162380001
혼합주스(라임레몬주스),4162390001
혼합주스(망고치아씨드주스),4162400001
혼합주스(망고파인애플주스),4162410001
혼합주스(사과채소주스),4162420001
혼합주스(석류사과주스),4162430001
혼합주스(오렌지망고주스),4162440001
혼합주스(오렌지참외주스),4162450001
혼합주스(오렌지채소주스),4162460001
혼합주스(자몽석류주스),4162470001
혼합주스(키위사과주스),4162480001
혼합주스(파인애플치아씨드주스),4162490001
혼합주스(홍삼망고사과주스),4162500001
혼합주스(홍삼사과주스),4162510001
혼합주스(홍삼포도주스),4162520001
홍삼음료,4162530001
화채(멜론화채),4162540001
화채(복숭아화채),4162550001
화채(수박화채),4162560001
화채(파인애플화채),4162570001
간장,4170010001
간장/장아찌용,4170010002
간장/조림용,4170010003
간장/저염,4170010004
간장(양조간장),4170020001
간장(양조간장)/국산,4170020002
간장(양조간장)/친환경,4170020003
간장(양조간장)/소포장,4170020004
간장(어간장),4170030001
간장(어간장)/친환경,4170030002
간장(왜간장),4170040001
간장(왜간장)/김치제조용,4170040002
간장(재래간장),4170050001
간장(재래간장)/국산,4170050002
간장(재래간장)/친환경,4170050003
간장(재래간장)/전통식품인증,4170050004
간장(재래간장)/소포장,4170050005
간장(죽염국간장),4170060001
간장(참치액간장(쯔유)),4170070001
간장(홍게간장),4170080001
고추장,4170090001
고추장/친환경,4170090002
고추장/전통식품인증,4170090003
고추장/소포장,4170090004
고추장(고추장볶음),4170100001
고추장(고추장소스),4170110001
"고추장(고추장소스)/볶음용, 매운맛",4170110002
고추장(냉면장),4170120001
고추장(마늘고추장),4170130001
고추장(매실고추장),4170140001
고추장(보리고추장),4170150001
고추장(비빔국수장),4170160001
고추장(비빔장),4170170001
고추장(쌀고추장),4170180001
고추장(쌀고추장)/국산,4170180002
고추장(영양강화(칼슘)),4170190001
고추장(요리고추장),4170200001
고추장(전통고추장),4170210001
고추장(전통고추장)/국산,4170210002
고추장(전통고추장)/전통식품인증,4170210003
"고추장(전통고추장)/전통식품인증, 소포장",4170210004
고추장(찰고추장),4170220001
고추장(찹쌀고추장),4170230001
고추장(태양초고추장),4170240001
고추장(현미고추장),4170250001
된장,4170260001
된장/국산,4170260002
된장/외국산,4170260003
된장/친환경,4170260004
된장/소포장,4170260005
된장(가루된장),4170270001
된장(검은콩된장),4170280001
된장(메주된장),4170290001
된장(믹스된장),4170300001
된장(보리된장),4170310001
된장(생된장),4170320001
된장(쌀된장),4170330001
된장(양조된장(개량식)),4170340001
된장(양조된장(개량식))/소포장,4170340002
된장(양조된장),4170350001
된장(요리된장),4170360001
된장(요리된장)/해물맛,4170360002
된장(요리된장)/소포장,4170360003
된장(일본된장(영양강화)),4170370001
된장(일본된장),4170380001
된장(일본된장)/소포장,4170380002
된장(전통된장),4170390001
된장(전통된장)/전통식품인증,4170390002
"된장(전통된장)/전통식품인증, 소포장",4170390003
된장(찌개된장),4170400001
된장(콩된장),4170410001
메주,4170420001
쌈장(혼합장),4170430001
쌈장(혼합장)/소포장,4170430002
청국장,4170440001
청국장/국산,4170440002
청국장/친환경,4170440003
청국장/전통식품인증,4170440004
청국장/소포장,4170440005
청국장(낫토(일본식청국장)),4170450001
청국장(뽕잎청국장),4170460001
청국장(생청국장),4170470001
청국장(재래식청국장),4170480001
청국장(홍삼청국장),4170490001
초고추장,4170500001
초고추장(요리초고추장),4170510001
춘장(볶음춘장(자장)),4170520001
춘장(쌀춘장(자장)),4170530001
춘장(자장),4170540001
춘장(자장)/소포장,4170540002
춘장(자장소스),4170550001
춘장(자장소스)/볶음용,4170550002
오렌지마멀레이드,4180010001
잼(감귤잼),4180020001
잼(딸기잼),4180030001
잼(딸기잼)/국산,4180030002
잼(딸기잼)/친환경,4180030003
잼(딸기잼)/소포장,4180030004
잼(마늘쑥잼),4180040001
잼(마늘호박잼),4180050001
잼(망고잼),4180060001
잼(복숭아잼),4180070001
잼(블루베리잼),4180080001
잼(블루베리잼)/친환경,4180080002
잼(사과잼),4180090001
잼(사과잼)/친환경,4180090002
잼(살구잼),4180100001
잼(유자잼),4180110001
잼(포도잼)/소(小),4180120001
잼(포도잼)/중(中),4180130001
잼(포도잼),4180140001
고구마사탕조림,4190010001
김치(갓김치),4190020001
김치(고들빼기김치),4190030001
김치(깍두기),4190040001
김치(깻잎김치),4190050001
김치(나박김치),4190060001
김치(동치미),4190070001
김치(맛김치),4190080001
김치(맛김치)/숙성시킨것,4190080002
김치(무말랭이김치),4190090001
김치(무배추나박김치),4190100001
김치(무청김치),4190110001
김치(배추겉절이),4190120001
김치(배추김치),4190130001
김치(배추김치)/숙성시킨것,4190130002
김치(배추물김치),4190140001
김치(백김치),4190150001
김치(보쌈김치),4190160001
김치(보쌈김치)/썬것,4190160002
김치(봄동겉절이),4190170001
김치(부추김치),4190180001
김치(섞박지),4190190001
김치(순무김치),4190200001
김치(양배추김치),4190210001
김치(양파장김치),4190220001
김치(얼갈이겉절이),4190230001
김치(열무김치),4190240001
김치(열무물김치),4190250001
김치(오이김치),4190260001
김치(오이백김치),4190270001
김치(오이소박이),4190280001
김치(유채김치),4190290001
김치(총각김치),4190300001
김치(파김치),4190310001
김치(포기김치),4190320001
깻잎지절임,4190330001
깻잎지절임(간장),4190340001
깻잎지절임(된장),4190350001
다시마조림,4190360001
다시마조림(연어),4190370001
단무지,4190380001
"단무지/친환경, 김밥용",4190380002
"단무지/무색소, 김밥용",4190380003
단무지/김밥용,4190380004
단무지(꼬들단무지),4190390001
단무지(꼬들단무지)/친환경,4190390002
단무지(꼬들단무지)/무색소,4190390003
단무지(반달슬라이스단무지),4190400001
단무지(반달슬라이스단무지)/친환경,4190400002
단무지(반달슬라이스단무지)/무색소,4190400003
단무지(부채단무지),4190410001
단무지(스틱단무지),4190420001
단무지(스틱단무지)/친환경,4190420002
단무지(스틱단무지)/무색소,4190420003
단무지(온달슬라이스단무지),4190430001
단무지(온달슬라이스단무지)/친환경,4190430002
단무지(온달슬라이스단무지)/무색소,4190430003
단무지(통단무지(관단무지)),4190440001
단무지(한입단무지),4190450001
단무지(한입단무지)/친환경,4190450002
단무지(한입단무지)/무색소,4190450003
돼지고기장조림,4190460001
락교,4190470001
락교/생것,4190470002
레몬청,4190480001
망둥이설탕조림(문절망둑),4190490001
매실청,4190500001
명이나물절임(산마늘절임),4190510001
무말랭이무침,4190520001
무생채,4190530001
무쌈,4190540001
무쌈/절단된것,4190540002
무쌈(녹차),4190550001
무쌈(녹차고추냉이),4190560001
무쌈(레몬),4190570001
무쌈(블루베리무쌈),4190580001
무쌈(비트무쌈),4190590001
무쌈(석류매실),4190600001
무쌈(석류매실)/친환경,4190600002
무쌈(석류매실무쌈),4190610001
무쌈(석류매실무쌈)/친환경,4190610002
무쌈(파인애플무쌈),4190620001
민물빙어설탕조림,4190630001
복숭아당조림,4190640001
불동꼴뚜기조림,4190650001
불동꼴뚜기조림/구운것,4190650002
불동꼴뚜기조림/냉동,4190650003
삭힌고추,4190660001
아미조림,4190670001
연어다시마조림,4190680001
연어다시마조림/가는채,4190680002
연어다시마조림/냉동,4190680003
연어찌기절임,4190690001
오복채,4190700001
우엉(채)조림,4190710001
우엉조림,4190720001
유자청,4190730001
"유채(동초, 겨울초)겉절이",4190740001
은어설탕조림,4190750001
자몽청,4190760001
장아찌(고추장아찌),4190770001
장아찌(고추장아찌)/김치제조용,4190770002
장아찌(마늘장아찌),4190780001
장아찌(마늘종장아찌),4190790001
"장아찌(매실우메보시, 염건)",4190800001
장아찌(매실장아찌),4190810001
장아찌(무장아찌),4190820001
장아찌(염교장아찌),4190830001
장아찌(오이지),4190840001
장아찌(오이지)/슬라이스,4190840002
장아찌(울외장아찌(나라쓰게)),4190850001
장조림(독새우장조림),4190860001
장조림(망둥이장조림(문절망둑)),4190870001
장조림(모시조개장조림),4190880001
장조림(민물빙어장조림),4190890001
절임배추,4190900001
절임상추,4190910001
젓새우조림,4190920001
조림김,4190930001
조림김/친환경,4190930002
칠리페퍼,4190940001
편강,4190950001
피클(모둠채소피클),4190960001
피클(모둠피클),4190970001
피클(무피클),4190980001
피클(배추피클),4190990001
피클(비트뿌리피클),4191000001
피클(생강초절임),4191010001
피클(숙과),4191020001
피클(양배추깻잎피클),4191030001
피클(양배추피클),4191040001
피클(연근피클),4191050001
피클(오이피클),4191060001
피클(오이피클)/친환경,4191060002
피클(오이피클)/슬라이스,4191060003
피클(올리브초절임),4191070001
피클(전어피클),4191080001
피클(천사갓피클),4191090001
피클(청과),4191100001
가쓰오메밀장국,4200010001
가쓰오부시 과립,4200020001
가쓰오부시메밀소스,4200030001
가쓰오우동소스,4200040001
가쓰오우동장국,4200050001
갈릭레몬소스,4200060001
갈릭소스,4200070001
갈릭치즈소스,4200080001
강정소스,4200090001
강정소스(갈릭강정소스),4200100001
겨자소스,4200110001
겨자페이스트,4200120001
고기소스,4200130001
고추냉이페이스트,4200140001
고추마늘소스,4200150001
고춧가루,4200160001
고춧가루/국산,4200160002
고춧가루/외국산,4200160003
고춧가루/친환경,4200160004
고춧가루/김치제조용,4200160005
고춧가루/장용,4200160006
고춧가루(고운고춧가루),4200170001
고춧가루(고운고춧가루)/친환경,4200170002
고형카레,4200180001
고형카레/순한맛,4200180002
고형카레/매운맛(下),4200180003
고형카레/매운맛,4200180004
곱창볶음소스,4200190001
굴소스,4200200001
굴소스/국산,4200200002
굴소스/상급품,4200200003
굴소스/볶음용,4200200004
굴소스/매운맛,4200200005
굴소스/소포장,4200200006
깐쇼칠리소스,4200210001
깐풍기소스,4200220001
깨,4200230001
냉면장,4200240001
누에(동충하초),4200250001
닭요리소스,4200260001
덮밥소스(김치참치덮밥),4200270001
덮밥소스(낙지덮밥),4200280001
덮밥소스(닭갈비덮밥),4200290001
덮밥소스(닭고기덮밥),4200300001
덮밥소스(불고기덮밥),4200310001
덮밥소스(쇠고기덮밥),4200320001
덮밥소스(오삼불고기덮밥),4200330001
덮밥소스(제육덮밥),4200340001
덮밥소스(해물버섯덮밥),4200350001
데리야끼소스,4200360001
데리야끼소스/마늘맛,4200360002
데리야끼소스/매운맛,4200360003
데리야끼소스(일식데리야끼소스),4200370001
데미글라스소스,4200380001
데미글라스소스믹스,4200390001
돈가스소스,4200400001
돈가스소스(일식돈가스소스),4200410001
돈코츠소스,4200420001
돼지갈비양념,4200430001
돼지갈비양념/매운맛,4200430002
돼지고기양념,4200440001
두반장소스,4200450001
드레싱/바나나맛,4200460001
드레싱(갈릭드레싱),4200470001
드레싱(논오일샐러드드레싱),4200480001
드레싱(된장드레싱),4200490001
드레싱(딸기드레싱),4200500001
드레싱(딸기요거트드레싱),4200510001
드레싱(레몬드레싱),4200520001
드레싱(망고드레싱),4200530001
드레싱(머스터드드레싱),4200540001
드레싱(발사믹드레싱),4200550001
드레싱(블루베리드레싱),4200560001
드레싱(사우전드아일랜드드레싱),4200570001
드레싱(샐러드드레싱),4200580001
드레싱(석류드레싱),4200590001
드레싱(스위트크림드레싱),4200600001
드레싱(시저드레싱),4200610001
드레싱(아몬드호두드레싱),4200620001
드레싱(양파드레싱),4200630001
드레싱(양파크림드레싱),4200640001
드레싱(오렌지샐러드드레싱),4200650001
드레싱(오리엔탈드레싱),4200660001
드레싱(올리브발사믹드레싱),4200670001
드레싱(요구르트드레싱),4200680001
드레싱(유자드레싱),4200690001
드레싱(이탈리안드레싱),4200700001
드레싱(자몽드레싱),4200710001
드레싱(참깨오리엔탈드레싱),4200720001
드레싱(참깨흑임자드레싱),4200730001
드레싱(채소샐러드드레싱),4200740001
드레싱(케이준드레싱),4200750001
드레싱(콘샐러드드레싱),4200760001
드레싱(콜슬로드레싱),4200770001
드레싱(크림드레싱),4200780001
드레싱(키위드레싱),4200790001
드레싱(파인애플드레싱),4200800001
드레싱(포도드레싱),4200810001
드레싱(프렌치드레싱),4200820001
드레싱(허니머스터드드레싱),4200830001
드레싱(허니요거트드레싱),4200840001
드레싱(화이트드레싱),4200850001
떡볶이소스,4200860001
떡볶이소스/매운맛,4200860002
떡볶이소스(로제),4200860003
떡볶이소스(크림),4200860004
라면수프,4200870001
락토소스,4200880001
레구르토소스,4200890001
레몬소스,4200900001
레몬파닭소스,4200910001
레인보우,4200920001
마늘콩소스,4200930001
마요네즈,4200940001
마요네즈/친환경,4200940002
마요네즈/소포장,4200940003
마요네즈/튜브포장,4200940004
마요네즈(난황),4200950001
마요네즈(유정란),4200960001
마요네즈(전란),4200970001
마요네즈(전란)/소포장,4200970002
마파두부소스,4200980001
맛술,4200990001
매실소스,4201000001
머스터드소스,4201010001
머스터드소스/소포장,4201010002
메밀장국,4201020001
멸치장국,4201030001
바닐라향,4201040001
바비큐머스터드소스,4201050001
바비큐소스,4201060001
바비큐소스/매운맛,4201060002
바비큐소스/숯불맛,4201060003
바비큐폭립소스,4201070001
바질가루(바실가루),4201080001
발사믹글레이즈,4201090001
발사믹소스,4201100001
발사믹크림소스,4201110001
복합조미식품,4201120001
복합조미식품(밑국물내기),4201130001
복합조미식품(혼다시),4201140001
볶음소스/매운맛,4201150001
북경식탕수소스,4201160001
불고기소스,4201170001
불고기양념,4201180001
불고기양념(고추장),4201190001
불닭불고기양념,4201200001
불닭소스,4201210001
불폭탄소스,4201220001
브라운소스,4201230001
비빔냉면양념장,4201240001
비빔장,4201250001
사골엑기스,4201260001
사워크림소스,4201270001
살사소스,4201280001
생강페이스트,4201290001
소갈비양념,4201300001
쇠고기맛부용베이스,4201310001
소금(고운소금),4201320001
소금(구운소금),4201330001
소금(굵은소금),4201340001
소금(굵은소금)/김치제조용,4201340002
소금(꽃소금),4201350001
소금(마늘함유),4201360001
소금(맛소금),4201370001
소금(볶은소금),4201380001
소금(솔트)/허브맛,4201390001
소금(정제염),4201400001
소금(죽염),4201410001
소금(천일염),4201420001
소금(함초함유),4201430001
소불고기양념,4201440001
소스/볶음용,4201450001
"소스/볶음용, 매운맛",4201450002
소스/매운맛,4201450003
숯불바비큐소스,4201460001
스리라차소스,4201470001
스위트칠리소스,4201480001
스위트칠리소스/소포장,4201480002
스테이크소스,4201490001
스테이크소스(갈릭스테이크소스),4201500001
스테이크소스(과일스테이크소스),4201510001
스테이크소스(오리엔탈스테이크소스),4201520001
스테이크소스(페퍼스테이크소스),4201530001
스테이크소스(하우스스테이크소스),4201540001
스테이크소스(후르츠스테이크소스),4201550001
스파게티소스,4201560001
스파게티소스(로제소스),4201570001
스파게티소스(미트소스),4201580001
스파게티소스(미트소스)/냉동,4201580002
스파게티소스(병조림),4201590001
스파게티소스(볼로냐소스),4201600001
스파게티소스(볼로냐소스)/냉장,4201600002
스파게티소스(알리오올리오),4201610001
스파게티소스(크림소스),4201620001
스파게티소스(크림소스)/냉동,4201620002
스파게티소스(토마토소스),4201630001
스파게티소스(토마토소스)/냉동,4201630002
시즈닝/양파맛,4201640001
식초/김치제조용,4201650001
식초(감식초),4201660001
식초(레몬식초),4201670001
식초(매실식초),4201680001
식초(발사믹식초),4201690001
식초(배식초),4201700001
식초(사과식초),4201710001
식초(쌀식초),4201720001
식초(알로에식초),4201730001
식초(양조식초),4201740001
식초(포도식초),4201750001
식초(현미식초),4201760001
식초(화이트식초),4201770001
실고추,4201780001
실고추/일반,4201780002
실고추/친환경,4201780003
실고추/GAP,4201780004
쌀국수소스,4201790001
아이올리소스,4201800001
안동찜닭양념,4201810001
약재/백숙용,4201820001
양념치킨소스,4201830001
양념치킨소스/순한맛,4201830002
양념치킨소스/매운맛,4201830003
양념통닭소스,4201840001
오레가노,4201850001
오리엔탈소스,4201860001
와사비,4201870001
와사비마요네즈,4201880001
와사비페이스트,4201890001
요리용양념장,4201900001
요리용양념장/부대찌개용,4201900002
우동장국,4201910001
우스터소스,4201920001
우스터소스/소포장,4201920002
우족국물,4201930001
육수(가다랑어삶은육수),4201940001
육수(갈비탕육수),4201950001
육수(냉면육수),4201960001
육수(닭뼈육수),4201970001
육수(닭육수),4201980001
육수(돈사골육수),4201990001
육수(동치미육수),4202000001
육수(디포리육수),4202010001
육수(메밀장국육수),4202020001
육수(멸치육수),4202030001
육수(묵사발육수),4202040001
육수(물냉면육수)/사골맛,4202050001
육수(바지락육수),4202060001
육수(북어육수),4202070001
육수(사골육수),4202080001
육수(쇠고기육수),4202090001
육수(쌀국수육수),4202100001
육수(어묵육수),4202110001
육수(우동육수),4202120001
육수(짬뽕육수),4202130001
육수(해물육수),4202140001
육수본,4202150001
육수본(가쓰오육수본),4202160001
육수본(자연재료육수본),4202170001
육수본(조개육수본),4202180001
잠발라야(잠발라)소스,4202190001
제육볶음소스,4202200001
젤라틴,4202210001
조미분,4202220001
조미소,4202230001
중화매실소스,4202240001
중화소스,4202250001
중화풍볶음소스,4202260001
짬뽕소스,4202270001
짬뽕소스(나가사키짬뽕소스),4202280001
짬뽕소스(백짬뽕소스),4202290001
참치장국,4202300001
챠이나칩스,4202310001
치킨부용베이스,4202320001
칠리소스,4202330001
칠미정,4202340001
캐러멜소스,4202350001
카레,4202360001
카레소스,4202370001
푸팟퐁커리소스,4202370002
케이퍼,4202380001
크릴페이스트,4202390001
타르타르소스,4202400001
타르타르소스/소포장,4202400002
타르타르소스(감귤타르타르소스),4202410001
타르타르소스(비트라임타르타르소스),4202420001
타코야끼소스,4202430001
탄두리소스,4202440001
탄두리치킨양념소스,4202450001
탕수육소스,4202460001
탕수육소스(간장),4202470001
탕수육소스(레몬),4202480001
탕수육소스(케첩),4202490001
템페,4202500001
토마토소스,4202510001
토마토카레소스,4202520001
토마토케첩,4202530001
토마토케첩/친환경,4202530002
"토마토케첩/소(小), 튜브포장",4202530003
토마토케첩/소포장,4202530004
토마토케첩/스파우트팩포장,4202530005
토마토케첩/파우치포장,4202530006
토마토페이스트,4202540001
토마토페이스트/친환경,4202540002
토마토페이스트/소포장,4202540003
토스트소스,4202550001
파닭소스,4202560001
팽창제,4202570001
팽창제(NaAISO₄),4202580001
팽창제(베이킹파우더인산),4202590001
피시소스,4202600001
피자소스,4202610001
피자소스(고르곤졸라),4202620001
피자소스(토마토),4202630001
피칸테소스,4202640001
"피클링스파이스, 올스파이스",4202650001
핫소스,4202660001
해물소스/볶음용,4202670001
해산물소스,4202680001
해파리냉채소스,4202690001
향신료,4202700001
허니머스터드소스,4202710001
허니머스터드소스/소포장,4202710002
허브가루,4202720001
혼합다시,4202730001
혼합다시(강우혼합다시),4202740001
혼합다시(모둠건어물)/다시용,4202750001
홀그레인머스터드소스,4202760001
홀스래디쉬소스,4202770001
후리카케,4202780001
후리카케/채소맛,4202780002
후리카케/해물맛,4202780003
후리카케(복합조미식품),4202790001
후추,4202800001
후추(검은색),4202810001
후추(검은통후추),4202820001
후추(흰색),4202830001
후춧가루(검은색),4202840001
후춧가루(흰색),4202850001
훈제향소스,4202860001
마라소스(마라탕소스),4202870001
체다치즈소스,4202880001
바질페스토,4202890001
드레싱(랜치드레싱),4202900001
1급브랜디(알코올 42%),4210010001
1급위스키(알코올 40%),4210020001
2급브랜디(알코올 39%),4210030001
2급위스키(알코올 39%),4210040001
37도 진,4210050001
40도 보드카,4210060001
47도 진,4210070001
50도 보드카,4210080001
단포도주,4210090001
드라이진,4210100001
럼,4210110001
막걸리,4210120001
매실주,4210130001
맥주,4210140001
맥주(생맥주),4210150001
맥주(합성맥주),4210160001
맥주(흑맥주),4210170001
백포도주,4210180001
샴페인,4210190001
소주,4210200001
오가피주,4210210001
적포도주,4210220001
청주,4210230001
칵테일(데이커리 칵테일),4210240001
칵테일(데킬라선라이즈 칵테일),4210250001
칵테일(마티니 칵테일),4210260001
칵테일(맨하탄 칵테일),4210270001
칵테일(버번앤소다 칵테일),4210280001
칵테일(블러드메리 칵테일),4210290001
칵테일(스크류드라이버 칵테일),4210300001
칵테일(위스키사우어 칵테일),4210310001
칵테일(진토닉 칵테일),4210320001
칵테일(크랜베리주스 칵테일),4210330001
칵테일(페퍼민트 칵테일),4210340001
칵테일(피냐콜라다 칵테일),4210350001
특급브랜디(알코올 43%),4210360001
특급위스키(알코올 43%),4210370001
김밥,4220010001
김밥(김치김밥),4220020001
김밥(샐러드김밥),4220030001
김밥(쇠고기김밥),4220040001
김밥(참치김밥),4220050001
김밥(참치김치김밥),4220060001
김밥(치즈김밥),4220070001
두부날치알샌드,4220080001
밥,4220090001
버거(게살버거),4220100001
버거(새우버거),4220110001
버거(오징어버거),4220120001
버거(치즈버거),4220130001
버거(콩고기버거),4220140001
버거(피쉬버거),4220150001
버거(햄버거),4220160001
보리밥,4220170001
보리밥(열매보리밥),4220180001
볶음밥,4220190001
볶음밥(김치볶음밥),4220200001
볶음밥(새우볶음밥)/냉동,4220210001
볶음밥(해물볶음밥),4220220001
볶음밥(햄볶음밥)/냉동,4220230001
"샌드위치(달걀, 치즈샌드위치)",4220240001
샌드위치(닭고기샌드위치),4220250001
샌드위치(몬테크리스토),4220260001
샌드위치(생선샌드위치),4220270001
샌드위치(쇠고기샌드위치),4220280001
샌드위치(참치샌드위치),4220290001
샌드위치(크림샌드위치),4220300001
"샌드위치(햄, 치즈샌드위치)",4220310001
오믈렛,4220320001
오믈렛(생크림오믈렛),4220330001
오믈렛(참치오믈렛),4220340001
오믈렛(치즈오믈렛),4220350001
오믈렛(피자오믈렛),4220360001
타코,4220370001
감자볼,4230010001
고구마가스,4230020001
고구마가스/친환경,4230020002
고구마맛탕,4230030001
고구마치즈스틱,4230040001
고기부각,4230050001
고기소스레토르트,4230060001
고추순살치킨,4230070001
고추잡채김말이,4230080001
구이/떡갈비맛,4230090001
구이(맥적구이),4230100001
국(다슬기국),4230110001
국(미역국),4230120001
국(북어국),4230130001
국(재첩국),4230140001
군만두,4230150001
군만두(김치군만두),4230160001
군만두(닭군만두),4230170001
군만두(라이스군만두),4230180001
군만두(매운군만두),4230190001
군만두(버섯군만두),4230200001
군만두(새우군만두),4230210001
군만두(오징어군만두),4230220001
군만두(완당군만두),4230230001
군만두(우리밀군만두),4230240001
군만두(잡채군만두),4230250001
군만두(채소군만두),4230260001
군만두(치즈타코군만두),4230270001
군만두(콩고기군만두),4230280001
군만두(피자군만두),4230290001
군만두(해물군만두),4230300001
김치김말이,4230310001
깐쇼새우,4230320001
깐풍기,4230330001
꿔바로우,4230340001
너겟(고칼슘너겟),4230350001
너겟(고칼슘너겟)/친환경,4230350002
너겟(꿔바로우너겟),4230360001
너겟(새우너겟),4230370001
너겟(양념치킨너겟),4230380001
너겟(양념치킨너겟)/친환경,4230380002
너겟(오징어너겟),4230390001
너겟(잡채너겟),4230400001
너겟(채소치킨너겟),4230410001
너겟(채소치킨너겟)/친환경,4230410002
너겟(치즈너겟),4230420001
너겟(치즈너겟)/친환경,4230420002
너겟(치킨너겟),4230430001
너겟(치킨너겟)/친환경,4230430002
너겟(콩고기너겟),4230440001
너겟(콩고기너겟)/친환경,4230440002
너겟(크래미너겟),4230450001
너겟(크런치치킨너겟),4230460001
너겟(크리스피치킨너겟),4230470001
너겟(피쉬너겟),4230480001
너겟(해물너겟),4230490001
너겟(허니버터콘너겟),4230500001
녹두빈대떡/반죽,4230510001
눈꽃치킨,4230520001
닭가슴살가라아게,4230530001
닭가슴살가스,4230540001
닭가슴살치킨,4230550001
닭가슴살파우치,4230560001
닭개장,4230570001
닭곰탕(닭육수),4230580001
당근두부부침,4230590001
돈가스,4230600001
돈가스/친환경,4230600002
"돈가스/친환경, 카레맛",4230600003
"돈가스/친환경, 과일맛",4230600004
돈가스/카레맛,4230600005
돈가스/과일맛,4230600006
돈가스(감자돈가스),4230610001
돈가스(감자돈가스)/친환경,4230610002
돈가스(고구마돈가스),4230620001
돈가스(고구마돈가스)/친환경,4230620002
돈가스(고구마치즈돈가스),4230630001
돈가스(고구마치즈돈가스)/친환경,4230630002
돈가스(고칼슘돈가스),4230640001
돈가스(고칼슘돈가스)/친환경,4230640002
돈가스(김치돈가스),4230650001
돈가스(김치돈가스)/친환경,4230650002
돈가스(깻잎돈가스),4230660001
돈가스(깻잎돈가스)/친환경,4230660002
돈가스(녹차돈가스),4230670001
돈가스(녹차돈가스)/친환경,4230670002
돈가스(단호박돈가스),4230680001
돈가스(단호박돈가스)/친환경,4230680002
돈가스(단호박치즈돈가스),4230690001
돈가스(단호박치즈돈가스)/친환경,4230690002
돈가스(돈가스꼬치),4230700001
돈가스(돈가스꼬치)/친환경,4230700002
돈가스(등심돈가스),4230710001
돈가스(등심돈가스)/친환경,4230710002
돈가스(미니돈가스),4230720001
돈가스(미니돈가스)/친환경,4230720002
돈가스(삼각돈가스),4230730001
돈가스(삼각돈가스)/친환경,4230730002
돈가스(수제순살돈가스),4230740001
돈가스(수제순살돈가스)/친환경,4230740002
돈가스(채소돈가스),4230750001
돈가스(채소돈가스)/친환경,4230750002
돈가스(치즈돈가스),4230760001
돈가스(치즈돈가스)/친환경,4230760002
돈가스(치즈인절미돈가스),4230770001
돈가스(치즈인절미돈가스)/친환경,4230770002
돈가스(카레치즈돈가스),4230780001
돈가스(카레치즈돈가스)/친환경,4230780002
돈가스(코돈부르(치즈)),4230790001
돈가스(코돈부르(피자)),4230800001
돈가스(크로렐라돈가스),4230810001
돈가스(크로렐라돈가스)/친환경,4230810002
돈가스(파래돈가스),4230820001
돈가스(피자돈가스),4230830001
돈가스(피자돈가스)/친환경,4230830002
돈가스(햄버그돈가스),4230840001
돈가스(햄버그돈가스)/친환경,4230840002
돈가스(해물돈가스),4230850001
돈가스(해물돈가스)/친환경,4230850002
돈가스(허브돈가스),4230860001
돈가스(허브돈가스)/친환경,4230860002
동그랑땡,4230870001
"동그랑땡/친환경, 불갈비맛",4230870002
동그랑땡/불갈비맛,4230870003
동그랑땡(게살동그랑땡),4230880001
동그랑땡(고기동그랑땡),4230890001
동그랑땡(고기동그랑땡)/친환경,4230890002
동그랑땡(김치동그랑땡),4230900001
동그랑땡(낙지동그랑땡),4230910001
동그랑땡(두부동그랑땡),4230920001
동그랑땡(문어동그랑땡),4230930001
동그랑땡(새우동그랑땡),4230940001
동그랑땡(쇠고기동그랑땡),4230950001
동그랑땡(참치동그랑땡),4230960001
동그랑땡(채소동그랑땡),4230970001
동그랑땡(해물동그랑땡),4230980001
두부가스,4230990001
등심꿔바로우,4231000001
딤섬,4231010001
만두(갈비만두),4231020001
만두(감자고기만두),4231030001
만두(감자만두),4231040001
만두(강황만두),4231050001
만두(고기만두),4231060001
만두(고기만두)/국산,4231060002
만두(고기찐만두),4231070001
만두(고기포자만두),4231080001
만두(교자만두),4231090001
만두(김치닭만두),4231100001
만두(김치만두),4231110001
만두(김치왕만두),4231120001
만두(김치포자만두),4231130001
만두(납작만두),4231140001
만두(노랑잡채만두),4231150001
만두(닭만두),4231160001
만두(도토리감자만두),4231170001
만두(라이스만두),4231180001
만두(매운만두),4231190001
만두(물만두),4231200001
만두(미니만두),4231210001
만두(버섯고기만두),4231220001
만두(버섯김치만두),4231230001
만두(버섯미니만두),4231240001
만두(부추만두),4231250001
만두(부추잡채만두),4231260001
만두(새알만두),4231270001
만두(새우만두),4231280001
만두(손만두),4231290001
만두(오징어만두),4231300001
만두(완당만두),4231310001
만두(완당부추만두),4231320001
만두(왕만두),4231330001
