식재료명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
고들빼기_이고들빼기_생것,39,2.5,0.4,8.2
고려엉겅퀴(곤드레)_재배_말린것,290,28.72,5.01,49.84
고려엉겅퀴(곤드레)_재래종_잎_생것,28,2.99,0.52,4.67
고비_야생_생것,28,1.72,0.13,6.41
고비_야생_삶아서 말린것,299,17.95,1.7,67.51
고비_야생_삶은것,25,1.58,0.16,5.43
고비_야생_말린것을 삶은것,31,1.68,0.26,6.84
고비_재배_생것,28,2.1,0.1,6.2
고사리_생것,22,2.9,0.17,3.8
고사리_말린것,261,25.8,0.6,54.2
고사리_삶아서 말린것,273,27.85,2.11,56.58
고사리_데친것,21,2.74,0.24,3.55
고수(향채)_생것,25,2.43,0.31,4.53
고추_싹_생것,21,2.6,0.1,3.8
고추_풋고추_생것,29,1.71,0.19,6.42
고추_빨간색_생것,85,3.12,2.73,15.34
고추_빨간색_말린것,312,13.88,8.71,57.47
고추_꽈리고추_생것,33,1.83,0.13,7.78
고추_녹광_빨간색_생것,41,2.3,1.3,6.9
고추_녹광_초록색_생것,27,1.4,0.8,4.6
고추_수비초_빨간색_생것,77,3.7,1.8,14.8
고추_시레나_연두색_생것,19,1.0,0.1,4.4
고추_시레나_초록색_생것,23,1.1,0.1,5.4
고추_오이고추_생것,23,0.99,0.12,5.51
고추_재래종_풋고추_생것,26,1.2,0.2,6.0
고추_청양고추_생것,31,1.53,0.3,7.01
고춧잎_잎_생것,45,5.07,0.32,8.49
고춧잎_잎_말린것,266,35.43,5.3,37.8
고춧잎_잎_데친것,51,5.16,0.85,8.9
고춧잎_잎_삶아서 말린것을 삶은것,41,4.41,0.76,6.66
고추냉이_뿌리_생것,103,2.9,0.5,23.7
곤달비_생것,42,1.8,0.5,9.4
곤달비_데친것,35,1.8,0.5,7.4
곰취_생것,32,3.04,0.49,5.77
곰취_데친것,35,3.28,0.64,6.09
곰취_야생_말린것,307,5.1,4.9,71.1
곰취_재배_말린것,306,8.0,4.7,69.2
공심채_생것,26,1.67,0.25,5.57
공심채_데친것,26,1.69,0.34,5.36
꾸지뽕_잎_생것,85,5.06,0.51,19.18
꾸지뽕_잎_말린것,282,18.25,1.4,63.3
꾸지뽕_잎_삶은것,61,3.93,0.51,13.15
국화꽃_생것,25,1.4,0.0,6.5
국화꽃_말린것,283,11.6,0.2,73.5
국화꽃_데친것,21,1.0,0.0,5.7
근대_생것,18,1.78,0.2,3.28
근대_데친것,20,1.79,0.2,3.95
꽃양배추(콜리플라워)_생것,27,2.17,0.48,4.84
꽃양배추(콜리플라워)_데친것,26,2.4,0.47,4.62
꿀풀(하고초)_생것,48,1.6,0.2,11.9
꿀풀(하고초)_말린것,309,8.2,4.0,71.6
날개콩_미숙_생것,36,1.9,0.2,6.5
냉이_생것,41,4.23,0.27,8.06
냉이_데친것,49,5.09,0.5,9.19
누리장나무잎_생것,65,4.5,1.0,12.7
는쟁이냉이_생것,28,2.5,0.3,5.4
달래_생것,28,1.9,0.22,6.1
당귀_일당귀_잎_생것,43,3.2,0.4,8.8
당귀_참당귀_잎_생것,39,2.6,0.7,7.4
당근_뿌리_생것,31,1.02,0.13,7.03
당근_뿌리_데친것,31,0.97,0.13,7.01
더덕_뿌리_생것,80,2.28,0.76,17.58
더덕_뿌리_분말화한것,339,11.19,0.77,78.4
도라지_뿌리_생것,65,2.01,0.15,15.15
도라지_뿌리_말린것,330,10.33,0.89,76.44
도라지_뿌리_분말화한것,339,12.53,1.12,76.64
도라지_뿌리_데친것,58,1.75,0.15,13.42
돌나물_생것,15,1.19,0.08,3.23
동아_생것,15,0.5,0.1,3.8
동아_데친것,15,0.6,0.1,3.7
두릅_땅두릅_생것,25,2.4,0.22,4.79
두릅_땅두릅_데친것,24,2.3,0.25,4.56
두릅_땅두릅_잎_생것,43,4.3,0.3,8.5
두릅_땅두릅_잎_데친것,61,6.3,0.8,10.8
두릅_땅두릅_줄기_생것,17,1.6,0.2,3.1
두릅_땅두릅_줄기_데친것,16,1.5,0.1,3.3
두릅_참두릅_생것,33,4.13,0.22,5.89
두릅_참두릅_데친것,32,3.49,0.28,5.81
두릅_참두릅_잎_생것,46,6.69,0.46,7.32
두릅_참두릅_잎_데친것,41,5.53,0.51,6.44
두릅_참두릅_줄기_생것,33,3.56,0.24,6.12
두릅_참두릅_줄기_데친것,28,2.81,0.28,5.24
둥굴레_잎_생것,52,3.4,0.2,11.7
둥굴레_잎_말린것,289,16.5,0.9,67.7
리크_생것,54,1.8,0.3,13.2
리크_데친것,28,1.3,0.1,6.8
마늘_구근_생것,128,7.45,0.16,26.42
마늘_구근_말린것,333,16.3,0.7,73.3
마늘_구근_동결건조한것,330,15.3,0.5,73.7
마늘_구근_데친것,135,8.04,0.13,27.69
마늘_구근_구운것,169,10.04,0.22,34.6
마늘_난지형_구근_생것,128,7.03,0.12,26.61
마늘_난지형_구근_얼린것,131,7.38,0.07,27.29
마늘_난지형_구근_데친것,138,7.84,0.13,28.59
마늘_난지형_구근_구운것,147,8.29,0.17,30.42
마늘_수입산(중국산)_구근_생것,120,6.99,0.99,22.78
마늘_수입산(중국산)_구근_데친것,127,6.74,1.21,24.27
마늘_한지형_구근_생것,129,7.88,0.19,26.23
마늘_한지형_구근_데친것,132,8.25,0.14,26.78
마늘_한지형_구근_구운것,184,11.8,0.27,38.78
마늘_한지형_구근_볶은것,165,9.84,1.35,31.26
풋마늘_잎줄기_생것,29,1.9,0.17,7.33
풋마늘_잎줄기_데친것,30,1.82,0.29,7.28
마늘종_꽃줄기_생것,53,1.86,0.06,13.39
마늘종_꽃줄기_데친것,59,1.98,0.17,14.82
단무지_뿌리_소금에 절인것,12,0.36,0.05,2.42
마타리_생것,45,2.1,0.1,10.9
머위_생것,17,2.31,0.14,2.74
머위_말린것,281,17.4,3.7,58.2
머위_삶아서 말린것,278,26.73,4.67,48.62
머위_삶은것,28,2.44,0.44,5.2
머위_데친것,25,2.17,0.41,4.42
무_왜무_뿌리_생것,15,0.5,0.1,4.1
무_조선무_뿌리_생것,20,0.67,0.12,4.34
무_조선무_뿌리_데친것,15,0.53,0.18,3.27
무순_싹_생것,20,1.89,1.01,1.82
무청_왜무_잎_생것,22,2.3,0.7,2.9
무청_조선무_잎_생것,31,2.9,0.2,6.1
무시래기_잎_말린것을 삶은것,23,1.58,0.27,4.68
무 절임(치킨무)_뿌리_소금에 절인것,22,0.44,0.21,4.89
무말랭이_뿌리_말린것,318,13.59,0.3,65.34
물냉이_생것,23,3.5,0.1,3.7
물쑥_생것,36,5.4,0.3,5.6
물쑥_데친것,47,1.9,0.1,11.7
미나리_농축,120,0.36,0.0,33.48
미나리_돌미나리_생것,21,2.2,0.2,3.8
미나리_돌미나리_데친것,19,2.3,0.2,3.2
미나리_물미나리_생것,22,1.81,0.25,4.45
미나리_물미나리_데친것,25,2.04,0.32,4.82
미나리_물미나리_잎_생것,30,2.84,0.4,5.62
미나리_물미나리_줄기_생것,22,0.9,0.16,5.15
민들레_생것,29,2.44,0.44,5.48
민들레_데친것,30,2.18,0.51,5.74
바셀라_생것,11,0.7,0.2,2.6
바셀라_데친것,12,0.9,0.2,3.2
바질_잎_생것,32,2.43,0.71,5.56
바질_잎_데친것,34,2.81,0.7,5.9
박_씨 포함_생것,32,1.0,0.1,8.0
박_과육_생것,21,0.5,0.1,5.2
박고지_말린것,268,7.6,0.4,69.0
박쥐나무_잎_생것,100,6.7,1.2,20.7
방가지똥_생것,46,2.5,0.4,10.3
방울다다기양배추_생것,49,3.28,0.16,11.17
방울다다기양배추_데친것,51,5.3,0.1,9.8
배추_생것,15,1.25,0.04,3.2
배추_소금에 절인것,17,1.34,0.07,3.62
배추_삶은것,15,1.16,0.14,3.04
배추_데친것,17,1.4,,3.9
배추_봄 재배_생것,13,1.61,0.07,2.28
배추_봄 재배_소금에 절인것,15,1.63,0.09,2.89
배추_봄 재배_삶은것,14,1.39,0.12,2.61
배추_여름 재배_생것,17,0.9,0.02,3.99
배추_여름 재배_소금에 절인것,17,1.03,0.05,4.04
배추_여름 재배_삶은것,17,0.85,0.23,3.53
배추_가을 재배_생것,15,1.25,0.05,3.35
배추_가을 재배_소금에 절인것,18,1.35,0.06,3.9
배추_가을 재배_삶은것,14,1.25,0.06,2.94
배추_잎_말린것,278,14.38,3.89,58.92
배추_잎_말린것을 삶은것,23,1.68,0.24,4.6
배추_노랑봄배추(노지)_생것,13,1.0,,3.0
배추_노랑봄배추(노지)_데친것,17,1.2,,3.9
배추_노랑봄배추(노지)_소금에 절인것,16,1.1,0.1,3.6
배추_노랑봄배추(하우스)_생것,12,1.0,0.0,2.6
배추_노랑봄배추(하우스)_데친것,15,1.0,,3.4
배추_노랑봄배추(하우스)_소금에 절인것,15,1.0,,3.4
배추_봄동_생것,23,2.02,0.17,4.78
배추_봄동_데친것,22,1.84,0.18,4.54
배추_불암 3호(노지)_생것,23,0.9,0.1,5.7
배추_불암 3호(노지)_소금에 절인것,30,1.2,0.1,7.4
배추_불암 3호(노지)_데친것,33,1.3,0.1,8.2
배추_불암 3호(하우스)_생것,13,1.0,0.1,2.8
배추_불암 3호(하우스)_소금에 절인것,18,1.1,0.1,4.0
배추_불암 3호(하우스)_데친것,18,1.3,0.1,3.8
배추_유기재배_생것,14,1.1,0.0,3.2
백모근_뿌리_말린것,337,9.0,2.0,77.0
부지갱이(섬쑥부쟁이)_생것,30,3.65,0.43,4.9
부지갱이(섬쑥부쟁이)_말린것,258,25.7,2.0,50.0
부지갱이(섬쑥부쟁이)_삶아서 말린것,296,25.09,2.88,59.07
부지갱이(섬쑥부쟁이)_데친것,33,4.0,0.65,4.92
부지갱이(섬쑥부쟁이)_삶아서 말린것을 삶은것,48,5.17,0.68,8.24
부추_두메부추_생것,46,1.2,0.1,11.9
부추_산부추_생것,41,3.5,0.1,8.8
부추_재래종_생것,22,1.8,0.3,4.1
부추_재래종_데친것,20,2.3,0.2,3.6
부추_호부추_생것,30,2.06,0.33,6.23
부추_호부추_데친것,32,2.37,0.35,6.42
브로콜리_생것,32,3.08,0.2,6.32
브로콜리_분말화한것,284,17.5,3.9,58.4
브로콜리_삶은것,30,3.9,0.4,5.2
브로콜리_데친것,28,2.8,0.31,5.34
브로콜리_싹_생것,31,3.81,0.92,3.8
브로콜리_잎_생것,38,2.2,0.4,8.1
브로콜리_잎_말린것,258,15.4,2.8,55.3
브로콜리_잎_삶아서 말린것,271,17.4,1.8,59.8
비름_생것,23,2.72,0.29,3.96
비름_데친것,27,2.98,0.41,4.51
비타민채(다채)_생것,14,2.1,0.2,2.0
비타민채(다채)_어린잎_생것,15,2.26,0.5,1.44
비트_어린잎_생것,21,2.85,0.42,2.91
비트_뿌리_생것,26,1.56,0.14,5.26
비트_뿌리_데친것,23,1.28,0.13,4.66
비트_잎_생것,16,2.2,0.1,2.8
비트_잎_데친것,15,2.3,0.2,2.2
사탕수수_생것,77,1.1,0.0,20.9
산마늘(명이나물)_잎줄기_생것,36,2.02,0.21,8.21
산마늘(명이나물)_잎줄기_데친것,37,2.08,0.31,8.29
삼나물_말린것,293,22.8,2.2,61.3
생강_뿌리줄기_생것,42,0.97,0.15,9.82
상추_뚝섬적축면_적상추_생것,14,1.1,0.3,2.4
상추_로메인_청상추_생것,18,1.66,0.31,3.11
상추_로메인_적상추_생것,17,2.28,0.22,2.72
상추_롤로로사_적상추_생것,20,1.1,0.2,4.5
상추_아담_청상추_생것,9,0.9,0.2,1.3
상추_아시아아이스퀸(청코스)_청상추_생것,24,1.8,0.6,4.0
상추_유레이크_청상추_생것,16,0.8,0.2,3.5
상추_적하계_적상추_생것,19,1.7,0.2,3.7
상추_천상_청상추_생것,17,1.2,0.3,3.2
상추_풍성_청상추_생것,10,0.6,0.1,2.1
상추_완전결구상추_청상추_생것,16,0.94,0.09,3.66
상추_축면상추_적상추_생것,15,1.31,0.21,2.79
상추_치마상추_청상추_생것,20,1.88,0.36,3.48
상추_치마상추_적상추_생것,23,1.53,0.36,4.59
상추_잎상추_적상추_생것,19,1.42,0.28,3.69
생강_수입산(중국산)_뿌리줄기_생것,38,1.3,0.3,8.4
섬초롱_생것,41,3.0,0.4,8.5
섬초롱_데친것,34,2.0,0.2,7.6
세발나물_생것,18,1.61,0.14,3.59
세발나물_데친것,23,2.29,0.28,4.2
셀러리_생것,17,1.04,0.07,3.95
셀러리_데친것,17,1.1,0.12,3.81
소리쟁이_잎_말린것,259,21.7,2.2,52.6
쇠귀나물_뿌리_생것,128,6.3,0.1,26.6
쇠귀나물_뿌리_데친것,129,6.2,0.1,27.2
수리취(떡취)_생것,64,3.9,0.2,14.7
숙주나물_생것,13,1.73,0.05,2.34
숙주나물_데친것,12,2.2,0.2,1.4
숙주나물_찐것,16,1.96,0.11,2.9
순무_전체_생것,27,1.5,0.09,5.65
순무_전체_데친것,28,1.32,0.09,6.04
순무_뿌리_생것,30,1.1,0.07,6.88
순무_뿌리_소금에 절인것,21,1.0,0.2,4.9
순무_뿌리_데친것,33,1.28,0.09,7.51
순무_잎_생것,21,2.05,0.17,4.14
순무_잎_소금에 절인것,27,2.3,0.2,6.0
순무_잎_데친것,20,1.58,0.18,4.17
스테비아_생것,40,2.4,0.32,8.71
스테비아_말린것,303,14.2,2.0,70.5
시금치_생것,29,3.35,0.39,4.86
시금치_데친것,34,4.02,0.61,5.26
시금치_노지_생것,29,4.15,0.43,4.4
시금치_노지_데친것,37,4.78,0.79,5.21
시금치_포항초_생것,35,3.56,0.46,6.22
시금치_포항초_데친것,34,4.19,0.63,5.19
시금치_하우스_생것,27,2.6,0.33,5.08
시금치_하우스_데친것,32,3.01,0.49,5.84
시금치_섬초_생것,24,3.11,0.34,3.76
시금치_섬초_데친것,32,4.12,0.55,4.8
신선초(명일엽)_생것,24,1.08,0.14,5.66
쌈추_생것,25,3.07,0.23,4.29
쌈추_싸미나_생것,20,2.7,0.3,3.0
쑥_생것,37,3.4,0.38,7.04
쑥_말린것,272,25.8,2.05,53.8
쑥_데친것,39,3.71,0.63,6.79
쑥_사자발쑥_생것,56,2.6,0.5,12.7
쑥_사자발쑥_데친것,55,1.9,0.3,13.3
쑥갓_생것,15,1.93,0.17,2.35
쑥갓_데친것,21,2.1,0.3,3.8
쑥부쟁이_잎줄기_생것,26,2.92,0.72,3.53
씀바귀_생것,43,2.9,0.4,9.2
씀바귀_데친것,31,2.6,0.2,6.3
씀바귀_뿌리_생것,71,2.54,0.13,16.24
아스파라거스_생것,17,2.02,0.34,2.53
아스파라거스_데친것,17,2.08,0.19,2.81
아스파라거스_하얀색_생것,21,1.85,0.53,3.51
아욱_생것,37,3.08,0.31,7.64
아욱_데친것,31,3.52,0.49,5.2
아이비카_말린것,260,27.7,4.4,43.7
아주까리_순_말린것,287,36.8,3.1,48.0
아주까리_잎_생것,82,5.8,0.5,17.8
알로에_과육_생것,3,0.1,,0.7
알팔파_싹_생것,21,3.53,0.2,3.14
양배추_생것,33,1.68,0.08,7.92
양배추_데친것,32,1.71,0.12,7.56
양배추_찐것,32,1.68,0.12,7.41
양배추_적양배추_생것,41,2.13,0.21,9.53
양배추_적양배추_싹_생것,39,3.38,1.77,4.6
양파_생것,29,0.95,0.04,6.67
양파_말린것,340,11.7,1.0,78.0
양파_데친것,29,0.84,0.04,6.97
양파_수입산(중국산)_생것,30,0.9,0.1,7.0
양파_자색 양파_생것,32,0.75,0.02,7.81
양파_레드프라임_생것,37,0.46,0.63,8.56
양파_썬파워_생것,32,0.52,0.47,7.38
양파_샬롯_생것,80,2.28,2.54,14.84
양하_생것,13,0.6,0.1,2.8
어수리_생것,31,4.4,0.3,5.0
어수리_잎_생것,45,2.4,0.3,10.4
얼갈이배추_생것,14,1.22,0.08,2.78
얼갈이배추_소금에 절인것,15,1.91,0.11,2.5
얼갈이배추_데친것,14,2.0,0.14,2.17
엄나무(개두릅)_잎_생것,41,6.94,0.67,5.2
엄나무(개두릅)_잎_데친것,37,7.05,0.75,3.86
엉겅퀴_말린것,267,22.4,1.6,55.6
엉겅퀴_삶아서 말린것,279,27.4,2.2,54.2
여주(고야)_생것,22,1.28,0.36,4.48
연근_생것,75,1.63,0.07,17.28
연근_데친것,62,1.07,0.08,14.41
열대비름(아마란스)_어린잎_생것,21,2.99,0.35,3.11
열대비름(아마란스)_잎_생것,45,5.8,0.9,6.5
열무_생것,14,2.08,0.21,1.99
열무_데친것,19,2.69,0.25,2.95
염교(락교)_식초에 절인것,93,0.52,1.0,21.79
염교(락교)_뿌리줄기_생것,83,1.4,0.2,29.3
영아자_생것,34,2.5,0.1,7.7
영아자_말린것,278,23.8,3.1,54.4
영아자_데친것,36,2.5,0.2,7.8
오이_개량종_생것,13,1.06,0.05,2.79
오이_겨울살이청장_생것,13,0.8,0.0,3.1
오이_늙은오이_생것,9,1.19,0.03,1.71
오이_취청_생것,12,0.95,0.04,2.55
오크라_생것,26,2.1,0.2,6.6
오크라_데친것,29,2.1,0.1,7.6
우엉_생것,69,2.61,0.06,15.29
우엉_데친것,52,1.88,0.09,11.34
원추리_생것,35,3.55,0.36,6.48
원추리_데친것,28,3.22,0.29,5.09
유채_싹_생것,78,3.4,4.6,6.8
유채_잎_생것,30,3.89,0.31,4.98
유채_잎_데친것,29,4.36,0.38,4.15
유채_동채_생것,29,4.13,0.32,4.6
유채_동채_데친것,31,4.45,0.4,4.6
유채_서양종_잎줄기_생것,36,4.1,0.4,6.0
유채_서양종_잎줄기_데친것,30,3.6,0.4,5.3
잇꽃(홍화)_잎_생것,45,3.9,0.4,9.0
비비추(이밥추)_생것,48,3.0,0.6,10.1
자운영_생것,40,4.6,0.6,6.6
잔대_순_생것,55,3.4,0.9,9.9
잔대_뿌리_생것,79,2.1,0.2,18.6
전호_생것,23,3.1,0.1,4.2
제비쑥_생것,35,4.5,0.7,5.0
조뱅이_생것,47,4.0,0.2,10.1
죽순_순_생것,24,3.48,0.22,3.77
죽순_순_삶아서 말린것,314,28.31,4.69,57.62
죽순_순_삶은것,19,2.29,0.28,3.12
죽순_순_데친것,30,3.2,0.3,5.5
줄나물_말린것,236,29.7,1.7,41.9
진달래꽃_생것,26,1.0,0.1,6.3
질경이_생것,48,3.0,0.2,10.8
질경이_데친것,45,2.4,0.1,10.7
참나물_야생_생것,39,3.5,0.4,7.6
참나물_야생_말린것,309,5.9,3.5,74.3
참나물_재배_생것,20,1.58,0.19,4.09
참나물_재배_말린것,308,8.5,3.8,71.6
참나물_재배_데친것,22,1.39,0.23,4.54
참반디_말린것,288,12.6,2.7,65.7
참빗살나무_잎_생것,61,7.4,0.7,10.3
참죽나물(가죽나물)_생것,48,5.8,0.39,8.59
참죽나물(가죽나물)_말린것,280,27.9,1.0,57.0
참죽나물(가죽나물)_삶아서 말린것,269,34.44,3.13,44.54
참죽나물(가죽나물)_데친것,46,5.39,0.51,8.1
참죽나물(가죽나물)_삶아서 말린것을 삶은것,52,7.28,0.74,7.89
청경채_생것,10,1.41,0.09,1.64
청경채_데친것,11,1.6,0.13,1.81
청경채_어린잎_생것,16,2.59,0.32,1.86
총각무_전체_생것,22,1.38,0.07,5.18
총각무_뿌리_생것,30,1.16,0.05,6.99
총각무_잎_생것,24,1.97,0.34,4.59
취나물_개미취_생것,53,4.2,0.3,11.3
취나물_미역취_생것,48,3.7,0.6,9.6
취나물_참취_생것,51,2.61,0.38,11.66
취나물_참취_말린것,265,22.2,2.3,53.6
취나물_참취_삶아서 말린것,299,26.85,3.67,56.82
취나물_참취_데친것,49,2.77,0.5,10.54
취나물_참취_말린것을 삶은것,55,3.0,0.5,12.3
취나물_참취_삶아서 말린것을 데친것,49,4.9,0.97,8.22
치커리_뿌리_생것,72,1.4,0.2,17.51
치커리_잎_생것,16,1.7,0.21,2.95
치커리_적치커리_잎_생것,25,2.3,0.2,5.0
치커리_치콘_생것,14,1.19,0.25,2.62
칠면초_생것,27,2.7,0.3,5.0
케일_생것,26,3.11,0.24,4.61
케일_꽃케일_생것,33,3.3,0.2,6.5
케일_로얄채_생것,49,2.7,0.3,11.1
케일_적꽃케일_생것,31,3.1,0.3,5.8
케일_하우스_생것,22,2.0,0.3,4.2
콜라비_생것,22,1.16,0.05,5.16
콩나물_생것,36,4.64,1.36,3.8
콩나물_말린것,406,45.7,10.8,32.5
콩나물_분말화한것,409,45.4,11.6,31.7
콩나물_삶은것,33,4.52,1.51,2.55
콩나물_녹색콩나물_생것,27,4.2,0.9,2.7
콩잎_잎_생것,94,6.6,0.3,21.0
토란대_줄기_생것,16,0.28,0.05,4.25
토란대_줄기_말린것,261,7.4,1.1,65.5
토란대_줄기_데친것,20,0.4,,5.3
토란대_줄기_말린것을 데친것,20,0.5,0.1,4.9
토마토_생것,19,1.03,0.18,4.26
토마토_데친것,17,0.7,0.14,4.06
토마토_방울토마토_생것,25,1.0,0.13,6.02
토마토_유기재배_생것,17,0.9,0.1,3.9
토마토_흑토마토_생것,21,0.68,0.04,5.22
토마토_흑토마토_데친것,19,0.66,0.03,4.78
토마토_대저_생것,23,0.76,0.04,5.87
토마토_대저_데친것,26,0.94,0.06,6.5
토스카노(잎브로콜리)_생것,40,4.7,0.6,6.7
파_생것,29,1.2,0.2,6.7
파_골파_생것,29,1.5,0.2,6.5
파_실파_생것,16,1.5,0.1,3.2
파_쪽파_생것,21,1.73,0.14,4.24
파_대파_생것,23,1.78,0.15,4.8
파드득나물(삼엽채)_생것,25,1.8,0.1,5.5
파슬리_생것,20,2.36,0.26,3.37
파프리카(착색단고추)_노란색_생것,24,0.77,0.12,5.95
파프리카(착색단고추)_노란색_데친것,25,0.79,0.13,6.21
파프리카(착색단고추)_빨간색_생것,26,0.91,0.13,6.42
파프리카(착색단고추)_빨간색_데친것,28,0.92,0.13,6.91
파프리카(착색단고추)_주황색_생것,24,1.02,0.12,5.88
파프리카(착색단고추)_주황색_데친것,27,1.06,0.12,6.45
파프리카(착색단고추)_Raon yellow(미니파프리카)_노란색_생것,41,1.01,1.09,8.32
파프리카(착색단고추)_Raon red(미니파프리카)_빨간색_생것,41,1.07,0.94,8.49
파프리카(착색단고추)_Raon orange(미니파프리카)_주황색_생것,38,0.97,0.79,8.22
피망_빨간색_생것,28,1.17,0.09,6.94
피망_빨간색_데친것,33,1.24,0.11,8.18
피망_초록색_생것,22,0.9,0.04,5.36
피망_초록색_데친것,23,0.92,0.06,5.59
해바라기_싹_생것,9,2.2,0.1,0.9
호박_싹_생것,38,4.5,1.7,3.6
호박_잎_생것,45,4.83,0.38,8.43
호박_잎_데친것,32,3.09,0.34,6.14
호박_잎_찐것,49,4.84,0.49,9.19
호박_국수호박_생것,18,0.6,0.1,4.4
호박_국수호박_데친것,16,0.5,0.1,3.8
호박_늙은호박_생것,38,0.88,0.17,8.49
호박_늙은호박_말린것,333,7.6,2.42,72.33
호박_늙은호박_삶은것,24,0.6,0.13,5.23
호박_늙은호박_데친것,30,1.7,0.1,6.9
호박_늙은호박_찐것,40,1.09,0.14,8.88
호박_단호박_생것,57,1.19,0.65,13.63
호박_단호박_데친것,30,1.7,0.1,6.9
호박_단호박_찐것,66,1.72,0.84,15.45
호박_애호박_생것,22,1.07,0.09,5.14
호박_애호박_말린것,284,13.75,1.11,67.64
호박_애호박_데친것,21,1.05,0.1,4.88
호박_애호박_말린것을 데친것,31,2.24,0.26,6.54
호박_쥬키니_생것,23,1.02,0.1,5.54
호박_쥬키니_데친것,11,0.9,0.0,2.4
호박_차요테_하얀색_생것,19,0.61,0.33,4.27
호박_차요테_초록색_생것,21,0.59,0.46,4.37
홑잎나물_순_생것,96,4.77,0.84,21.59
홑잎나물_순_데친것,78,4.03,0.94,17.03
들깨_싹_생것,17,1.7,0.1,2.5
들깨_잎_생것,47,4.46,0.5,8.89
들깨_잎_데친것,32,3.93,0.6,4.8
들깨_잎_찐것,37,4.37,0.55,6.07
고구마_줄기(껍질 포함)_생것,23,0.88,0.03,4.96
고구마_줄기(껍질 포함)_데친것,22,0.74,0.06,4.65
고구마_줄기(껍질 포함)_삶아서 말린것을 삶은것,33,0.52,0.06,7.51
고구마_잎_생것,47,3.92,0.44,7.34
고구마_잎_데친것,41,3.44,0.62,5.8
고구마_줄기_생것,18,0.76,0.02,3.63
고구마_줄기_말린것,332,6.07,0.47,75.53
고구마_줄기_삶은것,14,0.45,0.05,2.88
고구마_줄기_데친것,17,0.59,0.05,3.64
고구마_줄기_삶아서 말린것을 삶은것,23,0.48,0.11,4.96
사탕무_생것,77,1.8,0.0,18.7
옥수수_순_생것,40,1.7,0.3,8.2
메밀_싹_생것,24,1.9,1.2,1.9
선인장_보검선인장_열매_생것,83,0.97,0.19,19.35
선인장_보검선인장_줄기_생것,34,1.03,0.12,7.15
선인장_저단선인장_열매_생것,91,0.8,0.38,21.0
선인장_저단선인장_줄기_생것,75,0.75,0.15,17.76
보리_순_분말화한것,314,26.6,4.8,58.5
보리_쌀보리_순_생것,24,2.0,0.3,4.6
보리_올보리_순_생것,66,3.1,1.1,13.9
보리_큰알보리_순_생것,24,2.91,0.27,3.99
보리_큰알보리_순_동결건조한것,283,28.3,3.39,51.96
호박즙_천연과즙,21,0.64,0.0,4.73
삼채_잎줄기_생것,23,1.55,0.13,4.99
삼채_잎줄기_데친것,28,2.04,0.27,5.77
삼채_뿌리_생것,49,0.77,0.04,12.15
삼채_잎_생것,24,1.95,0.2,4.8
삼채_줄기_생것,19,0.78,0.09,4.65
모시풀_잎_생것,64,6.61,0.71,11.85
모시풀_잎_삶은것,49,6.09,1.02,7.24
모시풀_재래종_잎_생것,51,4.4,1.36,8.13
퉁퉁마디환(함초환),262,9.28,6.14,52.6
배초향(방아)_잎_생것,55,4.87,0.46,11.13
쌈무_초절임_식초에 절인것,15,0.54,0.03,3.1
퉁퉁마디(함초)_노지_생것,19,1.4,0.15,3.97
퉁퉁마디(함초)_하우스_생것,19,1.34,0.15,4.13
구기자_재래종_순_생것,50,6.27,1.08,7.05
구기자_재래종_잎_생것,56,6.33,1.57,7.77
모링가_잎_생것,66,4.21,1.38,12.43
초석잠_뿌리_생것,76,2.3,0.56,17.0
삼붕냐와_생것,27,1.62,1.09,3.84
울금_뿌리줄기_생것,87,1.79,2.56,15.73
배암차즈기(곰보배추)_잎_생것,25,1.73,0.62,4.5
백합_뿌리_생것,118,3.34,1.52,24.91
루꼴라_생것,26,3.17,0.43,4.2
아티초크_생것,47,3.27,0.15,10.51
아티초크_얼린것,38,2.63,0.43,7.75
아티초크_삶은것,53,2.89,0.34,11.95
아티초크_얼린것을 삶은것,45,3.11,0.5,9.18
뽕잎_생것,65,6.28,0.5,12.82
뽕잎_삶아서 말린것,279,26.22,2.98,53.22
뽕잎_삶은것,48,4.86,0.53,9.0
뽕잎_삶아서 말린것을 삶은것,51,5.9,0.55,8.92
경수채_어린잎_생것,26,1.68,0.24,5.57
적양무_어린잎_생것,19,2.54,0.42,2.54
고려엉겅퀴(곤드레)_재배_말린것을 삶은 것,40,3.8,0.92,6.32
고추냉이_잎줄기_생것,27,1.93,0.41,5.35
더덕_뿌리_구운것(팬),86,3.45,0.74,18.17
마늘_구근_다진것,99,5.0,0.27,20.55
부추_솔부추_생것,21,1.58,0.25,4.32
부추_솔부추_데친것,24,1.53,0.35,4.81
상추_모스트청쌈_청쌍추_생것,15,1.6,0.3,2.36
상추_버터헤드_청쌍추_생것,11,1.05,0.18,2.09
호박_쥬키니_삶은것,12,0.82,0.07,2.52
검은비늘버섯_생것,13,1.8,0.1,4.5
검은비늘버섯_말린것,177,20.1,2.7,62.1
나도팽나무버섯_생것,16,2.4,0.0,5.7
나도팽나무버섯_말린것,182,23.6,0.5,66.1
노루궁뎅이버섯_생것,13,2.57,0.41,2.89
노루궁뎅이버섯_말린것,179,24.5,3.2,57.8
노루궁뎅이버섯_데친것,18,3.28,0.4,4.68
