레시피구분,레시피명,열량
무침류,고추지,열량 : 37.2 kcal
기타,락교,열량 : 18.6 kcal
보조식,구운달걀,열량 : 163.41 kcal
기타,사과샐러드,열량 : 68.16 kcal
무침류,삼색나물무침,열량 : 112.83 kcal
국류,감자양파스프,열량 : 27.99 kcal
기타,부럼,열량 : 78 kcal
찜류,크래미감자샐러드,열량 : 110.82 kcal
볶음류,새송이버섯볶음,열량 : 16.54 kcal
밥류,찰현미밥(쌀 100g),열량 : 395.28 kcal
조림류,고등어무양념조림,열량 : 177.16 kcal
국류,버섯고추장찌개,열량 : 65.28 kcal
국류,돼지등뼈감자탕,열량 : 143.09 kcal
구이류,훈제오리구이,열량 : 315.56 kcal
무침류,천사채샐러드,열량 : 40.6 kcal
무침류,무쌈말이,열량 : 8.7 kcal
국류,조랭이떡국,열량 : 96.25 kcal
기타,어린잎샐러드&amp;블루베리드레싱,열량 : 18.12 kcal
무침류,돌나물/초장,열량 : 36.84 kcal
밥류,차슈덮밥,열량 : 633.35 kcal
국류,미역팽이장국,열량 : 23.15 kcal
찜류,야채달걀찜,열량 : 132.1 kcal
조림류,두부조림,열량 : 92.07 kcal
보조식,야채스틱&amp;쌈장,열량 : 57.65 kcal
무침류,콩나물상추무침,열량 : 47.79 kcal
찜류,시금치프리타타,열량 : 114.41 kcal
기타,오렌지샐러드&amp;시저드레싱,열량 : 32.42 kcal
밥류,렌틸콩밥,열량 : 328.55 kcal
볶음류,비엔나케찹볶음,열량 : 143.15 kcal
부침류,양파감자오믈렛,열량 : 118.03 kcal
무침류,비름나물고추장무침,열량 : 38.56 kcal
국류,브로콜리스프,열량 : 154.89 kcal
조림류,오징어장조림,열량 : 135.19 kcal
볶음류,참치양배추볶음,열량 : 73.05 kcal
김치류,고들빼기무침,열량 : 26.4 kcal
김치류,사과동치미,열량 : 9.7 kcal
찜류,알밤사태찜,열량 : 239.32 kcal
볶음류,순두부스크램블에그,열량 : 82.22 kcal
국류,대합미역국,열량 : 27.36 kcal
국류,게맛살연두부국,열량 : 87.67 kcal
소스류,깐풍탕수육,열량 : 292.44 kcal
조림류,매콤감자조림,열량 : 48.85 kcal
국류,설렁탕(봄),열량 : 194.75 kcal
무침류,고사리나물,열량 : 21.32 kcal
밥류,발아현미밥(발아현미20g),열량 : 367 kcal
국류,수박미역냉국,열량 : 23.1 kcal
튀김류,깻잎고구마튀김,열량 : 150.86 kcal
무침류,풋고추쌈장무침,열량 : 37.65 kcal
소스류,초간장,열량 : 4.13 kcal
보조식,경단(찹쌀경단),열량 : 142.2 kcal
국류,소고기아욱된장국,열량 : 83.07 kcal
볶음류,맛살팽이볶음,열량 : 28.83 kcal
국류,냉이달래된장국,열량 : 44.01 kcal
무침류,상추부추무침,열량 : 30.67 kcal
볶음류,돈육간장불고기,열량 : 236.62 kcal
밥류,오곡찰밥,열량 : 468.14 kcal
김치류,묵은지쌈,열량 : 56.3 kcal
구이류,구이김,열량 : 34.8 kcal
조림류,삼치조림,열량 : 111.95 kcal
무침류,골뱅이진미채무침,열량 : 109.31 kcal
국류,조개탕,열량 : 41.93 kcal
구이류,치킨데리야끼구이,열량 : 209.6 kcal
부침류,느타리버섯전,열량 : 145.58 kcal
보조식,수정과,열량 : 155.75 kcal
튀김류,줄감자튀김&amp;케찹,열량 : 223.5 kcal
국류,맑은콩나물국,열량 : 13.8 kcal
국류,얼큰콩나물국,열량 : 16.99 kcal
밥류,보리현미밥,열량 : 401 kcal
국류,두부장국,열량 : 68.88 kcal
무침류,오이치커리무침,열량 : 44.74 kcal
볶음류,호박나물,열량 : 47.31 kcal
튀김류,오즈치즈후라이,열량 : 242.29 kcal
김치류,양념깻잎지,열량 : 38 kcal
무침류,돌나물초무침,열량 : 25.19 kcal
밥류,잔멸치김가루주먹밥,열량 : 319.64 kcal
조림류,해바라기씨연근조림,열량 : 69.28 kcal
무침류,근대나물무침,열량 : 29.88 kcal
구이류,박대구이,열량 : 136.86 kcal
구이류,목살갈비소스구이,열량 : 296.01 kcal
국류,시원한김치콩나물국,열량 : 33.82 kcal
기타,무쌈,열량 : 3 kcal
밥류,서리태흑미밥,열량 : 381.66 kcal
무침류,콩나물깨무침,열량 : 22.38 kcal
기타,누룽지샐러드,열량 : 383.8 kcal
볶음류,가지들깨볶음,열량 : 31.55 kcal
조림류,두부버섯조림,열량 : 116.19 kcal
밥류,달걀버터비빔밥,열량 : 334.74 kcal
국류,오징어찌개,열량 : 85.39 kcal
무침류,열무나물,열량 : 20.64 kcal
조림류,동태무조림,열량 : 115.66 kcal
볶음류,감자채볶음,열량 : 57.32 kcal
무침류,상추겉절이,열량 : 30.39 kcal
국류,감자된장찌개,열량 : 33.57 kcal
김치류,참치김치볶음,열량 : 106.51 kcal
구이류,두부구이&amp;양념장,열량 : 146.2 kcal
볶음류,고구마순볶음,열량 : 19.61 kcal
김치류,사과깍두기,열량 : 24.77 kcal
조림류,감자고추장조림,열량 : 102.03 kcal
국류,애호박고추장국,열량 : 81.76 kcal
밥류,새우살마파두부소스,열량 : 374.68 kcal
밥류,흑미현미밥,열량 : 347.67 kcal
구이류,너비아니데리구이,열량 : 347.95 kcal
국류,유부장국,열량 : 45.12 kcal
무침류,숙주미나리무침,열량 : 23.89 kcal
기타,미숫가루,열량 : 77.75 kcal
볶음류,감자채파프리카볶음,열량 : 91.56 kcal
기타,양상추샐러드/ 키위드레싱,열량 : 91.09 kcal
빵류,티라미수케이크,열량 : 250.2 kcal
볶음류,돼지고기고추장불고기,열량 : 297.6 kcal
국류,북어콩나물해장국,열량 : 63.4 kcal
부침류,무채전,열량 : 85.17 kcal
무침류,숙주맛살겨자무침,열량 : 39.48 kcal
국류,유부주머니어묵국,열량 : 80.61 kcal
무침류,닭살겨자냉채,열량 : 104.51 kcal
무침류,오징어젓무생채,열량 : 20.92 kcal
조림류,연근조림,열량 : 58.8 kcal
국류,황태무국,열량 : 67.89 kcal
조림류,고등어김치조림,열량 : 237.21 kcal
볶음류,궁중떡볶이,열량 : 182.22 kcal
기타,청포도에이드,열량 : 22.8 kcal
무침류,양배추부추무침,열량 : 51.75 kcal
국류,꽃게탕,열량 : 87.83 kcal
소스류,강된장비빔소스,열량 : 132.4 kcal
부침류,맛살옥수수전,열량 : 90.49 kcal
무침류,콩나물무침,열량 : 33.56 kcal
보조식,메밀식혜,열량 : 56 kcal
조림류,고등어무조림,열량 : 270.31 kcal
조림류,홍합살무조림,열량 : 71.03 kcal
기타,쑥차,열량 : 0.37 kcal
무침류,세발나물무침,열량 : 15.18 kcal
국류,두부시금치된장국,열량 : 68.41 kcal
구이류,더덕고추장구이,열량 : 77.86 kcal
볶음류,더덕고추장불고기,열량 : 201.23 kcal
부침류,맛살달걀말이,열량 : 162.78 kcal
볶음류,들깨무나물,열량 : 25.72 kcal
국류,소고기미역국,열량 : 72.88 kcal
무침류,참나물상추무침,열량 : 38.45 kcal
밥류,병아리콩밥,열량 : 330.1 kcal
국류,순두부찌개,열량 : 114.56 kcal
무침류,얼갈이크루통샐러드,열량 : 546.75 kcal
밥류,서리태밥,열량 : 373.96 kcal
국류,스팸김치찌개,열량 : 72.29 kcal
튀김류,파채떡갈비,열량 : 230.68 kcal
볶음류,모듬버섯구이,열량 : 35.09 kcal
무침류,톳두부무침,열량 : 65.45 kcal
무침류,시금치두부무침,열량 : 55.05 kcal
밥류,발아흑미밥,열량 : 327.5 kcal
보조식,떠먹는 딸기요구르트(플레인),열량 : 57 kcal
국류,돈등뼈우거지탕국,열량 : 227.7 kcal
기타,딸기그린샐러드/유자드레싱,열량 : 88.77 kcal
무침류,메밀비빔막국수,열량 : 204.02 kcal
튀김류,납작만두튀김,열량 : 89.85 kcal
무침류,도라지무침,열량 : 101.38 kcal
찜류,초당옥수수찜,열량 : 88.68 kcal
밥류,강낭콩밥,열량 : 338 kcal
국류,옥수수크림스프,열량 : 162.62 kcal
튀김류,수제등심돈까스,열량 : 390.25 kcal
기타,냉파스타샐러드,열량 : 156.55 kcal
보조식,야채피클,열량 : 47.71 kcal
튀김류,바삭꽃게강정,열량 : 168.41 kcal
국류,들깨머위대국,열량 : 241.27 kcal
구이류,햄오븐구이,열량 : 199.75 kcal
볶음류,토마토달걀볶음,열량 : 114.77 kcal
무침류,매실장아찌고추장무침,열량 : 37.67 kcal
볶음류,애호박맛살볶음,열량 : 61.72 kcal
밥류,가지밥,열량 : 516.75 kcal
튀김류,해쉬브라운튀김&amp;케찹,열량 : 159.15 kcal
기타,골드파인애플(생과),열량 : 53 kcal
보조식,부추양념장,열량 : 18.11 kcal
구이류,알감자버터구이,열량 : 71.29 kcal
찜류,모듬숙회&amp;초고추장,열량 : 61.55 kcal
튀김류,깐풍두부,열량 : 127.69 kcal
무침류,열무된장나물,열량 : 30.36 kcal
밥류,찹쌀검정콩밥,열량 : 333.2 kcal
구이류,닭다리떡오븐구이,열량 : 323.61 kcal
부침류,모듬산적&amp;초간장,열량 : 180.68 kcal
국류,참외오이냉국,열량 : 23.3 kcal
무침류,배추겉절이,열량 : 31.43 kcal
무침류,깻순겉절이,열량 : 45.83 kcal
무침류,김가루실파무침,열량 : 18.52 kcal
밥류,참치주먹밥,열량 : 355.34 kcal
볶음류,순대들깨볶음,열량 : 252.76 kcal
구이류,피자군만두,열량 : 292.35 kcal
기타,단무지,열량 : 3.6 kcal
김치류,열무김치,열량 : 19.2 kcal
찜류,안동찜닭,열량 : 384.49 kcal
조림류,동태조림,열량 : 123.98 kcal
보조식,수박빙수,열량 : 80.24 kcal
부침류,양송이전&amp;달래초간장,열량 : 39.2 kcal
밥류,찹쌀현미밥(쌀 100g),열량 : 395.28 kcal
국류,일식팽이장국,열량 : 14.41 kcal
구이류,조기구이,열량 : 138.92 kcal
조림류,연근생땅콩조림,열량 : 99.05 kcal
무침류,배추된장무침,열량 : 17.95 kcal
구이류,카레두부구이&amp;양념장,열량 : 78.65 kcal
무침류,봄동무침,열량 : 39.97 kcal
조림류,닭살야채볶음,열량 : 225.39 kcal
보조식,과카몰리바게트샌드위치,열량 : 124.09 kcal
밥류,누룽지탕(소),열량 : 196.5 kcal
죽류,한방닭죽,열량 : 350.56 kcal
국류,얼큰순두부찌개,열량 : 114.56 kcal
부침류,오징어숙주전,열량 : 225.24 kcal
밥류,모듬콩밥,열량 : 227.35 kcal
면류,열무메밀물국수,열량 : 313.2 kcal
볶음류,느타리버섯볶음,열량 : 57.11 kcal
밥류,단호박은행밥,열량 : 434.33 kcal
빵류,초코머핀,열량 : 204 kcal
밥류,보리밥(100g),열량 : 400.6 kcal
구이류,갈치필렛구이,열량 : 115.26 kcal
빵류,머핀,열량 : 141 kcal
조림류,단호박조림,열량 : 36.97 kcal
무침류,콜라비오징어무침,열량 : 71.8 kcal
조림류,곤약메추리알조림,열량 : 68.59 kcal
국류,닭개장,열량 : 146.13 kcal
보조식,미니절편,열량 : 107.5 kcal
볶음류,감자채파프리카볶음,열량 : 62.59 kcal
국류,다시마무국,열량 : 13.9 kcal
무침류,매실장아찌,열량 : 11.48 kcal
국류,호박고추장찌개,열량 : 72.46 kcal
찜류,달걀찜,열량 : 98.45 kcal
보조식,요구르트,열량 : 42.25 kcal
국류,달래된장찌개,열량 : 53.08 kcal
무침류,미나리오징어초무침,열량 : 59.61 kcal
무침류,마카로니콘그라탕,열량 : 81.1 kcal
부침류,달걀후라이,열량 : 99.92 kcal
무침류,콩나물미나리무침,열량 : 32.31 kcal
국류,얼갈이된장국,열량 : 23.76 kcal
기타,단호박아몬드범벅,열량 : 71.38 kcal
무침류,미역초무침,열량 : 14.24 kcal
무침류,미역레몬초무침,열량 : 14.24 kcal
소스류,참깨레몬드레싱,열량 : 22.67 kcal
보조식,귀리우유,열량 : 171.37 kcal
기타,상추쌈,열량 : 34 kcal
기타,청포도,열량 : 66 kcal
국류,바지락무국,열량 : 71.46 kcal
밥류,잡곡(녹두)밥,열량 : 364.6 kcal
무침류,무말랭이오징어젓무침,열량 : 24.35 kcal
볶음류,소고기가지볶음,열량 : 145.03 kcal
무침류,상추깻잎쌈,열량 : 9.7 kcal
국류,오징어순두부찌개,열량 : 147.01 kcal
밥류,서리태콩밥,열량 : 341.49 kcal
무침류,치커리매실청무침,열량 : 18.85 kcal
무침류,쫄면무침,열량 : 195.08 kcal
국류,새우살무국,열량 : 79.49 kcal
무침류,참나물유자생채,열량 : 22.56 kcal
무침류,치커리유자청무침,열량 : 21.96 kcal
볶음류,애호박볶음,열량 : 49.32 kcal
국류,가지미미역국,열량 : 58.77 kcal
무침류,콩나물잡채,열량 : 92.93 kcal
밥류,흑미찹쌀밥,열량 : 363 kcal
볶음류,돼지고기춘장볶음,열량 : 293.71 kcal
밥류,흑미밥,열량 : 327.6 kcal
밥류,차수수밥,열량 : 329.9 kcal
밥류,누룽지탕,열량 : 393 kcal
밥류,누룽지탕(대),열량 : 589.5 kcal
볶음류,새우스크램블에그,열량 : 110.12 kcal
무침류,낙지젓무침,열량 : 53.42 kcal
국류,얼큰청양콩나물국,열량 : 18.03 kcal
튀김류,해쉬브라운감자튀김&amp;케찹,열량 : 185.1 kcal
김치류,간장깻잎지,열량 : 62 kcal
보조식,흰우유&amp;초코시리얼,열량 : 252.1 kcal
볶음류,새송이파프리카볶음,열량 : 73.53 kcal
국류,새우연두부달걀국,열량 : 139.52 kcal
볶음류,돼지고기고추장볶음,열량 : 348.16 kcal
국류,북어두부해장국,열량 : 78.85 kcal
조림류,새송이돈육장조림,열량 : 142.69 kcal
볶음류,돼지고기가지볶음,열량 : 168.08 kcal
무침류,콩나물당면무침,열량 : 81.48 kcal
볶음류,돈육간장볶음,열량 : 275.36 kcal
무침류,돌나물샐러드,열량 : 7.97 kcal
구이류,옥수수치즈구이,열량 : 116.39 kcal
무침류,부추겉절이,열량 : 7.46 kcal
기타,컵케?,열량 : 125.1 kcal
국류,모시조개시금치된장국,열량 : 54.2 kcal
밥류,보리밥(80g),열량 : 327.4 kcal
국류,두부김치찌개,열량 : 53.8 kcal
빵류,초코머핀,열량 : 204 kcal
빵류,머핀,열량 : 141 kcal
조림류,단호박조림,열량 : 36.97 kcal
보조식,미니절편,열량 : 107.5 kcal
국류,조갯살미역국,열량 : 25.4 kcal
밥류,차조밥,열량 : 293.2 kcal
국류,오징어콩나물국,열량 : 43.02 kcal
조림류,닭간장조림,열량 : 298.79 kcal
조림류,시래기된장지짐,열량 : 40.31 kcal
무침류,상추오이무침,열량 : 16.42 kcal
밥류,흰쌀밥,열량 : 292.8 kcal
튀김류,베트남식 깐풍기,열량 : 159.99 kcal
보조식,토마토&amp;연유소스,열량 : 27.85 kcal
밥류,수수밥,열량 : 298.4 kcal
밥류,검정콩밥,열량 : 296.9 kcal
밥류,추가밥,열량 : 109.8 kcal
밥류,삼겹살볶음밥,열량 : 634.62 kcal
국류,우거지된장국,열량 : 190.82 kcal
무침류,청포묵무침,열량 : 32.12 kcal
국류,조개순두부맑은국,열량 : 53.77 kcal
볶음류,비엔나간장볶음,열량 : 78.55 kcal
부침류,치즈오믈렛,열량 : 123.48 kcal
튀김류,연근새우튀김,열량 : 121.05 kcal
찜류,연두부새싹샐러드,열량 : 67.05 kcal
무침류,무생채,열량 : 16.62 kcal
국류,치즈부대찌개,열량 : 145.99 kcal
구이류,한마리꽁치구이,열량 : 258.27 kcal
무침류,쫄면골뱅이무침,열량 : 222.73 kcal
조림류,우엉땅콩조림,열량 : 85.5 kcal
김치류,갓김치,열량 : 12.95 kcal
기타,로메인샐러드,열량 : 76.03 kcal
볶음류,부추스크램블에그,열량 : 98.42 kcal
김치류,볶음김치,열량 : 75.81 kcal
무침류,비름나물쌈장무침,열량 : 39.96 kcal
보조식,수박,열량 : 93 kcal
볶음류,브로콜리볶음,열량 : 39.76 kcal
김치류,동치미,열량 : 4.8 kcal
국류,미역북어채국,열량 : 53.35 kcal
무침류,모듬채소쌈,열량 : 21.25 kcal
소스류,참치쌈장,열량 : 34.67 kcal
무침류,맛살콩나물겨자무침,열량 : 48.62 kcal
기타,파인애플,열량 : 53 kcal
밥류,누룽지탕(소),열량 : 196.5 kcal
찜류,손만두찜,열량 : 218.72 kcal
볶음류,감자채볶음,열량 : 57.32 kcal
밥류,기장밥,열량 : 365.4 kcal
볶음류,도라지볶음,열량 : 117.56 kcal
조림류,코다리조림,열량 : 141.74 kcal
면류,소면1/2,열량 : 148 kcal
부침류,매생이전,열량 : 70.72 kcal
무침류,실파김가루무침,열량 : 23.1 kcal
밥류,가지규동,열량 : 507 kcal
무침류,비름나물,열량 : 31 kcal
찜류,어묵바,열량 : 169 kcal
무침류,고추단무지무침,열량 : 16 kcal
보조식,닭가슴살샐러드,열량 : 30.31 kcal
소스류,머스터드드레싱,열량 : 57 kcal
밥류,유부초밥,열량 : 333.85 kcal
무침류,양파링초절임,열량 : 11.84 kcal
국류,순대국,열량 : 225.48 kcal
튀김류,치킨텐더,열량 : 207.75 kcal
보조식,흰우유&amp;아몬드시리얼,열량 : 257.8 kcal
보조식,백설기,열량 : 147 kcal
튀김류,봄꽃 떡갈비,열량 : 167.9 kcal
무침류,들기름막국수무침,열량 : 200.97 kcal
소스류,야채짜장소스,열량 : 54.98 kcal
국류,양송이수프,열량 : 117.71 kcal
구이류,콜리플라워버터구이,열량 : 16.21 kcal
기타,윌도프샐러드,열량 : 121.36 kcal
밥류,민물장어덮밥,열량 : 368.5 kcal
부침류,깻잎어묵전,열량 : 129.3 kcal
구이류,가자미양념구이,열량 : 73.51 kcal
기타,잣수정과,열량 : 52.47 kcal
국류,매생이굴국,열량 : 53.99 kcal
밥류,현미찹쌀밥,열량 : 209.41 kcal
기타,복숭아에이드,열량 : 15.2 kcal
구이류,"구운채소(브로콜리,가지,당근,양파)",열량 : 17.39 kcal
무침류,오이깨무침,열량 : 13.62 kcal
기타,대추차,열량 : 34.35 kcal
밥류,강황밥(쌀90g),열량 : 329.11 kcal
밥류,강황밥(쌀100g),열량 : 365.71 kcal
국류,유부된장국,열량 : 45.12 kcal
밥류,강황밥(쌀70g),열량 : 255.91 kcal
무침류,파프리카잡채,열량 : 136.31 kcal
소스류,짜장소스,열량 : 149.52 kcal
찜류,찐고구마,열량 : 147.5 kcal
빵류,모닝빵/딸기잼,열량 : 160.6 kcal
구이류,닭다리오븐구이,열량 : 126.71 kcal
무침류,사과치커리무침,열량 : 26.63 kcal
무침류,마늘장아찌,열량 : 39.55 kcal
국류,팽이버섯두부국,열량 : 59.94 kcal
기타,사우어크라우트,열량 : 16.85 kcal
보조식,떡(인절미),열량 : 161.7 kcal
국류,쑥갓어묵국,열량 : 56.82 kcal
무침류,두부무침,열량 : 50.74 kcal
밥류,누룽지탕(대),열량 : 589.5 kcal
볶음류,김자반볶음,열량 : 35 kcal
밥류,백미밥,열량 : 256.2 kcal
밥류,잡곡밥(병아리콩),열량 : 330.1 kcal
밥류,백미밥,열량 : 366 kcal
국류,새우젓순두부찌개,열량 : 124.31 kcal
구이류,임연수레몬구이,열량 : 103.25 kcal
밥류,강황밥,열량 : 256.21 kcal
밥류,나물비빔밥,열량 : 256.32 kcal
소스류,약고추장,열량 : 47.98 kcal
소스류,프렌치드레싱(완),열량 : 41.9 kcal
