나이,성별,신장,체중,활동량계수,BMR,에너지 섭취량(Kcal),일일 칼로리 잉여/적자
42.0,2.0,161.0,58.4,1.0,1779.264,1363.5733627350137,-415.6906372649862
44.0,2.0,163.4,59.5,1.15,2054.6446,1797.1330454828326,-257.5115545171675
75.0,2.0,150.1,50.0,1.0,1393.4759999999999,1482.130244248836,88.65424424883622
34.0,2.0,165.4,85.3,1.26,2638.06712,1966.830262685164,-671.2368573148362
46.0,2.0,167.0,55.2,1.0,1765.232,1773.0419950184807,7.809995018480777
45.0,1.0,175.4,96.3,1.26,3356.175164,3161.684535389695,-194.49062861030507
80.0,2.0,147.9,45.4,1.0,1299.898,1019.6189671576,-280.27903284239994
28.0,1.0,181.7,68.1,1.0,2459.0842,1724.490429696394,-734.5937703036059
29.0,2.0,164.8,55.1,1.0,1865.794,1174.753365320354,-691.040634679646
57.0,2.0,151.6,50.4,1.15,1768.3439999999996,1337.1992032958074,-431.14479670419223
29.0,2.0,171.0,54.5,1.0,1905.1899999999998,1680.928776536825,-224.26122346317493
67.0,1.0,163.4,62.1,1.15,2173.6650099999997,2182.4811618921594,8.816151892159724
69.0,2.0,153.9,62.7,1.0,1581.3960000000002,1269.6640116285864,-311.73198837141376
44.0,2.0,170.8,54.8,1.0,1802.8960000000002,1229.8394825543644,-573.0565174456358
25.0,2.0,167.0,52.4,1.0,1884.134,1935.010729802076,50.87672980207594
64.0,2.0,156.0,50.7,1.15,1759.9388,1255.5901181183592,-504.3486818816407
69.0,1.0,171.6,68.4,1.0,2018.6276,1647.4569258338013,-371.17067416619875
67.0,2.0,156.5,50.5,1.15,1741.2304999999997,1790.4957792926025,49.26527929260283
64.0,1.0,161.7,66.1,1.15,2264.8918299999996,1643.6047979146274,-621.2870320853722
44.0,2.0,158.7,56.3,1.0,1729.0899999999997,1733.487305079719,4.397305079719217
75.0,2.0,146.8,49.5,1.0,1364.838,1060.1576134496452,-304.6803865503548
56.0,1.0,167.6,66.8,1.26,2606.938576,2064.188324059985,-542.750251940015
52.0,2.0,159.5,46.8,1.46,2324.8662799999997,2293.7312721467188,-31.135007853280968
21.0,2.0,167.7,56.7,1.15,2219.3361,2011.7171185602976,-207.61898143970234
66.0,2.0,150.0,49.9,1.0,1454.004,1434.140964786697,-19.863035213302965
48.0,2.0,163.8,43.4,1.15,1857.0438,1499.3087244262065,-357.73507557379344
22.0,2.0,160.2,65.4,1.0,1977.176,1610.437041016483,-366.738958983517
48.0,2.0,163.2,59.4,1.15,2024.2583999999995,1739.5451546747015,-284.713245325298
50.0,2.0,158.4,59.2,1.15,1968.2104,1319.623214554159,-648.587185445841
80.0,1.0,167.2,65.5,1.0,1843.9162000000001,1218.4810238088587,-625.4351761911414
75.0,2.0,155.3,54.2,1.0,1470.54,1234.6657257015568,-235.8742742984432
51.0,2.0,155.1,47.7,1.0,1574.0879999999997,1507.5486295502249,-66.53937044977488
66.0,2.0,159.2,56.9,1.0,1586.3159999999998,1050.914088302629,-535.4019116973709
80.0,2.0,151.2,62.0,1.0,1479.232,1543.2975433985605,64.06554339856052
68.0,2.0,145.6,50.6,1.0,1414.792,933.2076721712148,-481.58432782878515
78.0,2.0,156.4,54.4,1.0,1459.668,1363.6493592105262,-96.0186407894737
73.0,1.0,159.4,52.4,1.0,1660.1163999999999,1363.3470142469548,-296.76938575304507
75.0,2.0,155.6,54.4,1.15,1720.4159999999997,998.0643721122988,-722.3516278877009
56.0,1.0,167.8,60.5,1.15,2276.52437,2306.96177334348,30.437403343480128
55.0,1.0,170.9,72.1,1.0,2207.1374,2037.1789827004093,-169.9584172995908
77.0,2.0,148.2,43.2,1.15,1524.2565999999993,877.1316569431921,-647.1249430568072
68.0,2.0,158.4,44.3,1.15,1683.4467999999997,1427.5860699595332,-255.86073004046648
56.0,2.0,156.8,58.8,1.0,1655.7759999999998,1745.2008478588996,89.42484785889974
26.0,2.0,161.3,63.7,1.46,2754.5542,2306.1193978826373,-448.4348021173628
80.0,2.0,160.2,41.0,1.0,1348.012,935.162874187241,-412.849125812759
78.0,2.0,143.5,62.7,1.0,1443.7019999999998,1097.122416651368,-346.5795833486318
79.0,2.0,150.7,59.2,1.0,1456.304,1262.9540778135784,-193.34992218642174
65.0,1.0,159.6,53.1,1.0,1748.5726,1528.169201038029,-220.40339896197088
69.0,1.0,173.3,66.1,1.0,1991.2078,1703.4998887559184,-287.7079112440815
71.0,1.0,175.1,65.1,1.15,2263.0376899999997,2255.7066581502686,-7.331031849731062
73.0,2.0,157.4,66.8,1.0,1617.5419999999997,1004.1415533404748,-613.4004466595248
70.0,2.0,162.7,50.2,1.0,1521.3739999999998,1079.8753909384388,-441.49860906156096
69.0,2.0,148.3,69.1,1.0,1600.6440000000002,1576.3121391873683,-24.33186081263193
66.0,2.0,155.0,65.1,1.0,1632.576,924.6063738505876,-707.9696261494124
47.0,2.0,157.4,56.1,1.0,1697.05,1094.783493623239,-602.2665063767608
51.0,2.0,157.2,65.8,1.0,1758.7499999999998,1299.1386875474614,-459.6113124525384
80.0,1.0,154.7,49.7,1.0,1525.0882000000001,907.775026259068,-617.3131737409321
57.0,1.0,170.6,63.6,1.15,2341.0886399999995,1972.5525623878564,-368.5360776121431
53.0,1.0,174.2,75.0,1.0,2290.1431999999995,1887.4979886084477,-402.6452113915518
60.0,2.0,157.5,59.5,1.15,1894.8255,1759.966427561617,-134.859072438383
58.0,2.0,160.0,57.4,1.15,1906.9135999999999,1539.7230916347771,-367.19050836522274
28.0,1.0,173.9,51.2,1.0,2148.1164,1755.288806155576,-392.827593844424
76.0,2.0,160.0,51.2,1.0,1469.672,1340.8313089271935,-128.84069107280652
80.0,1.0,172.2,82.1,1.0,2135.0022,1468.9370482277516,-666.0651517722483
78.0,2.0,150.7,60.6,1.15,1725.5126999999995,1087.892924757919,-637.6197752420806
46.0,1.0,175.9,63.1,1.15,2469.65901,2202.4050123518928,-267.2539976481071
80.0,1.0,164.8,67.3,1.0,1859.6037999999999,1557.9119114609225,-301.69188853907735
79.0,1.0,171.0,64.2,1.15,2144.8887,1444.6854091090977,-700.2032908909023
72.0,1.0,161.0,67.9,1.0,1924.8850000000002,1724.2837526900903,-200.60124730990992
71.0,1.0,166.5,61.2,1.15,2138.3149,1732.4729273102507,-405.8419726897491
72.0,1.0,173.7,76.4,1.0,2128.6492000000003,1691.7094311369924,-436.9397688630079
65.0,2.0,152.8,56.0,1.0,1538.3379999999997,1211.0391067969294,-327.2988932030703
60.0,2.0,157.7,52.4,1.0,1574.7659999999996,1469.810447065697,-104.95555293430266
64.0,2.0,155.9,53.8,1.15,1792.4723,1547.8700332250232,-244.60226677497667
40.0,2.0,161.3,74.8,1.0,1948.766,1462.7659749540685,-486.0000250459316
64.0,2.0,158.7,54.2,1.15,1820.1550999999995,1408.447809412049,-411.7072905879504
52.0,2.0,155.2,55.0,1.0,1636.232,1631.0501088642677,-5.181891135732258
71.0,2.0,152.4,58.3,1.0,1515.502,1097.8709237281744,-417.6310762718256
67.0,2.0,155.4,61.6,1.15,1851.5269999999998,1715.1370380994624,-136.3899619005374
72.0,1.0,162.9,70.7,1.0,1979.6854000000003,1791.247566430215,-188.4378335697852
79.0,1.0,164.9,70.4,1.15,2220.47406,1885.4280092705528,-335.0460507294472
71.0,2.0,147.2,49.4,1.0,1394.446,1228.5167659400925,-165.92923405990746
44.0,2.0,159.8,46.2,1.0,1642.5400000000002,1328.4473827561976,-314.0926172438026
43.0,2.0,163.0,52.0,1.15,1977.4849999999997,1954.8556259800096,-22.62937401999011
46.0,1.0,170.6,77.0,1.0,2369.2475999999997,1828.1261556638708,-541.1214443361289
59.0,1.0,167.2,68.9,1.15,2397.90173,1730.1066719160224,-667.7950580839777
56.0,2.0,160.8,53.3,1.15,1883.2803999999999,1837.2948501051364,-45.985549894863425
66.0,1.0,164.3,48.9,1.15,1947.2660699999997,1659.0682172695967,-288.19785273040293
63.0,2.0,153.0,52.3,1.15,1759.0241999999998,1151.1404293897633,-607.8837706102365
62.0,1.0,168.7,74.1,1.0,2160.3761999999997,2163.270081278986,2.8938812789861004
60.0,2.0,162.0,52.7,1.15,1859.2007999999996,1634.1299434900818,-225.0708565099178
80.0,2.0,155.5,43.5,1.15,1567.7035,1032.1582446066643,-535.5452553933358
54.0,2.0,169.3,64.0,1.46,2649.97068,2202.804923458392,-447.16575654160806
58.0,2.0,156.5,47.0,1.26,1939.1186000000002,1741.1194219252568,-197.99917807474344
54.0,1.0,165.8,87.5,1.0,2434.1618000000003,2164.3377662845915,-269.82403371540886
48.0,2.0,156.9,56.8,1.0,1693.062,1259.485356330936,-433.57664366906397
63.0,1.0,166.1,74.0,1.0,2135.2256,1906.2899922241247,-228.9356077758755
54.0,1.0,170.0,67.0,1.15,2428.1635,2164.003130555124,-264.1603694448763
50.0,2.0,159.1,52.4,1.26,2081.8678,1809.9822898474044,-271.88551015259554
40.0,2.0,164.5,49.1,1.0,1731.446,1614.0031558703763,-117.44284412962361
73.0,1.0,167.0,60.6,1.0,1831.5880000000002,1671.4302893225893,-160.15771067741093
41.0,1.0,167.5,53.5,1.0,2026.285,1831.443993101064,-194.84100689893603
58.0,2.0,164.6,53.1,1.0,1645.2319999999997,1543.93637678316,-101.29562321683966
75.0,2.0,149.6,58.8,1.0,1472.214,1344.7705790690725,-127.44342093092746
58.0,2.0,146.9,57.4,1.0,1556.9779999999998,959.1587371594204,-597.8192628405794
59.0,1.0,171.6,70.7,1.0,2150.5206,1881.1230598355144,-269.39754016448546
67.0,2.0,154.8,65.2,1.0,1625.1499999999999,1030.839703063181,-594.3102969368188
42.0,1.0,175.2,86.4,1.15,2929.7436799999996,2343.76940466399,-585.9742753360097
57.0,1.0,158.6,37.8,1.15,1794.5741399999997,1492.5519066149384,-302.0222333850613
51.0,2.0,153.9,63.6,1.0,1714.2,1037.1608577714692,-677.0391422285309
66.0,2.0,168.0,85.0,1.15,2215.5119999999997,1825.049605737931,-390.46239426206876
73.0,1.0,168.6,68.0,1.0,1957.9556000000002,2032.328225224724,74.37262522472383
67.0,2.0,161.6,61.4,1.0,1638.9499999999998,1183.2003814970342,-455.74961850296563
65.0,2.0,157.7,58.9,1.0,1601.0559999999996,1156.0114581149803,-445.04454188501927
38.0,2.0,156.3,44.4,1.0,1641.7420000000002,1193.2761288545669,-448.4658711454333
38.0,2.0,160.8,46.7,1.15,1936.6180000000002,1620.6226696538004,-315.9953303461998
36.0,1.0,181.3,75.4,1.15,2823.51512,2886.594627967125,63.079507967124755
54.0,2.0,161.1,62.2,1.15,1995.4047,2069.031526751146,73.62682675114593
67.0,2.0,155.6,59.7,1.0,1579.4779999999998,1057.211757142857,-522.2662428571427
55.0,2.0,161.8,69.2,1.15,2069.687,1650.0058144418108,-419.6811855581891
75.0,2.0,152.5,77.6,1.0,1669.2359999999999,1423.2697467285202,-245.96625327147967
65.0,2.0,156.9,58.8,1.0,1594.312,1632.6160112947937,38.30401129479378
59.0,1.0,168.2,61.8,1.15,2274.2019799999994,1938.9131931396864,-335.28878686031294
44.0,2.0,157.2,44.1,1.15,1837.1152,1601.448528752736,-235.66667124726405
44.0,2.0,152.0,45.0,1.15,1803.388,1179.95892425465,-623.42907574535
43.0,2.0,169.4,77.4,1.15,2304.3241999999996,1913.8999645672925,-390.42423543270706
38.0,2.0,155.2,55.6,1.15,1985.6631999999997,1430.17540625,-555.4877937499998
77.0,1.0,169.3,69.8,1.0,1952.2508000000003,1463.8023598719385,-488.44844012806175
37.0,2.0,165.9,56.3,1.15,2089.4423,1632.956550237287,-456.4857497627131
40.0,2.0,170.0,71.7,1.15,2268.7087999999994,1832.6471503714931,-436.0616496285063
77.0,2.0,148.9,45.0,1.0,1324.1439999999998,767.6466988913593,-556.4973011086405
74.0,1.0,163.0,51.2,1.0,1650.92,1362.3220682060282,-288.59793179397184
71.0,2.0,155.9,55.3,1.0,1512.8319999999999,1515.51607675106,2.684076751060047
80.0,2.0,154.5,58.1,1.15,1716.5089,1682.8075713919118,-33.70132860808826
48.0,1.0,167.8,80.0,1.15,2709.5461199999995,2668.923838822126,-40.62228117787345
78.0,1.0,156.4,42.8,1.0,1443.5424,1322.5007296199155,-121.0416703800845
68.0,2.0,155.2,67.6,1.0,1643.6079999999997,1011.7472962590958,-631.8607037409039
76.0,2.0,153.2,52.1,1.15,1668.7111999999997,953.9612814378664,-714.7499185621333
77.0,2.0,149.5,61.6,1.0,1483.8759999999997,1473.076558382018,-10.799441617981756
64.0,1.0,176.7,61.0,1.0,1976.0632,1764.8990555680289,-211.16414443197118
46.0,1.0,178.1,82.4,1.0,2495.6316,2526.5538520964483,30.92225209644812
25.0,2.0,150.3,48.6,1.15,1959.2350999999999,1468.0141433039555,-491.22095669604437
62.0,1.0,177.6,69.2,1.15,2439.3368399999995,1811.222226397868,-628.1146136021314
64.0,2.0,154.0,63.2,1.15,1877.7908,1296.0440410149804,-581.7467589850196
64.0,2.0,152.9,55.3,1.26,1962.61412,1453.2645732402582,-509.34954675974177
64.0,1.0,170.9,65.0,1.15,2301.85536,2108.106752028671,-193.74860797132897
58.0,2.0,150.3,45.8,1.15,1701.0658999999998,1074.6007535005283,-626.4651464994715
69.0,2.0,157.7,65.3,1.15,1896.7364999999995,1695.1229117647056,-201.61358823529395
45.0,1.0,176.5,67.9,1.0,2265.833,1917.0277397477296,-348.8052602522705
42.0,2.0,168.2,43.8,1.0,1694.8799999999999,1337.9621575870062,-356.91784241299365
63.0,1.0,170.3,70.5,1.0,2102.2038000000002,2137.0211109143197,34.81731091431948
63.0,2.0,157.3,50.7,1.0,1535.2200000000003,1349.8343504487352,-185.38564955126503
75.0,1.0,176.1,80.0,1.0,2170.2856,1613.5408801228969,-556.7447198771033
71.0,2.0,159.9,59.7,1.0,1583.056,1562.9612030206868,-20.094796979313287
72.0,2.0,151.7,70.3,1.0,1615.83,1140.3372815631244,-475.4927184368755
80.0,1.0,161.5,60.3,1.0,1730.4269999999997,1043.1458531030285,-687.2811468969712
80.0,2.0,154.1,65.7,1.15,1794.9756999999997,1270.29052623213,-524.6851737678696
46.0,2.0,176.1,83.3,1.0,2094.314,2182.263573051225,87.94957305122534
48.0,1.0,172.8,85.3,1.0,2494.1118,2079.945285714285,-414.16651428571504
78.0,1.0,168.2,68.9,1.0,1922.4662,1919.722575721795,-2.7436242782050613
80.0,1.0,162.6,68.7,1.0,1870.0066000000002,1142.7781830322442,-727.228416967756
80.0,1.0,158.5,78.0,1.0,1995.846,1292.1888562613576,-703.6571437386424
75.0,2.0,160.8,65.3,1.0,1614.366,1141.0077671953372,-473.35823280466275
79.0,2.0,150.0,65.7,1.15,1767.6547999999998,1209.8371951273443,-557.8176048726555
66.0,1.0,162.7,63.2,1.0,1916.4612000000002,1261.692575529365,-654.7686244706351
64.0,2.0,147.2,55.1,1.0,1496.168,1469.0135777248297,-27.15442227517019
75.0,2.0,158.3,61.7,1.0,1562.52,1113.001217392104,-449.5187826078959
64.0,1.0,178.7,68.0,1.26,2630.222952,2255.973992439536,-374.2489595604643
59.0,1.0,156.4,50.1,1.15,1986.9092099999998,1661.0119587545996,-325.8972512454002
60.0,2.0,156.0,54.2,1.0,1579.272,1432.7098849373974,-146.56211506260252
59.0,1.0,168.1,67.7,1.26,2599.789996,1892.1834661549728,-707.6065298450271
52.0,2.0,153.7,66.5,1.15,1993.7272999999996,1400.295578353503,-593.4317216464965
69.0,2.0,162.0,64.9,1.0,1660.7939999999999,1262.5597228771946,-398.2342771228052
65.0,1.0,164.6,64.3,1.0,1953.7446,1820.2535691245623,-133.49103087543767
62.0,2.0,155.0,55.3,1.0,1568.4879999999998,1135.017939889181,-433.47006011081885
70.0,1.0,167.1,52.2,1.0,1727.0736000000002,1376.925473460346,-350.1481265396542
67.0,2.0,157.5,64.0,1.0,1633.52,1526.9697658226046,-106.5502341773954
70.0,2.0,156.5,55.4,1.0,1525.0339999999999,1437.2404933333337,-87.79350666666619
58.0,2.0,155.2,70.9,1.0,1743.596,1339.469998915902,-404.1260010840981
71.0,2.0,142.8,51.9,1.0,1385.902,1225.3937605561011,-160.5082394438989
80.0,2.0,161.0,67.0,1.15,1866.577,1601.6294423375416,-264.9475576624584
69.0,1.0,165.7,65.2,1.0,1935.8792,1510.0657336399154,-425.8134663600847
80.0,1.0,164.8,67.4,1.0,1861.1948000000002,1645.6628299650238,-215.53197003497644
75.0,2.0,157.8,64.1,1.0,1581.354,1020.8238335736132,-560.5301664263868
24.0,1.0,164.8,79.5,1.15,2910.50167,2440.783049272628,-469.7186207273721
59.0,1.0,170.8,60.0,1.46,2839.0357280000003,2633.9204656547927,-205.1152623452076
77.0,2.0,145.0,43.5,1.0,1281.79,1153.5718884983833,-128.2181115016167
78.0,1.0,170.9,64.7,1.15,2162.9464099999996,1560.2017055347726,-602.744704465227
76.0,2.0,156.7,30.6,1.0,1252.8979999999997,710.2622599947633,-542.6357400052364
77.0,1.0,154.8,50.2,1.0,1562.1728000000003,1070.8957251873646,-491.27707481263565
75.0,2.0,148.9,52.9,1.0,1411.908,1095.133728924283,-316.7742710757168
34.0,1.0,167.5,66.1,1.15,2586.7831499999998,2136.6023797864354,-450.1807702135643
71.0,1.0,165.1,69.4,1.0,1980.4036,1622.430289452557,-357.97331054744313
65.0,1.0,158.0,59.0,1.15,2102.4967,1486.6521374816405,-615.8445625183597
73.0,1.0,171.3,71.6,1.0,2029.8008,1933.9088730565811,-95.89192694341887
73.0,2.0,154.9,70.9,1.0,1637.768,940.4003705840264,-697.3676294159736
79.0,2.0,162.0,69.9,1.0,1638.4940000000001,951.0786337084464,-687.4153662915537
80.0,2.0,150.4,55.5,1.15,1654.2916,1674.200826167166,19.909226167166025
41.0,2.0,168.2,64.0,1.0,1890.8619999999999,1414.0942065321997,-476.7677934678002
69.0,2.0,157.7,62.6,1.15,1867.6736999999996,1284.6136139383789,-583.0600860616207
64.0,2.0,165.1,65.6,1.0,1724.4019999999998,1229.1750974183778,-495.22690258162197
40.0,2.0,155.4,55.6,1.0,1726.2199999999998,1285.4872912414507,-440.73270875854905
42.0,1.0,172.9,75.1,1.0,2389.5494,1932.0408343668096,-457.5085656331903
54.0,1.0,171.4,68.2,1.15,2458.80686,1871.794172540674,-587.0126874593261
54.0,2.0,156.2,57.2,1.0,1650.2640000000001,1496.9845449747795,-153.2794550252206
37.0,2.0,152.6,56.9,1.0,1738.79,1408.6774334336876,-330.11256656631235
57.0,2.0,160.5,77.2,1.15,2131.1253,1729.4324560612863,-401.69284393871385
62.0,1.0,170.5,64.8,1.0,2022.1260000000002,1437.3830592340091,-584.7429407659911
56.0,2.0,152.8,58.1,1.0,1620.184,1136.7373020317812,-483.4466979682188
23.0,1.0,171.8,59.0,1.15,2588.39122,2069.12852330741,-519.26269669259
80.0,1.0,163.1,55.5,1.15,1927.1564899999998,1480.115264881181,-447.04122511881883
71.0,2.0,155.7,50.3,1.15,1704.7584999999995,1510.251755681638,-194.50674431836137
80.0,1.0,171.9,79.1,1.15,2413.5614099999993,2185.110434000415,-228.45097599958444
80.0,2.0,148.5,43.9,1.0,1290.214,824.7572188396653,-465.4567811603347
80.0,1.0,177.6,76.2,1.0,2070.2716,2043.578278315192,-26.693321684808097
65.0,2.0,160.2,55.3,1.0,1585.5099999999998,985.4694843498064,-600.0405156501934
38.0,2.0,159.4,55.2,1.0,1765.336,1532.6527878763177,-232.68321212368232
47.0,1.0,170.9,64.7,1.15,2458.37641,1768.3631641537404,-690.0132458462595
54.0,2.0,155.4,52.7,1.0,1602.3359999999998,1277.61350612077,-324.7224938792299
58.0,2.0,163.8,59.6,1.15,1962.3206,1765.3347860378813,-196.98581396211875
32.0,2.0,169.2,57.2,1.15,2161.2315999999996,1578.4067714436258,-582.8248285563739
66.0,2.0,149.5,60.1,1.0,1545.846,868.9796703940775,-676.8663296059225
43.0,2.0,160.7,60.4,1.0,1788.8959999999997,1254.9492695862125,-533.9467304137872
45.0,1.0,166.7,76.7,1.15,2670.93173,1944.5180784033116,-726.4136515966882
48.0,1.0,172.5,60.9,1.15,2389.2483499999994,1832.2545296978903,-556.993820302109
68.0,2.0,152.5,53.4,1.0,1491.0939999999996,1491.2067296147466,0.11272961474696785
71.0,1.0,164.7,42.7,1.0,1553.4481999999998,1455.468892172225,-97.97930782777485
74.0,2.0,153.0,50.8,1.0,1428.9279999999999,1193.1129554144013,-235.81504458559857
73.0,1.0,161.1,67.9,1.0,1915.8946,1880.594166540989,-35.300433459011174
69.0,2.0,148.9,61.5,1.0,1533.864,1412.9878199036498,-120.87618009635025
68.0,1.0,167.9,63.2,1.0,1925.4604000000002,1487.5290195574753,-437.93138044252487
74.0,1.0,167.3,76.7,1.0,2079.8278000000005,1695.774296028174,-384.05350397182656
71.0,2.0,148.1,50.2,1.0,1408.4679999999998,816.417047575191,-592.0509524248089
65.0,1.0,170.1,66.2,1.15,2309.31684,2361.878219914493,52.561379914493045
54.0,2.0,157.3,55.8,1.15,1894.7889,1351.27627839197,-543.51262160803
59.0,1.0,166.5,65.4,1.0,2038.678,1723.5245476554574,-315.15345234454276
55.0,2.0,157.1,62.5,1.0,1699.4959999999999,1299.3735015689117,-400.12249843108816
22.0,1.0,170.8,81.9,1.0,2677.0058,2049.0843681049832,-627.9214318950167
60.0,1.0,168.6,64.0,1.0,2018.2056,1846.897735689745,-171.3078643102549
59.0,2.0,157.0,48.7,1.46,2275.9619199999997,2076.069910982773,-199.89200901722688
77.0,2.0,155.1,68.7,1.15,1856.3466999999996,1797.2882414274784,-59.058458572521204
45.0,1.0,167.2,64.5,1.15,2450.81713,2017.4733946177616,-433.34373538223826
48.0,2.0,155.2,62.7,1.15,1992.9875999999995,1773.8226943999234,-219.16490560007605
29.0,2.0,160.5,59.2,1.0,1872.952,1360.1948199332712,-512.7571800667288
53.0,2.0,159.9,50.3,1.15,1864.2042999999999,1841.5697501572408,-22.634549842759043
54.0,2.0,161.0,50.8,1.15,1871.8601999999996,1774.958181215894,-96.90201878410562
58.0,2.0,154.1,40.1,1.0,1447.322,849.0144677732634,-598.3075322267365
35.0,1.0,174.9,80.5,1.15,2886.64271,2649.719601361961,-236.92310863803914
71.0,2.0,150.7,50.1,1.0,1426.408,1094.545522207773,-331.86247779222685
77.0,1.0,172.4,65.3,1.15,2192.76241,1820.8085211223367,-371.9538888776631
55.0,2.0,150.4,59.9,1.15,1874.4032,1714.220292514102,-160.18290748589789
41.0,2.0,166.9,81.0,1.0,2040.5439999999999,1919.4271523116772,-121.11684768832265
50.0,2.0,150.8,54.8,1.0,1616.2359999999999,901.8628676681316,-714.3731323318683
65.0,2.0,152.6,52.8,1.0,1506.9339999999997,1047.5740326716732,-459.35996732832655
50.0,2.0,159.8,53.0,1.15,1913.1622,1255.672469195659,-657.489730804341
57.0,2.0,168.8,76.2,1.0,1898.85,1251.3376942071227,-647.5123057928772
50.0,2.0,158.0,59.6,1.15,1969.1763999999998,1726.838311952014,-242.33808804798582
63.0,1.0,180.6,80.1,1.0,2310.5186,1737.8365438386145,-572.6820561613854
52.0,2.0,161.7,43.1,1.0,1572.0379999999998,1404.9768454545454,-167.06115454545443
77.0,1.0,174.0,71.5,1.0,2004.659,2045.6219104534975,40.96291045349744
45.0,1.0,171.6,68.1,1.15,2543.98829,2396.1556321835687,-147.83265781643104
75.0,1.0,170.0,55.0,1.0,1739.62,1468.863611764706,-270.7563882352938
45.0,2.0,169.0,59.4,1.0,1825.974,1429.656540336857,-396.3174596631429
55.0,2.0,161.6,56.9,1.15,1935.6199999999997,1413.505164801989,-522.1148351980107
75.0,2.0,151.3,54.4,1.15,1684.5153,1780.7940000000003,96.2787000000003
62.0,2.0,159.2,64.3,1.15,1946.8659999999995,1736.938892800045,-209.92710719995443
78.0,1.0,172.5,78.4,1.0,2096.8140000000003,1744.015113590527,-352.7988864094732
75.0,2.0,152.1,59.7,1.0,1498.788,830.0666399410565,-668.7213600589436
73.0,2.0,162.6,59.1,1.0,1583.2219999999998,1350.6202442076249,-232.6017557923749
70.0,1.0,161.8,66.8,1.0,1930.7608,1533.1398506473734,-397.62094935262667
62.0,2.0,152.1,64.0,1.15,1884.3588999999995,1392.1453839867647,-492.21351601323477
57.0,2.0,154.5,45.9,1.0,1511.424,1485.883302148792,-25.54069785120805
60.0,2.0,160.4,74.1,1.0,1797.48,1072.5067847479695,-724.9732152520305
67.0,2.0,151.2,44.0,1.0,1400.5819999999999,1121.5866650779676,-278.99533492203227
72.0,1.0,159.1,61.2,1.15,2082.86494,2045.6757341590803,-37.18920584091961
71.0,2.0,161.7,65.5,1.0,1650.4119999999998,1561.082779831116,-89.3292201688837
70.0,1.0,162.7,58.0,1.0,1795.6091999999999,1252.527348517713,-543.0818514822868
60.0,1.0,172.5,60.3,1.0,1980.383,1731.1763812687957,-249.20661873120434
78.0,2.0,153.7,51.6,1.15,1653.6836999999996,1082.448578915222,-571.2351210847776
48.0,1.0,166.1,74.9,1.0,2292.4946,2336.5541203188154,44.05952031881543
35.0,2.0,152.7,49.4,1.0,1683.136,1431.6390167562397,-251.49698324376027
61.0,1.0,170.0,70.6,1.0,2121.236,1573.1104931251475,-548.1255068748524
42.0,2.0,167.5,62.9,1.0,1868.5739999999998,1352.4491068121945,-516.1248931878054
49.0,2.0,157.1,49.6,1.0,1620.2119999999995,1226.2555883116745,-393.95641168832503
79.0,2.0,153.8,56.7,1.0,1455.4099999999999,734.3835234085636,-721.0264765914362
63.0,2.0,152.1,51.6,1.0,1505.8919999999998,1100.7492454641244,-405.1427545358754
39.0,1.0,173.5,89.4,1.0,2648.89,2579.884579549763,-69.00542045023667
39.0,2.0,150.3,52.1,1.0,1663.344,1510.8956176321235,-152.44838236787655
73.0,1.0,161.3,55.6,1.0,1721.2808,1271.8670581114238,-449.41374188857617
54.0,2.0,160.7,62.2,1.0,1729.734,1357.399629222279,-372.334370777721
67.0,2.0,155.5,50.7,1.0,1494.512,797.6306316852059,-696.881368314794
57.0,2.0,154.0,56.0,1.0,1602.33,951.2331273720472,-651.0968726279527
57.0,1.0,164.2,59.0,1.0,1943.5032,1744.4311902416375,-199.07200975836258
74.0,1.0,166.3,68.1,1.15,2234.72967,2269.5534612855336,34.82379128553339
55.0,2.0,159.0,56.2,1.0,1654.322,933.4025459111,-720.9194540888999
70.0,2.0,150.6,56.6,1.0,1493.432,1335.2797850557026,-158.15221494429738
43.0,1.0,186.0,87.0,1.15,2998.2099,2441.907068973915,-556.3028310260847
63.0,1.0,164.4,69.1,1.0,2048.0933999999997,1644.8858982003458,-403.207501799654
64.0,1.0,166.0,53.3,1.15,2057.37985,2044.277388638636,-13.102461361363794
80.0,2.0,150.4,48.6,1.0,1348.0,1013.1814872395266,-334.81851276047337
69.0,2.0,156.8,63.9,1.0,1613.6819999999998,1522.4992547934858,-91.18274520651403
51.0,1.0,186.8,92.5,1.15,3027.5649699999994,3053.197644310259,25.632674310259517
51.0,2.0,155.2,52.5,1.15,1862.4647999999997,1538.8705022092934,-323.5942977907064
76.0,1.0,169.5,68.8,1.0,1946.95,1590.7021134787014,-356.2478865212986
60.0,1.0,170.6,63.8,1.0,2025.8156000000001,1582.4610262470746,-443.3545737529255
55.0,1.0,164.0,73.3,1.0,2188.997,1556.7106860570132,-632.2863139429867
77.0,2.0,155.8,56.8,1.0,1484.6859999999997,823.0470873020254,-661.6389126979743
77.0,1.0,170.5,72.9,1.0,2008.047,2008.8513422827525,0.8043422827524864
61.0,1.0,164.2,66.9,1.0,2031.0722,1626.492048831204,-404.58015116879596
35.0,2.0,162.2,62.1,1.0,1870.978,1798.9379240903045,-72.04007590969559
72.0,1.0,163.8,61.2,1.0,1833.3968,1136.9297259169184,-696.4670740830816
66.0,2.0,152.1,62.5,1.0,1587.186,902.0747846326096,-685.1112153673903
