나이,성별,신장,체중,활동량계수,BMR,에너지 섭취량(Kcal),일일 칼로리 잉여/적자
53.0,1.0,164.7,59.3,1.0,1989.0942,1754.8626892788584,-234.2315107211416
71.0,1.0,171.5,74.8,1.0,2100.852,2081.626129829803,-19.225870170196686
63.0,2.0,159.3,51.8,1.0,1560.036,858.8970558577237,-701.1389441422764
52.0,1.0,163.9,76.8,1.15,2588.6762599999997,2461.6329442122924,-127.04331578770734
71.0,1.0,165.8,59.5,1.15,2102.86707,1817.992280131664,-284.8747898683357
66.0,2.0,153.9,65.2,1.0,1625.526,1255.1387387776272,-370.3872612223729
63.0,1.0,168.1,56.1,1.0,1861.2286,1874.999681610002,13.771081610002057
60.0,2.0,151.8,46.6,1.0,1477.6439999999998,1326.7658098653185,-150.8781901346813
57.0,2.0,148.9,58.3,1.0,1586.8319999999999,1377.7096753180783,-209.12232468192155
65.0,1.0,174.6,70.4,1.0,2104.7556000000004,1784.8526602938755,-319.9029397061249
57.0,2.0,156.8,55.5,1.0,1617.978,1574.2707293253677,-43.707270674632355
53.0,1.0,165.9,70.3,1.0,2170.5794,1697.982751542026,-472.59664845797397
32.0,1.0,173.0,79.5,1.0,2555.393,2565.949342714107,10.556342714106904
32.0,2.0,158.4,64.1,1.0,1882.8399999999997,1898.827621454459,15.987621454459259
57.0,1.0,169.6,65.3,1.15,2365.9872899999996,1912.583190614598,-453.40409938540165
60.0,2.0,146.0,52.6,1.15,1724.5403999999999,1490.0965178876104,-234.44388211238947
80.0,1.0,157.9,53.5,1.0,1602.8134,869.3077697202172,-733.5056302797828
71.0,2.0,142.8,44.2,1.0,1313.83,1403.04925899523,89.21925899523012
66.0,2.0,150.7,52.1,1.0,1479.6779999999999,1079.8246139607531,-399.85338603924674
62.0,2.0,154.0,70.2,1.0,1700.692,1768.8049273801262,68.11292738012617
61.0,2.0,154.3,57.0,1.0,1586.228,1566.919419770635,-19.308580229365134
24.0,1.0,175.0,81.2,1.46,3698.12032,3597.6620000000007,-100.45831999999928
54.0,2.0,156.6,54.2,1.0,1625.0880000000002,955.7460950813938,-669.3419049186064
72.0,1.0,165.9,59.6,1.0,1819.2724000000003,1738.3310572316818,-80.94134276831846
55.0,1.0,173.6,68.9,1.0,2170.7946,1635.3280474323178,-535.4665525676824
52.0,2.0,160.3,50.6,1.46,2385.27524,2007.909361511305,-377.365878488695
24.0,2.0,157.9,43.4,1.15,1973.6246999999998,1454.0743612437316,-519.5503387562683
69.0,2.0,149.2,53.6,1.0,1462.0979999999997,1077.230139271735,-384.86786072826476
70.0,1.0,164.7,69.4,1.0,1987.7752,1596.668645696217,-391.106554303783
68.0,2.0,154.8,57.7,1.0,1548.04,1046.0609838685518,-501.97901613144813
60.0,2.0,164.7,58.7,1.15,1946.3271,1453.426161369459,-492.9009386305411
54.0,2.0,162.1,71.4,1.0,1826.0100000000002,1578.3966826627834,-247.6133173372168
40.0,2.0,160.6,57.9,1.15,2041.6849999999995,2087.85626459475,46.17126459475048
60.0,2.0,162.9,63.1,1.0,1712.67,1261.725825170338,-450.94417482966196
32.0,2.0,161.4,47.4,1.15,1990.6221999999998,1557.8352038659796,-432.7869961340202
64.0,2.0,163.9,65.7,1.0,1716.626,1631.6645384415467,-84.96146155845327
68.0,1.0,172.1,71.6,1.0,2081.7676,2141.732235814662,59.96463581466196
53.0,2.0,159.4,48.7,1.46,2342.86096,2013.5712871796272,-329.28967282037274
60.0,2.0,154.1,56.4,1.46,2343.5382,2226.6472555732207,-116.89094442677924
68.0,1.0,170.9,68.4,1.0,2024.3804000000002,1970.9402651414669,-53.44013485853338
59.0,1.0,173.0,69.5,1.46,3077.03938,2761.3964416962717,-315.64293830372844
54.0,2.0,159.3,59.7,1.15,1953.4665,1433.6571729032055,-519.8093270967945
63.0,2.0,158.2,60.0,1.15,1885.3217999999997,1358.7094721949925,-526.6123278050072
69.0,2.0,153.7,52.3,1.0,1482.6,1123.8298052826374,-358.77019471736253
62.0,1.0,162.6,50.0,1.0,1744.0295999999998,1193.8709872140164,-550.1586127859835
59.0,2.0,157.9,66.4,1.0,1714.1680000000001,1254.3169799733992,-459.85102002660096
50.0,1.0,172.3,69.6,1.15,2528.12682,2255.053504514909,-273.0733154850909
66.0,2.0,156.1,59.3,1.0,1586.274,1178.775658152275,-407.498341847725
58.0,1.0,165.9,71.1,1.0,2135.6574,1963.413314671265,-172.24408532873508
54.0,2.0,159.6,48.0,1.0,1588.8359999999998,1217.1975636976597,-371.6384363023401
63.0,1.0,160.3,46.2,1.15,1901.6339200000002,1854.5806761218587,-47.05324387814153
62.0,1.0,170.1,74.0,1.46,3130.1314159999997,2947.77865975719,-182.35275624280985
60.0,2.0,151.1,52.3,1.0,1525.9139999999998,974.3324266238924,-551.5815733761074
25.0,1.0,169.3,85.2,1.0,2692.8248000000003,2217.20345614048,-475.6213438595205
71.0,1.0,158.1,49.8,1.15,1877.6094399999997,1155.703996079718,-721.9054439202816
74.0,1.0,160.7,63.8,1.0,1838.9751999999999,1604.6870261823103,-234.28817381768954
70.0,2.0,143.1,53.8,1.15,1644.1450999999997,1280.6939023524458,-363.45119764755395
80.0,2.0,150.0,42.1,1.0,1284.256,803.5782271484203,-480.6777728515798
79.0,1.0,169.2,75.4,1.0,2021.7471999999998,1803.049048104731,-218.6981518952689
76.0,2.0,150.5,53.4,1.0,1421.2939999999999,724.0613426837101,-697.2326573162898
49.0,1.0,168.7,63.6,1.0,2117.2112,1425.2305940722858,-691.9806059277144
49.0,2.0,155.7,69.3,1.15,2061.2944999999995,1707.8598228635262,-353.4346771364733
66.0,1.0,167.9,73.4,1.0,2106.8024,1939.380791377094,-167.42160862290598
61.0,2.0,152.6,47.4,1.0,1484.03,975.6242468887292,-508.40575311127077
80.0,1.0,170.2,78.5,1.0,2066.9341999999997,2151.5698883337845,84.63568833378486
80.0,2.0,149.5,42.2,1.0,1281.562,942.137225214483,-339.4247747855169
48.0,2.0,159.2,74.3,1.0,1873.5599999999997,1213.1183356477986,-660.4416643522011
79.0,1.0,153.4,55.8,1.0,1624.6544,1164.917367196132,-459.7370328038678
75.0,2.0,154.3,49.4,1.0,1418.352,1054.4356525735393,-363.9163474264608
75.0,2.0,158.8,53.6,1.0,1490.334,1151.7139462015384,-338.62005379846164
63.0,2.0,157.1,66.3,1.0,1679.7839999999999,1138.203706597532,-541.580293402468
75.0,1.0,172.1,64.4,1.0,1900.5056,1811.504195405853,-89.00140459414706
50.0,2.0,167.2,48.2,1.0,1673.524,954.5158382740836,-719.0081617259162
78.0,1.0,169.7,81.8,1.0,2135.7991999999995,1466.4130722475263,-669.3861277524732
70.0,2.0,143.1,54.5,1.0,1419.3259999999998,934.8975404885592,-484.42845951144056
55.0,2.0,163.3,55.7,1.0,1680.86,1417.3045531177029,-263.555446882297
30.0,1.0,170.6,58.7,1.15,2508.74579,2252.573673333133,-256.17211666686717
70.0,1.0,167.0,60.9,1.0,1864.951,1364.792585608826,-500.1584143911741
64.0,2.0,155.0,55.8,1.0,1559.3479999999997,918.8375827051208,-640.510417294879
80.0,1.0,169.1,59.9,1.15,2044.89349,1399.2019206103255,-645.6915693896744
80.0,2.0,151.6,60.0,1.0,1463.416,1270.8923497806056,-192.5236502193943
80.0,1.0,169.5,71.6,1.0,1953.3779999999997,1475.807623458952,-477.5703765410476
66.0,2.0,163.1,61.9,1.0,1661.4299999999998,1185.1275352991304,-476.30246470086945
57.0,2.0,156.9,60.4,1.0,1664.5680000000002,1296.184914023087,-368.3830859769132
56.0,2.0,165.0,84.9,1.0,1959.6039999999998,1437.7718410372097,-521.8321589627901
59.0,2.0,155.0,46.7,1.0,1508.722,821.1266133255949,-687.5953866744051
77.0,1.0,161.7,53.8,1.0,1656.6812,1272.4783043812035,-384.20289561879645
74.0,2.0,155.8,56.5,1.0,1502.6079999999997,1206.1628557467698,-296.44514425322996
63.0,2.0,154.9,49.8,1.0,1509.372,1542.191336325861,32.81933632586083
29.0,2.0,167.8,63.4,1.0,1965.262,1843.030829350344,-122.23117064965595
64.0,2.0,147.6,67.3,1.0,1613.264,1559.503460502263,-53.760539497737
71.0,1.0,161.2,61.7,1.0,1836.8521999999998,1756.9345198071808,-79.91768019281903
67.0,2.0,159.1,59.9,1.0,1606.76,1454.501419960621,-152.258580039379
41.0,2.0,161.6,59.0,1.0,1796.146,1257.821789302655,-538.324210697345
69.0,2.0,152.3,68.9,1.0,1627.8120000000001,1170.2288637333809,-457.58313626661925
80.0,2.0,149.5,84.2,1.0,1674.682,1154.4490445971612,-520.2329554028388
60.0,2.0,159.2,69.1,1.15,2012.3531999999996,1986.9690349933755,-25.384165006624016
72.0,1.0,173.5,83.6,1.0,2242.1220000000003,2241.684517012711,-0.4374829872895134
52.0,2.0,154.6,52.5,1.0,1608.4759999999999,1203.4513156662013,-405.02468433379863
54.0,2.0,160.5,58.5,1.0,1693.65,1749.4231290661633,55.773129066163165
79.0,1.0,168.4,68.6,1.0,1909.2424,1645.506905433161,-263.7354945668392
77.0,2.0,152.8,51.4,1.15,1650.9267999999997,1046.8440702506398,-604.0827297493599
31.0,1.0,173.0,73.6,1.0,2471.054,2251.702307772609,-219.35169222739114
24.0,2.0,163.2,78.4,1.0,2106.816,1775.6071243870213,-331.20887561297855
56.0,2.0,153.8,61.0,1.0,1654.5879999999997,1297.6954,-356.8925999999997
50.0,2.0,155.3,57.9,1.0,1677.922,1132.3483377041157,-545.5736622958843
65.0,1.0,158.5,56.7,1.0,1799.913,1106.3556143328992,-693.5573856671008
27.0,1.0,175.7,78.5,1.46,3612.327812,3471.2700069767443,-141.0578050232557
74.0,1.0,164.1,47.7,1.0,1601.1706,1480.2903782639112,-120.88022173608874
71.0,2.0,158.5,53.9,1.0,1518.6039999999998,1600.7909669727585,82.18696697275868
62.0,1.0,182.3,73.3,1.15,2543.5178699999997,2524.115577590293,-19.40229240970666
60.0,2.0,160.8,62.9,1.0,1695.5520000000001,1481.0014408418233,-214.55055915817684
62.0,2.0,162.2,62.9,1.0,1691.8959999999997,1516.7797295671155,-175.11627043288422
39.0,2.0,169.3,74.8,1.0,2013.7559999999999,1294.581560348941,-719.174439651059
63.0,2.0,163.4,56.5,1.0,1633.794,1205.859660392542,-427.934339607458
55.0,2.0,156.4,62.4,1.15,1951.4071999999996,2038.414347005954,87.00714700595427
53.0,2.0,153.5,59.7,1.0,1660.9719999999998,1528.579797122846,-132.39220287715375
27.0,2.0,165.8,77.9,1.0,2100.282,1956.7472148773568,-143.53478512264337
78.0,1.0,170.3,79.0,1.0,2094.4888,1725.7906233462652,-368.6981766537349
43.0,2.0,159.6,51.7,1.0,1699.478,1349.2969102877412,-350.1810897122589
73.0,1.0,172.2,80.8,1.0,2181.0292,1884.497342875167,-296.53185712483287
68.0,2.0,156.6,67.0,1.15,1912.7613999999999,1499.206792703354,-413.5546072966458
63.0,1.0,163.6,56.6,1.15,2112.39534,1644.5366554328411,-467.8586845671589
60.0,2.0,154.0,54.0,1.15,1806.402,1586.5565026577078,-219.84549734229222
64.0,1.0,167.3,53.8,1.15,2074.59512,1345.9461767185094,-728.6489432814906
50.0,1.0,165.6,63.7,1.26,2588.376196,2079.429901040149,-508.946294959851
59.0,2.0,161.5,57.1,1.0,1653.2559999999999,1517.47097351735,-135.78502648264976
62.0,2.0,152.0,49.5,1.15,1727.4459999999997,1471.466878478372,-255.97912152162758
34.0,1.0,177.1,80.2,1.0,2569.5935999999997,1912.319649907044,-657.2739500929556
40.0,2.0,151.4,66.4,1.0,1798.268,1196.1309252392955,-602.1370747607045
57.0,2.0,152.3,55.6,1.0,1586.2440000000001,859.5512976765235,-726.6927023234766
56.0,1.0,170.2,59.0,1.46,2839.670232,2821.6755602215712,-17.99467177842871
32.0,1.0,168.6,76.0,1.46,3450.671376,3338.0195833379235,-112.65179266207633
31.0,2.0,154.0,42.8,1.0,1658.4379999999999,1550.1890213526954,-108.24897864730451
61.0,1.0,173.6,62.1,1.0,2005.4266000000002,1688.840918266619,-316.5856817333813
49.0,2.0,156.9,53.1,1.0,1651.52,1121.1529771486548,-530.3670228513452
41.0,2.0,159.6,57.8,1.0,1770.3939999999998,1622.3009193857142,-148.09308061428555
54.0,1.0,161.4,62.9,1.0,2019.0334000000003,1970.3512264673675,-48.68217353263276
41.0,2.0,160.5,55.8,1.15,2011.3356999999999,1851.103128616211,-160.2325713837888
58.0,2.0,163.5,65.5,1.15,2023.3234999999997,1685.8582377388736,-337.4652622611261
51.0,1.0,165.7,69.2,1.15,2470.32258,2131.102023673278,-339.2205563267221
56.0,1.0,175.1,71.7,1.0,2213.9066000000003,1937.910569296876,-275.99603070312423
31.0,2.0,168.0,55.4,1.46,2677.59704,2635.7104886745315,-41.886551325468645
49.0,1.0,170.6,64.4,1.46,3034.965936,2385.947891551553,-649.0180444484472
49.0,2.0,160.1,59.2,1.15,1989.3137000000002,1820.042732036346,-169.27096796365413
61.0,2.0,156.8,55.2,1.0,1587.53,1331.8130438014557,-255.71695619854427
59.0,2.0,154.7,59.6,1.0,1627.2879999999998,1686.279892887875,58.99189288787511
55.0,1.0,171.7,69.4,1.15,2473.09428,2373.5911216366435,-99.5031583633563
52.0,2.0,163.2,61.8,1.15,2022.4519999999995,1294.8720663420254,-727.5799336579742
68.0,1.0,162.5,59.9,1.0,1843.819,1880.0991524281271,36.28015242812717
79.0,2.0,153.8,72.5,1.0,1603.2979999999998,939.6046377177508,-663.6933622822489
72.0,2.0,154.5,75.9,1.0,1688.574,1040.761096592114,-647.8129034078861
67.0,1.0,173.2,78.0,1.15,2525.39228,2492.548494993627,-32.843785006372855
61.0,2.0,155.9,53.2,1.0,1562.276,916.740446106892,-645.535553893108
40.0,2.0,162.6,61.1,1.0,1829.9719999999998,1856.9828640302007,27.01086403020099
45.0,2.0,153.6,73.5,1.0,1846.146,1805.5037607910067,-40.64223920899326
63.0,2.0,149.7,44.3,1.15,1645.3604999999998,943.6983020092508,-701.662197990749
52.0,1.0,167.2,71.2,1.46,3137.544672,2613.1714018782045,-524.3732701217955
67.0,2.0,158.1,58.8,1.0,1589.2039999999997,1588.931586265629,-0.2724137343707298
34.0,2.0,154.4,55.6,1.0,1760.4199999999998,1474.948698097638,-285.4713019023618
63.0,1.0,163.6,71.4,1.15,2383.18354,1965.2268852739824,-417.95665472601763
68.0,2.0,153.7,50.2,1.0,1469.8539999999998,1097.847088031377,-372.0069119686227
52.0,2.0,168.2,73.4,1.0,1902.836,1313.373319271739,-589.4626807282609
50.0,2.0,157.8,52.6,1.0,1646.4640000000002,1405.4653445631614,-240.99865543683882
49.0,2.0,157.1,54.2,1.15,1910.4466999999995,1647.6460680460834,-262.8006319539161
42.0,2.0,152.6,53.9,1.0,1676.1599999999999,1557.9558187613802,-118.20418123861964
65.0,2.0,147.9,55.8,1.0,1500.8919999999998,1019.2637427952864,-481.62825720471346
61.0,2.0,158.5,59.3,1.0,1638.2479999999998,1589.4813496987774,-48.7666503012224
26.0,2.0,156.6,46.0,1.46,2462.85496,1976.3155017362053,-486.5394582637948
78.0,1.0,155.7,59.5,1.0,1705.4622,1733.6922342677822,28.23003426778223
72.0,2.0,154.7,58.8,1.0,1529.9699999999998,1358.9864221100106,-170.9835778899892
60.0,1.0,185.8,85.6,1.0,2454.6728000000003,2417.1190019007227,-37.55379809927763
53.0,2.0,166.2,56.5,1.0,1723.2219999999998,1424.158262644046,-299.06373735595366
58.0,1.0,176.8,78.3,1.0,2309.0258000000003,2048.9478191066546,-260.07798089334574
71.0,1.0,172.0,74.9,1.15,2423.1066499999997,2163.756895345192,-259.34975465480784
62.0,2.0,151.5,56.9,1.0,1558.0539999999996,848.7934185196709,-709.2605814803287
74.0,1.0,161.9,58.0,1.15,2022.63126,1658.972614956307,-363.658645043693
75.0,2.0,149.3,57.7,1.0,1459.7400000000002,990.4127843519884,-469.3272156480118
54.0,1.0,164.6,68.6,1.0,2126.9876,2023.8573837833696,-103.13021621663029
53.0,2.0,162.2,65.5,1.0,1778.4219999999998,1372.547943230608,-405.8740567693917
63.0,2.0,153.0,66.6,1.0,1652.826,1543.853336456255,-108.97266354374506
60.0,1.0,161.1,58.4,1.15,2158.4055399999997,1455.7485755918028,-702.6569644081969
57.0,2.0,159.8,71.0,1.0,1784.8380000000002,1284.6657759156058,-500.17222408439443
75.0,2.0,154.0,66.0,1.0,1571.55,993.392729599193,-578.157270400807
60.0,2.0,149.5,54.7,1.15,1776.3662999999997,1117.0246460265153,-659.3416539734844
54.0,1.0,167.4,67.7,1.0,2127.7774,1727.46150251973,-400.31589748027
66.0,1.0,176.0,70.9,1.0,2110.735,1901.826989107236,-208.9080108927642
49.0,2.0,162.7,49.4,1.46,2415.0455599999996,1908.0265314354629,-507.0190285645367
80.0,2.0,152.3,58.5,1.15,1702.4467,1070.231430091583,-632.215269908417
63.0,2.0,152.0,59.0,1.0,1574.43,1206.4956890979638,-367.93431090203626
76.0,2.0,155.4,47.7,1.46,2127.86696,1679.872995772642,-447.99396422735776
68.0,1.0,172.2,86.4,1.0,2317.7752,1943.1197924465448,-374.65540755345523
80.0,2.0,148.4,49.1,1.0,1338.16,1022.538205940701,-315.6217940592991
67.0,2.0,154.8,46.4,1.0,1449.182,895.2400854820145,-553.9419145179855
54.0,2.0,162.2,48.3,1.0,1610.52,883.7551435521679,-726.7648564478321
69.0,1.0,173.2,80.5,1.15,2552.0735299999997,2151.401033596366,-400.6724964036339
40.0,2.0,160.0,51.8,1.0,1724.0479999999998,1540.890957822881,-183.15704217711868
68.0,2.0,152.2,52.8,1.0,1483.2999999999997,923.0786513460162,-560.2213486539836
30.0,1.0,181.0,70.4,1.0,2472.8399999999997,1854.5056696738736,-618.3343303261261
53.0,2.0,163.4,56.2,1.0,1700.0860000000002,1487.8137729448165,-212.27222705518375
74.0,1.0,168.0,78.7,1.0,2115.425,2123.8778121372457,8.452812137245473
68.0,2.0,156.3,69.3,1.15,1935.0139,1609.8116224296996,-325.20227757030034
75.0,1.0,168.3,67.6,1.0,1930.9128,1560.342379081594,-370.57042091840617
68.0,1.0,172.7,73.1,1.0,2108.8702,1883.758655726868,-225.1115442731318
66.0,2.0,155.8,57.8,1.0,1570.056,1127.7769822866678,-442.2790177133322
74.0,2.0,146.7,55.2,1.26,1835.61964,1102.9999074792845,-732.6197325207154
61.0,2.0,142.8,44.5,1.0,1385.738,1259.5765583545633,-126.16144164543675
69.0,2.0,153.3,55.0,1.15,1749.1317,1137.311899234203,-611.8198007657968
40.0,1.0,166.4,93.0,1.15,3014.9530600000003,2586.490644978677,-428.46241502132307
66.0,2.0,148.9,51.6,1.15,1696.5284999999997,1443.2903361461042,-253.23816385389546
72.0,2.0,147.2,48.9,1.0,1382.8559999999998,1388.5506370812857,5.694637081285919
42.0,2.0,159.2,47.4,1.0,1663.2359999999999,1250.411875275533,-412.82412472446686
65.0,1.0,174.7,77.7,1.15,2548.27143,2288.690817698859,-259.5806123011407
38.0,2.0,160.0,48.6,1.15,1950.3903999999998,1262.9208082158589,-687.4695917841409
67.0,2.0,160.8,77.5,1.0,1783.838,1566.983848706354,-216.85415129364605
52.0,2.0,157.5,63.9,1.15,1997.4671,1385.7495211396088,-611.7175788603913
50.0,1.0,167.7,67.3,1.15,2457.5000299999997,1795.6355600000004,-661.8644699999993
49.0,2.0,158.1,49.8,1.0,1629.3439999999996,1575.9577000000004,-53.38629999999921
20.0,2.0,158.8,53.1,1.15,2113.1895999999997,1726.842071828573,-386.3475281714268
74.0,2.0,158.0,58.5,1.0,1537.2999999999997,1230.4194815251003,-306.8805184748994
42.0,2.0,159.3,53.1,1.0,1717.314,1069.3100404363115,-648.0039595636886
40.0,2.0,161.1,59.9,1.0,1807.85,1099.9462856878556,-707.9037143121443
61.0,2.0,156.9,50.4,1.0,1543.328,871.0615432715334,-672.2664567284666
54.0,2.0,150.9,61.8,1.0,1654.842,967.363385263557,-687.4786147364431
35.0,1.0,173.6,72.6,1.0,2420.2616,1696.2629132140232,-723.9986867859766
50.0,1.0,165.6,60.2,1.0,2036.8596,1771.1245311294974,-265.7350688705026
66.0,1.0,163.5,69.1,1.0,2014.647,1432.8084398932692,-581.8385601067307
58.0,2.0,153.5,69.1,1.0,1714.4059999999997,1794.3750136083738,79.9690136083741
57.0,1.0,164.3,52.9,1.0,1846.9918000000002,1418.767646494376,-428.22415350562414
37.0,1.0,174.9,75.0,1.0,2446.4004,1925.339951637162,-521.0604483628381
38.0,2.0,163.9,77.2,1.15,2290.8019,1680.6607341693584,-610.1411658306415
40.0,1.0,165.9,69.6,1.15,2583.7122600000002,1960.666313564758,-623.0459464352423
67.0,2.0,160.0,49.8,1.15,1762.9171999999996,1573.7446763029843,-189.17252369701532
52.0,2.0,162.9,61.3,1.15,2014.5653,1913.5266141815928,-101.0386858184072
39.0,1.0,167.1,61.5,1.15,2452.4870899999996,2143.883098825833,-308.6039911741668
72.0,1.0,176.5,75.5,1.0,2129.4390000000003,1769.5002870008127,-359.9387129991876
68.0,2.0,157.3,52.9,1.15,1766.8332999999998,1077.927877870953,-688.9054221290469
80.0,2.0,155.0,62.3,1.0,1509.628,1134.8633311204826,-374.76466887951733
32.0,2.0,160.0,66.5,1.15,2184.526,1656.9412810126496,-527.5847189873502
55.0,2.0,157.0,49.6,1.15,1818.6373999999998,1298.1078346640647,-520.5295653359351
35.0,1.0,183.4,79.0,1.15,2911.9438599999994,2238.734798904244,-673.2090610957553
61.0,2.0,151.3,46.2,1.0,1463.3600000000001,992.7036476362524,-470.6563523637477
52.0,2.0,156.0,51.1,1.15,1847.1644,1724.649245428459,-122.51515457154096
35.0,2.0,164.7,90.2,1.15,2458.1431,2445.326336483462,-12.816763516537776
35.0,2.0,159.2,55.3,1.0,1785.55,1349.4700608262517,-436.07993917374824
51.0,2.0,154.3,55.3,1.46,2392.81596,1725.3685847744412,-667.4473752255587
49.0,2.0,157.4,76.4,1.15,2151.9121999999998,1498.6057513697149,-653.3064486302849
62.0,1.0,169.1,79.4,1.0,2246.8576,2278.3679811353954,31.51038113539562
66.0,1.0,170.5,77.7,1.46,3181.1085000000003,2634.211016393666,-546.8974836063344
49.0,1.0,173.7,70.2,1.0,2249.1972,2141.499832508055,-107.69736749194499
55.0,1.0,165.0,68.2,1.0,2113.252,1777.7309343226532,-335.52106567734677
58.0,2.0,157.8,66.9,1.0,1725.0320000000002,1670.6307674257264,-54.40123257427376
71.0,2.0,152.3,37.3,1.15,1536.4398999999999,1053.944806780658,-482.4950932193419
67.0,1.0,165.8,70.0,1.0,2031.8468,2118.19003173119,86.34323173119014
66.0,2.0,156.6,52.3,1.0,1524.384,992.415485475276,-531.968514524724
49.0,2.0,164.2,47.5,1.0,1652.1019999999999,914.6003646426824,-737.5016353573175
71.0,1.0,162.8,52.9,1.0,1705.4778000000001,1476.6465628166495,-228.8312371833506
69.0,2.0,143.9,50.4,1.0,1393.668,828.5291884884682,-565.1388115115317
67.0,2.0,153.4,68.1,1.0,1642.1299999999999,1314.879640981496,-327.2503590185038
53.0,1.0,161.9,58.1,1.15,2224.59091,1602.0016564001187,-622.5892535998812
65.0,1.0,168.2,73.7,1.0,2122.7242,1639.1582646934858,-483.56593530651435
64.0,2.0,156.5,59.9,1.0,1608.614,1323.0765650478263,-285.5374349521737
35.0,1.0,178.7,84.0,1.0,2629.1552,1947.458690439021,-681.6965095609792
23.0,2.0,151.3,42.7,1.0,1693.18,1790.402193129019,97.22219312901893
32.0,2.0,159.2,48.0,1.0,1737.9519999999998,1400.293213294494,-337.6587867055057
24.0,2.0,162.4,49.1,1.15,2072.55,2137.049830003953,64.49983000395287
32.0,1.0,176.0,102.0,1.15,3315.4334,2683.338125873418,-632.0952741265819
57.0,2.0,157.6,54.1,1.0,1610.6819999999998,1307.295217586596,-303.3867824134038
38.0,1.0,168.8,65.4,1.0,2251.2188,2129.0473043709403,-122.17149562905979
57.0,1.0,166.5,70.9,1.46,3077.41138,3087.297362159995,9.88598215999491
53.0,2.0,159.1,60.5,1.0,1709.116,1690.732484126502,-18.383515873498027
73.0,2.0,151.7,56.2,1.15,1721.0500999999995,1782.8061090469382,61.75600904693874
41.0,1.0,182.8,98.6,1.0,2826.3848,2801.66745679973,-24.717343200269625
41.0,2.0,161.1,57.7,1.0,1780.348,1611.8908501894566,-168.45714981054334
35.0,1.0,166.5,63.4,1.0,2235.578,2170.605274727523,-64.97272527247696
37.0,2.0,159.6,49.5,1.0,1720.3459999999998,1398.203329419696,-322.14267058030373
71.0,1.0,167.4,68.3,1.15,2273.80491,1963.7826437309127,-310.02226626908714
53.0,1.0,181.5,83.5,1.0,2464.769,1817.919895930464,-646.8491040695358
22.0,1.0,172.0,79.7,1.46,3658.70294,3568.6801441587927,-90.02279584120743
64.0,1.0,170.7,68.4,1.15,2362.8223799999996,2186.862959550038,-175.95942044996173
40.0,1.0,173.3,75.9,1.0,2423.4958000000006,2305.099670803216,-118.39612919678439
37.0,2.0,167.3,56.2,1.0,1838.96,1467.8504263470725,-371.10957365292757
40.0,2.0,165.4,62.3,1.15,2129.1218,2022.3029319068469,-106.81886809315301
70.0,1.0,172.2,73.1,1.0,2087.1122,1980.7816319572903,-106.33056804270973
49.0,1.0,176.9,92.7,1.0,2624.4394,1998.918939707782,-625.5204602922181
67.0,1.0,167.9,71.2,1.0,2062.2704000000003,1966.229412515524,-96.04098748447632
49.0,1.0,165.6,78.9,1.0,2343.9066000000003,1616.6628479248911,-727.2437520751091
46.0,1.0,177.6,79.0,1.0,2438.8396,1979.0573568405237,-459.78224315947614
70.0,1.0,164.6,88.1,1.0,2284.7526,1885.5960521637423,-399.15654783625746
69.0,2.0,155.2,54.6,1.0,1515.018,1298.9183943859648,-216.09960561403523
34.0,2.0,158.8,46.3,1.0,1705.316,1571.7716035428284,-133.54439645717162
58.0,1.0,157.7,49.9,1.0,1754.1182,1604.8338659127917,-149.2843340872082
58.0,2.0,154.9,64.8,1.15,1943.9872999999998,1522.9014739234449,-421.0858260765549
67.0,2.0,157.4,59.2,1.0,1587.8659999999998,1324.6328044846923,-263.23319551530744
40.0,2.0,162.8,69.0,1.0,1905.368,1597.3834753925073,-307.98452460749263
41.0,1.0,178.7,97.7,1.46,3948.531412,3827.354031314534,-121.17738068546578
75.0,1.0,157.1,70.1,1.15,2204.7029899999998,2178.70983829174,-25.993151708259575
80.0,2.0,140.5,47.1,1.0,1262.086,890.1842603488832,-371.9017396511168
79.0,1.0,156.4,57.1,1.0,1661.5254,1242.1795605240711,-419.34583947592887
50.0,1.0,169.5,73.4,1.0,2267.916,2166.023249776148,-101.89275022385209
57.0,1.0,170.6,83.8,1.0,2372.6056,2271.006134076563,-101.59946592343704
57.0,2.0,157.3,47.5,1.0,1546.728,1579.8920718450586,33.164071845058515
80.0,2.0,150.6,56.5,1.0,1423.396,1062.7638418594402,-360.6321581405598
80.0,1.0,158.5,44.8,1.15,1702.8390999999997,1512.4578563713037,-190.38124362869598
77.0,2.0,152.8,49.1,1.0,1390.8339999999998,1461.2378265033678,70.40382650336801
25.0,1.0,177.3,70.6,1.0,2503.7068,2212.6852819262003,-291.0215180737996
58.0,1.0,165.6,77.1,1.15,2547.53439,1859.8130906499384,-687.7212993500614
66.0,1.0,168.1,70.0,1.0,2053.7876,1787.2818142919225,-266.5057857080776
73.0,1.0,165.2,61.5,1.15,2116.67683,2088.943748986808,-27.733081013192077
68.0,2.0,155.5,43.7,1.0,1422.0819999999999,778.0070448419573,-644.0749551580426
77.0,2.0,145.0,58.4,1.15,1661.1526,941.0739065938384,-720.0786934061615
24.0,1.0,181.2,62.4,1.0,2403.8192,2056.402801357905,-347.4163986420949
60.0,2.0,155.4,69.6,1.0,1719.06,1451.9639894413308,-267.09601055866915
33.0,2.0,164.6,82.3,1.15,2386.0925999999995,1813.4811503076924,-572.6114496923071
